year,state,state_po,county,candidate,party,candidatevotes,totalvotes
2000,Indiana,IN,Martin,Ralph Nader,green,14.0,4609
2000,Indiana,IN,Miami,Al Gore,democrat,4155.0,12928
2000,Indiana,IN,Miami,George W. Bush,republican,8401.0,12928
2000,Indiana,IN,Miami,Ralph Nader,green,44.0,12928
2000,Indiana,IN,Monroe,Al Gore,democrat,17523.0,40220
2000,Indiana,IN,Monroe,George W. Bush,republican,19147.0,40220
2000,Indiana,IN,Monroe,Ralph Nader,green,2991.0,40220
2000,Indiana,IN,Montgomery,Al Gore,democrat,3899.0,13101
2000,Indiana,IN,Montgomery,George W. Bush,republican,8891.0,13101
2000,Indiana,IN,Montgomery,Ralph Nader,green,132.0,13101
2000,Indiana,IN,Morgan,Al Gore,democrat,6228.0,22036
2000,Indiana,IN,Morgan,George W. Bush,republican,15286.0,22036
2000,Indiana,IN,Morgan,Ralph Nader,green,151.0,22036
2000,Indiana,IN,Newton,Al Gore,democrat,2101.0,5510
2000,Indiana,IN,Newton,George W. Bush,republican,3250.0,5510
2000,Indiana,IN,Newton,Ralph Nader,green,28.0,5510
2000,Indiana,IN,Noble,Al Gore,democrat,4822.0,14216
2000,Indiana,IN,Noble,George W. Bush,republican,9103.0,14216
2000,Indiana,IN,Noble,Ralph Nader,green,66.0,14216
2000,Indiana,IN,Ohio,Al Gore,democrat,951.0,2492
2000,Indiana,IN,Ohio,George W. Bush,republican,1515.0,2492
2000,Indiana,IN,Ohio,Ralph Nader,green,6.0,2492
2000,Indiana,IN,Orange,Al Gore,democrat,2601.0,7458
2000,Indiana,IN,Orange,George W. Bush,republican,4687.0,7458
2000,Indiana,IN,Orange,Ralph Nader,green,46.0,7458
2000,Indiana,IN,Owen,Al Gore,democrat,2253.0,6503
2000,Indiana,IN,Owen,George W. Bush,republican,4019.0,6503
2000,Indiana,IN,Owen,Ralph Nader,green,85.0,6503
2000,Indiana,IN,Parke,Al Gore,democrat,2481.0,6447
2000,Indiana,IN,Parke,George W. Bush,republican,3841.0,6447
2000,Indiana,IN,Parke,Ralph Nader,green,20.0,6447
2000,Indiana,IN,Perry,Al Gore,democrat,3823.0,7387
2000,Indiana,IN,Perry,George W. Bush,republican,3461.0,7387
2000,Indiana,IN,Perry,Ralph Nader,green,26.0,7387
2000,Indiana,IN,Pike,Al Gore,democrat,2605.0,6302
2000,Indiana,IN,Pike,George W. Bush,republican,3566.0,6302
2000,Indiana,IN,Pike,Ralph Nader,green,3.0,6302
2000,Indiana,IN,Porter,Al Gore,democrat,26790.0,59378
2000,Indiana,IN,Porter,George W. Bush,republican,31157.0,59378
2000,Indiana,IN,Porter,Ralph Nader,green,592.0,59378
2000,Indiana,IN,Posey,Al Gore,democrat,4430.0,11110
2000,Indiana,IN,Posey,George W. Bush,republican,6498.0,11110
2000,Indiana,IN,Posey,Ralph Nader,green,52.0,11110
2000,Indiana,IN,Pulaski,Al Gore,democrat,1919.0,5518
2000,Indiana,IN,Pulaski,George W. Bush,republican,3497.0,5518
2000,Indiana,IN,Pulaski,Ralph Nader,green,17.0,5518
2000,Indiana,IN,Putnam,Al Gore,democrat,4123.0,11871
2000,Indiana,IN,Putnam,George W. Bush,republican,7352.0,11871
2000,Indiana,IN,Putnam,Ralph Nader,green,144.0,11871
2000,Indiana,IN,Randolph,Al Gore,democrat,3906.0,10132
2000,Indiana,IN,Randolph,George W. Bush,republican,6020.0,10132
2000,Indiana,IN,Randolph,Ralph Nader,green,20.0,10132
2000,Indiana,IN,Ripley,Al Gore,democrat,3498.0,10675
2000,Indiana,IN,Ripley,George W. Bush,republican,6988.0,10675
2000,Indiana,IN,Ripley,Ralph Nader,green,23.0,10675
2000,Indiana,IN,Rush,Al Gore,democrat,2370.0,7284
2000,Indiana,IN,Rush,George W. Bush,republican,4749.0,7284
2000,Indiana,IN,Rush,Ralph Nader,green,21.0,7284
2000,Indiana,IN,St. Joseph,Al Gore,democrat,47703.0,97474
2000,Indiana,IN,St. Joseph,George W. Bush,republican,47581.0,97474
2000,Indiana,IN,St. Joseph,Ralph Nader,green,905.0,97474
2000,Indiana,IN,Scott,Al Gore,democrat,3915.0,7846
2000,Indiana,IN,Scott,George W. Bush,republican,3761.0,7846
2000,Indiana,IN,Scott,Ralph Nader,green,40.0,7846
2000,Indiana,IN,Shelby,Al Gore,democrat,5374.0,15310
2000,Indiana,IN,Shelby,George W. Bush,republican,9590.0,15310
2000,Indiana,IN,Shelby,Ralph Nader,green,71.0,15310
2000,Indiana,IN,Spencer,Al Gore,democrat,3752.0,8987
2000,Indiana,IN,Spencer,George W. Bush,republican,5096.0,8987
2000,Indiana,IN,Spencer,Ralph Nader,green,42.0,8987
2000,Indiana,IN,Starke,Al Gore,democrat,4136.0,8701
2000,Indiana,IN,Starke,George W. Bush,republican,4349.0,8701
2000,Indiana,IN,Starke,Ralph Nader,green,27.0,8701
2000,Indiana,IN,Steuben,Al Gore,democrat,4103.0,11277
2000,Indiana,IN,Steuben,George W. Bush,republican,6953.0,11277
2000,Indiana,IN,Steuben,Ralph Nader,green,40.0,11277
2000,Indiana,IN,Sullivan,Al Gore,democrat,3833.0,8262
2000,Indiana,IN,Sullivan,George W. Bush,republican,4319.0,8262
2000,Indiana,IN,Sullivan,Ralph Nader,green,4.0,8262
2000,Indiana,IN,Switzerland,Al Gore,democrat,1336.0,3239
2000,Indiana,IN,Switzerland,George W. Bush,republican,1831.0,3239
2000,Indiana,IN,Switzerland,Ralph Nader,green,15.0,3239
2000,Indiana,IN,Tippecanoe,Al Gore,democrat,18220.0,46295
2000,Indiana,IN,Tippecanoe,George W. Bush,republican,26106.0,46295
2000,Indiana,IN,Tippecanoe,Ralph Nader,green,1054.0,46295
2000,Indiana,IN,Tipton,Al Gore,democrat,2392.0,7316
2000,Indiana,IN,Tipton,George W. Bush,republican,4784.0,7316
2000,Indiana,IN,Tipton,Ralph Nader,green,6.0,7316
2000,Indiana,IN,Union,Al Gore,democrat,927.0,2828
2000,Indiana,IN,Union,George W. Bush,republican,1838.0,2828
2000,Indiana,IN,Union,Ralph Nader,green,11.0,2828
2000,Indiana,IN,Vanderburgh,Al Gore,democrat,29222.0,66221
2000,Indiana,IN,Vanderburgh,George W. Bush,republican,35846.0,66221
2000,Indiana,IN,Vanderburgh,Ralph Nader,green,381.0,66221
2000,Indiana,IN,Vermillion,Al Gore,democrat,3370.0,6633
2000,Indiana,IN,Vermillion,George W. Bush,republican,3130.0,6633
2000,Indiana,IN,Vermillion,Ralph Nader,green,13.0,6633
2000,Indiana,IN,Vigo,Al Gore,democrat,17570.0,36228
2000,Indiana,IN,Vigo,George W. Bush,republican,18021.0,36228
2000,Indiana,IN,Vigo,Ralph Nader,green,158.0,36228
2000,Indiana,IN,Wabash,Al Gore,democrat,4277.0,12883
2000,Indiana,IN,Wabash,George W. Bush,republican,8321.0,12883
2000,Indiana,IN,Wabash,Ralph Nader,green,125.0,12883
2000,Indiana,IN,Warren,Al Gore,democrat,1471.0,3768
2000,Indiana,IN,Warren,George W. Bush,republican,2218.0,3768
2000,Indiana,IN,Warren,Ralph Nader,green,21.0,3768
2000,Indiana,IN,Warrick,Al Gore,democrat,8749.0,22309
2000,Indiana,IN,Warrick,George W. Bush,republican,13205.0,22309
2000,Indiana,IN,Warrick,Ralph Nader,green,105.0,22309
2000,Indiana,IN,Washington,Al Gore,democrat,3675.0,9801
2000,Indiana,IN,Washington,George W. Bush,republican,5868.0,9801
2000,Indiana,IN,Washington,Ralph Nader,green,52.0,9801
2000,Indiana,IN,Wayne,Al Gore,democrat,10273.0,25151
2000,Indiana,IN,Wayne,George W. Bush,republican,14273.0,25151
2000,Indiana,IN,Wayne,Ralph Nader,green,209.0,25151
2000,Indiana,IN,Wells,Al Gore,democrat,3319.0,11281
2000,Indiana,IN,Wells,George W. Bush,republican,7755.0,11281
2000,Indiana,IN,Wells,Ralph Nader,green,30.0,11281
2000,Indiana,IN,White,Al Gore,democrat,3655.0,9904
2000,Indiana,IN,White,George W. Bush,republican,6037.0,9904
2000,Indiana,IN,White,Ralph Nader,green,39.0,9904
2000,Indiana,IN,Whitley,Al Gore,democrat,4107.0,12432
2000,Indiana,IN,Whitley,George W. Bush,republican,8080.0,12432
2000,Indiana,IN,Whitley,Ralph Nader,green,30.0,12432
2000,Iowa,IA,Adair,Al Gore,democrat,1753.0,4123
2000,Iowa,IA,Adair,George W. Bush,republican,2275.0,4123
2000,Iowa,IA,Adair,Ralph Nader,green,66.0,4123
2000,Iowa,IA,Adams,Al Gore,democrat,897.0,2145
2000,Iowa,IA,Adams,George W. Bush,republican,1170.0,2145
2000,Iowa,IA,Adams,Ralph Nader,green,51.0,2145
2000,Iowa,IA,Allamakee,Al Gore,democrat,2883.0,6462
2000,Iowa,IA,Allamakee,George W. Bush,republican,3277.0,6462
2000,Iowa,IA,Allamakee,Ralph Nader,green,199.0,6462
2000,Iowa,IA,Appanoose,Al Gore,democrat,2560.0,5704
2000,Iowa,IA,Appanoose,George W. Bush,republican,2992.0,5704
2000,Iowa,IA,Appanoose,Ralph Nader,green,105.0,5704
2000,Iowa,IA,Audubon,Al Gore,democrat,1780.0,3784
2000,Iowa,IA,Audubon,George W. Bush,republican,1909.0,3784
2000,Iowa,IA,Audubon,Ralph Nader,green,56.0,3784
2000,Iowa,IA,Benton,Al Gore,democrat,5915.0,11766
2000,Iowa,IA,Benton,George W. Bush,republican,5468.0,11766
2000,Iowa,IA,Benton,Ralph Nader,green,231.0,11766
2000,Iowa,IA,Black Hawk,Al Gore,democrat,30112.0,55085
2000,Iowa,IA,Black Hawk,George W. Bush,republican,23468.0,55085
2000,Iowa,IA,Black Hawk,Ralph Nader,green,1132.0,55085
2000,Iowa,IA,Boone,Al Gore,democrat,6270.0,12249
2000,Iowa,IA,Boone,George W. Bush,republican,5625.0,12249
2000,Iowa,IA,Boone,Ralph Nader,green,252.0,12249
2000,Iowa,IA,Bremer,Al Gore,democrat,5169.0,11175
2000,Iowa,IA,Bremer,George W. Bush,republican,5675.0,11175
2000,Iowa,IA,Bremer,Ralph Nader,green,260.0,11175
2000,Iowa,IA,Buchanan,Al Gore,democrat,5045.0,9410
2000,Iowa,IA,Buchanan,George W. Bush,republican,4092.0,9410
2000,Iowa,IA,Buchanan,Ralph Nader,green,171.0,9410
2000,Iowa,IA,Buena Vista,Al Gore,democrat,3297.0,7977
2000,Iowa,IA,Buena Vista,George W. Bush,republican,4354.0,7977
2000,Iowa,IA,Buena Vista,Ralph Nader,green,227.0,7977
2000,Iowa,IA,Butler,Al Gore,democrat,2735.0,6724
2000,Iowa,IA,Butler,George W. Bush,republican,3837.0,6724
2000,Iowa,IA,Butler,Ralph Nader,green,113.0,6724
2000,Iowa,IA,Calhoun,Al Gore,democrat,2132.0,5041
2000,Iowa,IA,Calhoun,George W. Bush,republican,2776.0,5041
2000,Iowa,IA,Calhoun,Ralph Nader,green,93.0,5041
2000,Iowa,IA,Carroll,Al Gore,democrat,4463.0,9568
2000,Iowa,IA,Carroll,George W. Bush,republican,4879.0,9568
2000,Iowa,IA,Carroll,Ralph Nader,green,146.0,9568
2000,Iowa,IA,Cass,Al Gore,democrat,2481.0,6880
2000,Iowa,IA,Cass,George W. Bush,republican,4206.0,6880
2000,Iowa,IA,Cass,Ralph Nader,green,147.0,6880
2000,Iowa,IA,Cedar,Al Gore,democrat,4033.0,8344
2000,Iowa,IA,Cedar,George W. Bush,republican,4031.0,8344
2000,Iowa,IA,Cedar,Ralph Nader,green,212.0,8344
2000,Iowa,IA,Cerro Gordo,Al Gore,democrat,12185.0,22162
2000,Iowa,IA,Cerro Gordo,George W. Bush,republican,9397.0,22162
2000,Iowa,IA,Cerro Gordo,Ralph Nader,green,408.0,22162
2000,Iowa,IA,Cherokee,Al Gore,democrat,2845.0,6592
2000,Iowa,IA,Cherokee,George W. Bush,republican,3463.0,6592
2000,Iowa,IA,Cherokee,Ralph Nader,green,160.0,6592
2000,Iowa,IA,Chickasaw,Al Gore,democrat,3435.0,6584
2000,Iowa,IA,Chickasaw,George W. Bush,republican,2936.0,6584
2000,Iowa,IA,Chickasaw,Ralph Nader,green,145.0,6584
2000,Iowa,IA,Clarke,Al Gore,democrat,2081.0,4176
2000,Iowa,IA,Clarke,George W. Bush,republican,1984.0,4176
2000,Iowa,IA,Clarke,Ralph Nader,green,75.0,4176
2000,Iowa,IA,Clay,Al Gore,democrat,3294.0,7578
2000,Iowa,IA,Clay,George W. Bush,republican,3992.0,7578
2000,Iowa,IA,Clay,Ralph Nader,green,166.0,7578
2000,Iowa,IA,Clayton,Al Gore,democrat,4238.0,8571
2000,Iowa,IA,Clayton,George W. Bush,republican,4034.0,8571
2000,Iowa,IA,Clayton,Ralph Nader,green,206.0,8571
2000,Iowa,IA,Clinton,Al Gore,democrat,12276.0,22180
2000,Iowa,IA,Clinton,George W. Bush,republican,9229.0,22180
2000,Iowa,IA,Clinton,Ralph Nader,green,471.0,22180
2000,Iowa,IA,Crawford,Al Gore,democrat,2838.0,6555
2000,Iowa,IA,Crawford,George W. Bush,republican,3482.0,6555
2000,Iowa,IA,Crawford,Ralph Nader,green,146.0,6555
2000,Iowa,IA,Dallas,Al Gore,democrat,8561.0,19330
2000,Iowa,IA,Dallas,George W. Bush,republican,10306.0,19330
2000,Iowa,IA,Dallas,Ralph Nader,green,320.0,19330
2000,Iowa,IA,Davis,Al Gore,democrat,1691.0,3758
2000,Iowa,IA,Davis,George W. Bush,republican,1956.0,3758
2000,Iowa,IA,Davis,Ralph Nader,green,67.0,3758
2000,Iowa,IA,Decatur,Al Gore,democrat,1674.0,3709
2000,Iowa,IA,Decatur,George W. Bush,republican,1903.0,3709
2000,Iowa,IA,Decatur,Ralph Nader,green,94.0,3709
2000,Iowa,IA,Delaware,Al Gore,democrat,3808.0,8349
2000,Iowa,IA,Delaware,George W. Bush,republican,4273.0,8349
2000,Iowa,IA,Delaware,Ralph Nader,green,161.0,8349
2000,Iowa,IA,Des Moines,Al Gore,democrat,11351.0,19365
2000,Iowa,IA,Des Moines,George W. Bush,republican,7385.0,19365
2000,Iowa,IA,Des Moines,Ralph Nader,green,409.0,19365
2000,Iowa,IA,Dickinson,Al Gore,democrat,3660.0,8121
2000,Iowa,IA,Dickinson,George W. Bush,republican,4225.0,8121
2000,Iowa,IA,Dickinson,Ralph Nader,green,169.0,8121
2000,Iowa,IA,Dubuque,Al Gore,democrat,22341.0,40323
2000,Iowa,IA,Dubuque,George W. Bush,republican,16462.0,40323
2000,Iowa,IA,Dubuque,Ralph Nader,green,987.0,40323
2000,Iowa,IA,Emmet,Al Gore,democrat,2165.0,4630
2000,Iowa,IA,Emmet,George W. Bush,republican,2331.0,4630
2000,Iowa,IA,Emmet,Ralph Nader,green,98.0,4630
2000,Iowa,IA,Fayette,Al Gore,democrat,4640.0,9621
2000,Iowa,IA,Fayette,George W. Bush,republican,4747.0,9621
2000,Iowa,IA,Fayette,Ralph Nader,green,174.0,9621
2000,Iowa,IA,Floyd,Al Gore,democrat,3830.0,7238
2000,Iowa,IA,Floyd,George W. Bush,republican,3191.0,7238
2000,Iowa,IA,Floyd,Ralph Nader,green,154.0,7238
2000,Iowa,IA,Franklin,Al Gore,democrat,2122.0,4938
2000,Iowa,IA,Franklin,George W. Bush,republican,2657.0,4938
2000,Iowa,IA,Franklin,Ralph Nader,green,110.0,4938
2000,Iowa,IA,Fremont,Al Gore,democrat,1459.0,3616
2000,Iowa,IA,Fremont,George W. Bush,republican,2069.0,3616
2000,Iowa,IA,Fremont,Ralph Nader,green,63.0,3616
2000,Iowa,IA,Greene,Al Gore,democrat,2301.0,4719
2000,Iowa,IA,Greene,George W. Bush,republican,2282.0,4719
2000,Iowa,IA,Greene,Ralph Nader,green,106.0,4719
2000,Iowa,IA,Grundy,Al Gore,democrat,2139.0,6111
2000,Iowa,IA,Grundy,George W. Bush,republican,3851.0,6111
2000,Iowa,IA,Grundy,Ralph Nader,green,70.0,6111
2000,Iowa,IA,Guthrie,Al Gore,democrat,2493.0,5469
2000,Iowa,IA,Guthrie,George W. Bush,republican,2840.0,5469
2000,Iowa,IA,Guthrie,Ralph Nader,green,86.0,5469
2000,Iowa,IA,Hamilton,Al Gore,democrat,3407.0,7574
2000,Iowa,IA,Hamilton,George W. Bush,republican,3968.0,7574
2000,Iowa,IA,Hamilton,Ralph Nader,green,141.0,7574
2000,Iowa,IA,Hancock,Al Gore,democrat,2281.0,5438
2000,Iowa,IA,Hancock,George W. Bush,republican,2988.0,5438
2000,Iowa,IA,Hancock,Ralph Nader,green,123.0,5438
2000,Iowa,IA,Hardin,Al Gore,democrat,3734.0,8435
2000,Iowa,IA,Hardin,George W. Bush,republican,4486.0,8435
2000,Iowa,IA,Hardin,Ralph Nader,green,141.0,8435
2000,Iowa,IA,Harrison,Al Gore,democrat,2551.0,6543
2000,Iowa,IA,Harrison,George W. Bush,republican,3802.0,6543
2000,Iowa,IA,Harrison,Ralph Nader,green,126.0,6543
2000,Iowa,IA,Henry,Al Gore,democrat,3907.0,8671
2000,Iowa,IA,Henry,George W. Bush,republican,4476.0,8671
2000,Iowa,IA,Henry,Ralph Nader,green,183.0,8671
2000,Iowa,IA,Howard,Al Gore,democrat,2426.0,4491
2000,Iowa,IA,Howard,George W. Bush,republican,1922.0,4491
2000,Iowa,IA,Howard,Ralph Nader,green,100.0,4491
2000,Iowa,IA,Humboldt,Al Gore,democrat,1949.0,4940
2000,Iowa,IA,Humboldt,George W. Bush,republican,2846.0,4940
2000,Iowa,IA,Humboldt,Ralph Nader,green,100.0,4940
2000,Iowa,IA,Ida,Al Gore,democrat,1411.0,3491
2000,Iowa,IA,Ida,George W. Bush,republican,1968.0,3491
2000,Iowa,IA,Ida,Ralph Nader,green,58.0,3491
2000,Iowa,IA,Iowa,Al Gore,democrat,3230.0,7413
2000,Iowa,IA,Iowa,George W. Bush,republican,3894.0,7413
2000,Iowa,IA,Iowa,Ralph Nader,green,188.0,7413
2000,Iowa,IA,Jackson,Al Gore,democrat,4945.0,9032
2000,Iowa,IA,Jackson,George W. Bush,republican,3769.0,9032
2000,Iowa,IA,Jackson,Ralph Nader,green,227.0,9032
2000,Iowa,IA,Jasper,Al Gore,democrat,8699.0,17835
2000,Iowa,IA,Jasper,George W. Bush,republican,8729.0,17835
2000,Iowa,IA,Jasper,Ralph Nader,green,267.0,17835
2000,Iowa,IA,Jefferson,Al Gore,democrat,2863.0,7548
2000,Iowa,IA,Jefferson,George W. Bush,republican,3248.0,7548
2000,Iowa,IA,Jefferson,Ralph Nader,green,206.0,7548
2000,Iowa,IA,Johnson,Al Gore,democrat,31174.0,52769
2000,Iowa,IA,Johnson,George W. Bush,republican,17899.0,52769
2000,Iowa,IA,Johnson,Ralph Nader,green,3248.0,52769
2000,Iowa,IA,Jones,Al Gore,democrat,4690.0,9143
2000,Iowa,IA,Jones,George W. Bush,republican,4201.0,9143
2000,Iowa,IA,Jones,Ralph Nader,green,195.0,9143
2000,Iowa,IA,Keokuk,Al Gore,democrat,2181.0,4947
2000,Iowa,IA,Keokuk,George W. Bush,republican,2571.0,4947
2000,Iowa,IA,Keokuk,Ralph Nader,green,99.0,4947
2000,Iowa,IA,Kossuth,Al Gore,democrat,3960.0,8878
2000,Iowa,IA,Kossuth,George W. Bush,republican,4612.0,8878
2000,Iowa,IA,Kossuth,Ralph Nader,green,206.0,8878
2000,Iowa,IA,Lee,Al Gore,democrat,9632.0,16572
2000,Iowa,IA,Lee,George W. Bush,republican,6339.0,16572
2000,Iowa,IA,Lee,Ralph Nader,green,325.0,16572
2000,Iowa,IA,Linn,Al Gore,democrat,48897.0,92064
2000,Iowa,IA,Linn,George W. Bush,republican,40417.0,92064
2000,Iowa,IA,Linn,Ralph Nader,green,2106.0,92064
2000,Iowa,IA,Louisa,Al Gore,democrat,2294.0,4637
2000,Iowa,IA,Louisa,George W. Bush,republican,2207.0,4637
2000,Iowa,IA,Louisa,Ralph Nader,green,85.0,4637
2000,Iowa,IA,Lucas,Al Gore,democrat,1934.0,4303
2000,Iowa,IA,Lucas,George W. Bush,republican,2262.0,4303
2000,Iowa,IA,Lucas,Ralph Nader,green,65.0,4303
2000,Iowa,IA,Lyon,Al Gore,democrat,1313.0,5342
2000,Iowa,IA,Lyon,George W. Bush,republican,3918.0,5342
2000,Iowa,IA,Lyon,Ralph Nader,green,68.0,5342
2000,Iowa,IA,Madison,Al Gore,democrat,3093.0,6969
2000,Iowa,IA,Madison,George W. Bush,republican,3662.0,6969
2000,Iowa,IA,Madison,Ralph Nader,green,128.0,6969
2000,Iowa,IA,Mahaska,Al Gore,democrat,3370.0,9543
2000,Iowa,IA,Mahaska,George W. Bush,republican,5971.0,9543
2000,Iowa,IA,Mahaska,Ralph Nader,green,143.0,9543
2000,Iowa,IA,Marion,Al Gore,democrat,5741.0,14408
2000,Iowa,IA,Marion,George W. Bush,republican,8358.0,14408
2000,Iowa,IA,Marion,Ralph Nader,green,208.0,14408
2000,Iowa,IA,Marshall,Al Gore,democrat,8322.0,17624
2000,Iowa,IA,Marshall,George W. Bush,republican,8785.0,17624
2000,Iowa,IA,Marshall,Ralph Nader,green,340.0,17624
2000,Iowa,IA,Mills,Al Gore,democrat,2039.0,5915
2000,Iowa,IA,Mills,George W. Bush,republican,3684.0,5915
2000,Iowa,IA,Mills,Ralph Nader,green,126.0,5915
2000,Iowa,IA,Mitchell,Al Gore,democrat,2650.0,5162
2000,Iowa,IA,Mitchell,George W. Bush,republican,2388.0,5162
2000,Iowa,IA,Mitchell,Ralph Nader,green,87.0,5162
2000,Iowa,IA,Monona,Al Gore,democrat,2086.0,4560
2000,Iowa,IA,Monona,George W. Bush,republican,2304.0,4560
2000,Iowa,IA,Monona,Ralph Nader,green,93.0,4560
2000,Iowa,IA,Monroe,Al Gore,democrat,1699.0,3647
2000,Iowa,IA,Monroe,George W. Bush,republican,1858.0,3647
2000,Iowa,IA,Monroe,Ralph Nader,green,54.0,3647
2000,Iowa,IA,Montgomery,Al Gore,democrat,1838.0,5394
2000,Iowa,IA,Montgomery,George W. Bush,republican,3417.0,5394
2000,Iowa,IA,Montgomery,Ralph Nader,green,85.0,5394
2000,Iowa,IA,Muscatine,Al Gore,democrat,8058.0,16076
2000,Iowa,IA,Muscatine,George W. Bush,republican,7483.0,16076
2000,Iowa,IA,Muscatine,Ralph Nader,green,371.0,16076
2000,Iowa,IA,O'Brien,Al Gore,democrat,2170.0,7044
2000,Iowa,IA,O'Brien,George W. Bush,republican,4674.0,7044
2000,Iowa,IA,O'Brien,Ralph Nader,green,108.0,7044
2000,Iowa,IA,Osceola,Al Gore,democrat,913.0,3063
2000,Iowa,IA,Osceola,George W. Bush,republican,2064.0,3063
2000,Iowa,IA,Osceola,Ralph Nader,green,56.0,3063
2000,Iowa,IA,Page,Al Gore,democrat,2293.0,7059
2000,Iowa,IA,Page,George W. Bush,republican,4588.0,7059
2000,Iowa,IA,Page,Ralph Nader,green,125.0,7059
2000,Iowa,IA,Palo Alto,Al Gore,democrat,2326.0,4823
2000,Iowa,IA,Palo Alto,George W. Bush,republican,2341.0,4823
2000,Iowa,IA,Palo Alto,Ralph Nader,green,81.0,4823
2000,Iowa,IA,Plymouth,Al Gore,democrat,3499.0,10118
2000,Iowa,IA,Plymouth,George W. Bush,republican,6189.0,10118
2000,Iowa,IA,Plymouth,Ralph Nader,green,198.0,10118
2000,Iowa,IA,Pocahontas,Al Gore,democrat,1736.0,4141
2000,Iowa,IA,Pocahontas,George W. Bush,republican,2242.0,4141
2000,Iowa,IA,Pocahontas,Ralph Nader,green,78.0,4141
2000,Iowa,IA,Polk,Al Gore,democrat,89715.0,174167
2000,Iowa,IA,Polk,George W. Bush,republican,79927.0,174167
2000,Iowa,IA,Polk,Ralph Nader,green,3366.0,174167
2000,Iowa,IA,Pottawattamie,Al Gore,democrat,14726.0,34467
2000,Iowa,IA,Pottawattamie,George W. Bush,republican,18783.0,34467
2000,Iowa,IA,Pottawattamie,Ralph Nader,green,690.0,34467
2000,Iowa,IA,Poweshiek,Al Gore,democrat,4222.0,8980
2000,Iowa,IA,Poweshiek,George W. Bush,republican,4396.0,8980
2000,Iowa,IA,Poweshiek,Ralph Nader,green,287.0,8980
2000,Iowa,IA,Ringgold,Al Gore,democrat,1246.0,2692
2000,Iowa,IA,Ringgold,George W. Bush,republican,1369.0,2692
2000,Iowa,IA,Ringgold,Ralph Nader,green,47.0,2692
2000,Iowa,IA,Sac,Al Gore,democrat,2099.0,5033
2000,Iowa,IA,Sac,George W. Bush,republican,2776.0,5033
2000,Iowa,IA,Sac,Ralph Nader,green,97.0,5033
2000,Iowa,IA,Scott,Al Gore,democrat,35857.0,70568
2000,Iowa,IA,Scott,George W. Bush,republican,32801.0,70568
2000,Iowa,IA,Scott,Ralph Nader,green,1386.0,70568
2000,Iowa,IA,Shelby,Al Gore,democrat,2179.0,6009
2000,Iowa,IA,Shelby,George W. Bush,republican,3655.0,6009
2000,Iowa,IA,Shelby,Ralph Nader,green,113.0,6009
2000,Iowa,IA,Sioux,Al Gore,democrat,2148.0,14692
2000,Iowa,IA,Sioux,George W. Bush,republican,12241.0,14692
2000,Iowa,IA,Sioux,Ralph Nader,green,156.0,14692
2000,Iowa,IA,Story,Al Gore,democrat,17478.0,35364
2000,Iowa,IA,Story,George W. Bush,republican,16228.0,35364
2000,Iowa,IA,Story,Ralph Nader,green,1317.0,35364
2000,Iowa,IA,Tama,Al Gore,democrat,4045.0,8315
2000,Iowa,IA,Tama,George W. Bush,republican,4034.0,8315
2000,Iowa,IA,Tama,Ralph Nader,green,160.0,8315
2000,Iowa,IA,Taylor,Al Gore,democrat,1247.0,3096
2000,Iowa,IA,Taylor,George W. Bush,republican,1770.0,3096
2000,Iowa,IA,Taylor,Ralph Nader,green,46.0,3096
2000,Iowa,IA,Union,Al Gore,democrat,2540.0,5740
2000,Iowa,IA,Union,George W. Bush,republican,3003.0,5740
2000,Iowa,IA,Union,Ralph Nader,green,108.0,5740
2000,Iowa,IA,Van Buren,Al Gore,democrat,1440.0,3561
2000,Iowa,IA,Van Buren,George W. Bush,republican,2016.0,3561
2000,Iowa,IA,Van Buren,Ralph Nader,green,51.0,3561
2000,Iowa,IA,Wapello,Al Gore,democrat,8355.0,15139
2000,Iowa,IA,Wapello,George W. Bush,republican,6313.0,15139
2000,Iowa,IA,Wapello,Ralph Nader,green,317.0,15139
2000,Iowa,IA,Warren,Al Gore,democrat,9521.0,19653
2000,Iowa,IA,Warren,George W. Bush,republican,9621.0,19653
2000,Iowa,IA,Warren,Ralph Nader,green,371.0,19653
2000,Iowa,IA,Washington,Al Gore,democrat,3932.0,9094
2000,Iowa,IA,Washington,George W. Bush,republican,4827.0,9094
2000,Iowa,IA,Washington,Ralph Nader,green,245.0,9094
2000,Iowa,IA,Wayne,Al Gore,democrat,1300.0,3021
2000,Iowa,IA,Wayne,George W. Bush,republican,1666.0,3021
2000,Iowa,IA,Wayne,Ralph Nader,green,31.0,3021
2000,Iowa,IA,Webster,Al Gore,democrat,8479.0,17048
2000,Iowa,IA,Webster,George W. Bush,republican,8172.0,17048
2000,Iowa,IA,Webster,Ralph Nader,green,282.0,17048
2000,Iowa,IA,Winnebago,Al Gore,democrat,2691.0,5527
2000,Iowa,IA,Winnebago,George W. Bush,republican,2662.0,5527
2000,Iowa,IA,Winnebago,Ralph Nader,green,115.0,5527
2000,Iowa,IA,Winneshiek,Al Gore,democrat,4339.0,9417
2000,Iowa,IA,Winneshiek,George W. Bush,republican,4647.0,9417
2000,Iowa,IA,Winneshiek,Ralph Nader,green,343.0,9417
2000,Iowa,IA,Woodbury,Al Gore,democrat,17691.0,37896
2000,Iowa,IA,Woodbury,George W. Bush,republican,18864.0,37896
