Location,total_votes,2000_republican_votes,2000_democrat_votes
"Virginia, York",24583,15312.0,8622.0
"Virginia, Alexandria",55199,19043.0,33633.0
"Virginia, Bristol",6279,3495.0,2646.0
"Virginia, Buena Vista",1975,980.0,941.0
"Virginia, Charlottesville",13224,4034.0,7762.0
"Virginia, Chesapeake",74585,39684.0,33578.0
"Virginia, Colonial Heights",7782,5519.0,2100.0
"Virginia, Covington",2214,966.0,1168.0
"Virginia, Danville",18307,9427.0,8221.0
"Virginia, Emporia",2080,938.0,1116.0
"Virginia, Falls Church",5593,2131.0,3109.0
"Virginia, Fredericksburg",6681,2935.0,3360.0
"Virginia, Galax",2213,1160.0,996.0
"Virginia, Hampton",47887,19561.0,27490.0
"Virginia, Harrisonburg",9958,5741.0,3482.0
"Virginia, Hopewell",6978,3749.0,3024.0
"Virginia, Lexington",2140,957.0,1048.0
"Virginia, Lynchburg",23506,12518.0,10374.0
"Virginia, Manassas",12410,6752.0,5262.0
"Virginia, Manassas Park",2580,1460.0,1048.0
"Virginia, Martinsville",5694,2560.0,3048.0
"Virginia, Newport News",57825,27006.0,29779.0
"Virginia, Norfolk",61946,21920.0,38221.0
"Virginia, Norton",1530,639.0,867.0
"Virginia, Petersburg",11062,2109.0,8751.0
"Virginia, Poquoson",5861,4271.0,1448.0
"Virginia, Portsmouth",35455,12628.0,22286.0
"Virginia, Radford",4448,2190.0,2063.0
"Virginia, Salem",10770,6188.0,4348.0
"Virginia, Staunton",8514,4878.0,3324.0
"Virginia, Suffolk",24661,11836.0,12471.0
"Virginia, Virginia Beach",149771,83674.0,62268.0
"Virginia, Waynesboro",7102,4084.0,2737.0
"Virginia, Williamsburg",3725,1777.0,1724.0
"Virginia, Winchester",7886,4314.0,3318.0
"Washington, Adams",4974,3440.0,1406.0
"Washington, Asotin",7985,4909.0,2736.0
"Washington, Benton",59775,38367.0,19512.0
"Washington, Chelan",26569,16980.0,8412.0
"Washington, Clallam",32230,16251.0,13779.0
"Washington, Clark",135530,67219.0,61767.0
"Washington, Columbia",2106,1523.0,515.0
"Washington, Cowlitz",36957,16873.0,18233.0
"Washington, Douglas",12851,8512.0,3822.0
"Washington, Ferry",3037,1896.0,932.0
"Washington, Franklin",13612,8594.0,4653.0
"Washington, Garfield",1329,982.0,300.0
"Washington, Grant",23795,15830.0,7073.0
"Washington, Grays Harbor",25970,11225.0,13304.0
"Washington, Island",33003,16408.0,14778.0
"Washington, Jefferson",15832,6095.0,8281.0
"Washington, King",794078,273171.0,476700.0
"Washington, Kitsap",102857,46427.0,50302.0
"Washington, Kittitas",14086,7727.0,5516.0
"Washington, Klickitat",8180,4557.0,3062.0
"Washington, Lewis",29983,18565.0,9891.0
"Washington, Lincoln",5196,3546.0,1417.0
"Washington, Mason",22479,10257.0,10876.0
"Washington, Okanogan",14796,9384.0,4335.0
"Washington, Pacific",9518,4042.0,4895.0
"Washington, Pend Oreille",5437,3076.0,1973.0
"Washington, Pierce",268894,118431.0,138249.0
"Washington, San Juan",8424,3005.0,4426.0
"Washington, Skagit",45220,22163.0,20432.0
"Washington, Skamania",4248,2151.0,1753.0
"Washington, Snohomish",251305,109615.0,129612.0
"Washington, Spokane",172089,89299.0,74604.0
"Washington, Stevens",17995,11299.0,5560.0
"Washington, Thurston",97407,39924.0,50467.0
"Washington, Wahkiakum",1971,1033.0,803.0
"Washington, Walla Walla",21362,13304.0,7188.0
"Washington, Whatcom",73752,34287.0,34033.0
"Washington, Whitman",16234,9003.0,6509.0
"Washington, Yakima",67375,39494.0,25546.0
"West Virginia, Barbour",6051,3411.0,2503.0
"West Virginia, Berkeley",23010,13619.0,8797.0
"West Virginia, Boone",9141,3353.0,5656.0
"West Virginia, Braxton",5328,2529.0,2719.0
"West Virginia, Brooke",9405,4195.0,4678.0
"West Virginia, Cabell",32216,16440.0,14896.0
"West Virginia, Calhoun",2615,1425.0,1112.0
"West Virginia, Clay",3582,1887.0,1617.0
"West Virginia, Doddridge",2816,1955.0,773.0
"West Virginia, Fayette",14619,5897.0,8371.0
"West Virginia, Gilmer",2740,1560.0,1092.0
"West Virginia, Grant",4534,3571.0,891.0
"West Virginia, Greenbrier",12808,6866.0,5627.0
"West Virginia, Hampshire",6097,3879.0,2069.0
"West Virginia, Hancock",13472,6458.0,6249.0
"West Virginia, Hardy",4514,2816.0,1621.0
"West Virginia, Harrison",26578,12948.0,13009.0
"West Virginia, Jackson",11518,6341.0,4937.0
"West Virginia, Jefferson",14378,7045.0,6860.0
"West Virginia, Kanawha",76670,36809.0,38524.0
"West Virginia, Lewis",6134,3606.0,2355.0
"West Virginia, Lincoln",7464,3389.0,3939.0
"West Virginia, Logan",14439,5334.0,8927.0
"West Virginia, McDowell",7303,2348.0,4845.0
"West Virginia, Marion",22873,9972.0,12315.0
"West Virginia, Marshall",13498,6859.0,6000.0
"West Virginia, Mason",11223,5972.0,4963.0
"West Virginia, Mercer",18875,10206.0,8347.0
"West Virginia, Mineral",9782,6180.0,3341.0
"West Virginia, Mingo",10043,3866.0,6049.0
"West Virginia, Monongalia",27367,13595.0,12603.0
"West Virginia, Monroe",5139,2940.0,2094.0
"West Virginia, Morgan",5772,3639.0,1939.0
"West Virginia, Nicholas",8579,4359.0,4059.0
"West Virginia, Ohio",17964,9607.0,7653.0
"West Virginia, Pendleton",3221,1996.0,1172.0
"West Virginia, Pleasants",3208,1884.0,1267.0
"West Virginia, Pocahontas",3467,1970.0,1392.0
"West Virginia, Preston",10439,6607.0,3515.0
"West Virginia, Putnam",20426,12173.0,7891.0
"West Virginia, Raleigh",24061,12587.0,11047.0
"West Virginia, Randolph",9542,5248.0,4028.0
"West Virginia, Ritchie",3812,2717.0,1024.0
"West Virginia, Roane",5625,3172.0,2332.0
"West Virginia, Summers",4713,2304.0,2299.0
"West Virginia, Taylor",5712,3124.0,2473.0
"West Virginia, Tucker",3346,1935.0,1319.0
"West Virginia, Tyler",3928,2582.0,1214.0
"West Virginia, Upshur",8123,5165.0,2770.0
"West Virginia, Wayne",16241,7993.0,7940.0
"West Virginia, Webster",3308,1484.0,1764.0
"West Virginia, Wetzel",6288,3239.0,2849.0
"West Virginia, Wirt",2382,1518.0,818.0
"West Virginia, Wood",33857,20428.0,12664.0
"West Virginia, Wyoming",7878,3473.0,4289.0
"Wisconsin, Adams",9116,3920.0,4826.0
"Wisconsin, Ashland",7890,3038.0,4356.0
"Wisconsin, Barron",19904,9848.0,8928.0
"Wisconsin, Bayfield",8259,3266.0,4427.0
"Wisconsin, Brown",107769,54258.0,49096.0
"Wisconsin, Buffalo",6641,3038.0,3237.0
"Wisconsin, Burnett",8151,3967.0,3626.0
"Wisconsin, Calumet",19947,10837.0,8202.0
"Wisconsin, Chippewa",26173,12835.0,12102.0
"Wisconsin, Clark",14149,7461.0,5931.0
"Wisconsin, Columbia",25587,11987.0,12636.0
"Wisconsin, Crawford",7394,3024.0,4005.0
"Wisconsin, Dane",232739,75790.0,142317.0
"Wisconsin, Dodge",37701,21684.0,14580.0
"Wisconsin, Door",15220,7810.0,6560.0
"Wisconsin, Douglas",21706,6930.0,13593.0
"Wisconsin, Dunn",19330,8911.0,9172.0
"Wisconsin, Eau Claire",47875,20921.0,24078.0
"Wisconsin, Florence",2405,1528.0,816.0
"Wisconsin, Fond du Lac",46589,26548.0,18181.0
"Wisconsin, Forest",4716,2404.0,2158.0
"Wisconsin, Grant",21956,10240.0,10691.0
"Wisconsin, Green",15276,6790.0,7863.0
"Wisconsin, Green Lake",9107,5451.0,3301.0
"Wisconsin, Iowa",10541,4221.0,5842.0
"Wisconsin, Iron",3507,1734.0,1620.0
"Wisconsin, Jackson",8417,3670.0,4380.0
"Wisconsin, Jefferson",36099,19204.0,15203.0
"Wisconsin, Juneau",10218,4910.0,4813.0
"Wisconsin, Kenosha",63709,28891.0,32429.0
"Wisconsin, Kewaunee",10084,4883.0,4670.0
"Wisconsin, La Crosse",55559,24327.0,28455.0
"Wisconsin, Lafayette",7263,3336.0,3710.0
"Wisconsin, Langlade",9721,5125.0,4199.0
"Wisconsin, Lincoln",14239,6727.0,6664.0
"Wisconsin, Manitowoc",38824,19358.0,17667.0
"Wisconsin, Marathon",58374,28883.0,26546.0
"Wisconsin, Marinette",19921,10535.0,8676.0
"Wisconsin, Marquette",7194,3522.0,3437.0
"Wisconsin, Menominee",1233,225.0,949.0
"Wisconsin, Milwaukee",433537,163491.0,252329.0
"Wisconsin, Monroe",16335,8217.0,7460.0
"Wisconsin, Oconto",16596,8706.0,7260.0
"Wisconsin, Oneida",18891,9512.0,8339.0
"Wisconsin, Outagamie",75742,39460.0,32735.0
"Wisconsin, Ozaukee",47751,31155.0,15030.0
"Wisconsin, Pepin",3664,1631.0,1854.0
"Wisconsin, Pierce",17962,8169.0,8559.0
"Wisconsin, Polk",19762,9557.0,8961.0
"Wisconsin, Portage",33760,13214.0,17942.0
"Wisconsin, Price",7930,4136.0,3413.0
"Wisconsin, Racine",88865,44014.0,41563.0
"Wisconsin, Richland",8293,3994.0,3837.0
"Wisconsin, Rock",70404,27467.0,40472.0
"Wisconsin, Rusk",7366,3758.0,3161.0
"Wisconsin, St. Croix",29954,15240.0,13077.0
"Wisconsin, Sauk",25653,11586.0,13035.0
"Wisconsin, Sawyer",7767,3972.0,3333.0
"Wisconsin, Shawano",17603,9548.0,7335.0
"Wisconsin, Sheboygan",55201,29648.0,23569.0
"Wisconsin, Taylor",8992,5278.0,3254.0
"Wisconsin, Trempealeau",12168,5002.0,6678.0
"Wisconsin, Vernon",13044,5684.0,6577.0
"Wisconsin, Vilas",12322,6958.0,4706.0
"Wisconsin, Walworth",40458,22982.0,15492.0
"Wisconsin, Washburn",8045,3912.0,3695.0
"Wisconsin, Washington",61412,41162.0,18115.0
"Wisconsin, Waukesha",203734,133105.0,64319.0
"Wisconsin, Waupaca",22804,12980.0,8787.0
"Wisconsin, Waushara",10248,5571.0,4239.0
"Wisconsin, Winnebago",76080,38330.0,33983.0
"Wisconsin, Wood",35761,17803.0,15936.0
"Wyoming, Albany",14151,7814.0,5069.0
"Wyoming, Big Horn",4918,3720.0,1004.0
"Wyoming, Campbell",12540,10203.0,1967.0
"Wyoming, Carbon",6968,4498.0,2206.0
"Wyoming, Converse",5175,3919.0,1076.0
"Wyoming, Crook",2738,2289.0,361.0
"Wyoming, Fremont",15444,10560.0,4172.0
"Wyoming, Goshen",5520,3922.0,1439.0
"Wyoming, Hot Springs",2352,1733.0,544.0
"Wyoming, Johnson",3550,2886.0,555.0
"Wyoming, Laramie",35323,21797.0,12162.0
"Wyoming, Lincoln",6845,5415.0,1184.0
"Wyoming, Natrona",28388,18439.0,8646.0
"Wyoming, Niobrara",1127,888.0,190.0
"Wyoming, Park",12836,9884.0,2424.0
"Wyoming, Platte",4373,2925.0,1249.0
"Wyoming, Sheridan",12236,8424.0,3330.0
"Wyoming, Sublette",3216,2624.0,458.0
"Wyoming, Sweetwater",15691,9425.0,5521.0
"Wyoming, Teton",10431,5454.0,4019.0
"Wyoming, Uinta",7418,5469.0,1650.0
"Wyoming, Washakie",4051,3138.0,806.0
"Wyoming, Weston",3060,2521.0,449.0
"Alaska, District 1",6656,4681.0,1284.0
"Alaska, District 2",7388,4235.0,2081.0
"Alaska, District 3",8225,3135.0,3693.0
"Alaska, District 4",7823,4127.0,2715.0
"Alaska, District 5",6437,3545.0,1931.0
"Alaska, District 6",6100,3862.0,1542.0
"Alaska, District 7",8677,4868.0,1893.0
"Alaska, District 8",7978,5371.0,1498.0
"Alaska, District 9",6800,4789.0,1203.0
"Alaska, District 10",8884,5673.0,2194.0
"Alaska, District 11",6980,3960.0,2043.0
"Alaska, District 12",7601,4626.0,2051.0
"Alaska, District 13",7943,3853.0,2661.0
"Alaska, District 14",5868,3750.0,1626.0
"Alaska, District 15",5870,2453.0,2106.0
"Alaska, District 16",4685,1980.0,1969.0
"Alaska, District 17",7704,4564.0,2230.0
"Alaska, District 18",9882,5421.0,2739.0
"Alaska, District 19",7951,4619.0,2350.0
"Alaska, District 20",6963,3648.0,2259.0
"Alaska, District 21",6629,3263.0,2309.0
"Alaska, District 22",8525,4910.0,2656.0
"Alaska, District 23",4630,2961.0,1282.0
"Alaska, District 24",7915,5063.0,1985.0
"Alaska, District 25",8201,5489.0,1697.0
"Alaska, District 26",8590,5869.0,1608.0
"Alaska, District 27",10438,6714.0,2199.0
"Alaska, District 28",11040,7113.0,2116.0
"Alaska, District 29",8823,4054.0,2806.0
"Alaska, District 30",6083,3622.0,1698.0
"Alaska, District 31",5965,3326.0,1831.0
"Alaska, District 32",6033,4178.0,1389.0
"Alaska, District 33",8712,5804.0,1765.0
"Alaska, District 34",7154,5243.0,1300.0
"Alaska, District 35",6382,4278.0,1208.0
"Alaska, District 36",5577,3007.0,1945.0
"Alaska, District 37",5028,2725.0,1821.0
"Alaska, District 38",4976,2467.0,2015.0
"Alaska, District 39",5188,2321.0,2282.0
"Alaska, District 40",3226,1831.0,1024.0
