Location,Total_Votes_2004,2004_republican_votes,2004_democrat_votes,State_Code
"Idaho, Adams",2063,1468.0,555.0,ID
"Idaho, Bannock",34843,21479.0,12903.0,ID
"Idaho, Bear Lake",3040,2506.0,494.0,ID
"Idaho, Benewah",4047,2823.0,1148.0,ID
"Idaho, Bingham",16564,12734.0,3605.0,ID
"Idaho, Blaine",10146,4034.0,5992.0,ID
"Idaho, Boise",3527,2501.0,970.0,ID
"Idaho, Bonner",17681,10697.0,6649.0,ID
"Idaho, Bonneville",38871,30048.0,8356.0,ID
"Idaho, Boundary",4378,3012.0,1268.0,ID
"Idaho, Butte",1406,1077.0,321.0,ID
"Idaho, Camas",595,450.0,139.0,ID
"Idaho, Canyon",55692,41599.0,13415.0,ID
"Idaho, Caribou",3281,2753.0,491.0,ID
"Idaho, Cassia",7821,6562.0,1153.0,ID
"Idaho, Clark",353,302.0,46.0,ID
"Idaho, Clearwater",4034,2839.0,1117.0,ID
"Idaho, Custer",2358,1762.0,559.0,ID
"Idaho, Elmore",8059,6011.0,1959.0,ID
"Idaho, Franklin",5054,4527.0,456.0,ID
"Idaho, Fremont",5769,4965.0,741.0,ID
"Idaho, Gem",7134,5416.0,1628.0,ID
"Idaho, Gooding",5325,3973.0,1278.0,ID
"Idaho, Idaho",7965,6017.0,1689.0,ID
"Idaho, Jefferson",8906,7703.0,1084.0,ID
"Idaho, Jerome",6580,5177.0,1344.0,ID
"Idaho, Kootenai",54596,36173.0,17584.0,ID
"Idaho, Latah",17547,8686.0,8430.0,ID
"Idaho, Lemhi",4053,3079.0,915.0,ID
"Idaho, Lewis",1820,1359.0,440.0,ID
"Idaho, Lincoln",1875,1388.0,466.0,ID
"Idaho, Madison",11637,10693.0,826.0,ID
"Idaho, Minidoka",7200,5797.0,1331.0,ID
"Idaho, Nez Perce",17700,11009.0,6476.0,ID
"Idaho, Oneida",2133,1789.0,304.0,ID
"Idaho, Owyhee",3590,2859.0,685.0,ID
"Idaho, Payette",8180,6256.0,1848.0,ID
"Idaho, Power",2958,2105.0,829.0,ID
"Idaho, Shoshone",5337,2922.0,2331.0,ID
"Idaho, Teton",3690,2235.0,1416.0,ID
"Idaho, Twin Falls",26435,19672.0,6458.0,ID
"Idaho, Valley",4772,2863.0,1843.0,ID
"Idaho, Washington",4359,3274.0,1033.0,ID
"Illinois, Adams",31477,20834.0,10511.0,IL
"Illinois, Alexander",3873,1831.0,2016.0,IL
"Illinois, Bond",7369,4068.0,3228.0,IL
"Illinois, Boone",19541,11132.0,8286.0,IL
"Illinois, Brown",2585,1679.0,895.0,IL
"Illinois, Bureau",17902,9822.0,7961.0,IL
"Illinois, Calhoun",2706,1317.0,1367.0,IL
"Illinois, Carroll",8135,4534.0,3537.0,IL
"Illinois, Cass",5700,3163.0,2492.0,IL
"Illinois, Champaign",82434,39896.0,41524.0,IL
"Illinois, Christian",15267,9044.0,6112.0,IL
"Illinois, Clark",8007,5082.0,2877.0,IL
"Illinois, Clay",6554,4416.0,2101.0,IL
"Illinois, Clinton",17131,10219.0,6797.0,IL
"Illinois, Coles",22780,13015.0,9566.0,IL
"Illinois, Cook",2049434,597405.0,1439724.0,IL
"Illinois, Crawford",9332,6083.0,3194.0,IL
"Illinois, Cumberland",5416,3497.0,1862.0,IL
"Illinois, De Witt",7798,4920.0,2836.0,IL
"Illinois, DeKalb",40768,21095.0,19263.0,IL
"Illinois, Douglas",8540,5702.0,2767.0,IL
"Illinois, DuPage",402446,218902.0,180097.0,IL
"Illinois, Edgar",8429,5258.0,3093.0,IL
"Illinois, Edwards",3364,2412.0,930.0,IL
"Illinois, Effingham",16278,11774.0,4388.0,IL
"Illinois, Fayette",9549,5880.0,3571.0,IL
"Illinois, Ford",6479,4511.0,1912.0,IL
"Illinois, Franklin",19352,10388.0,8816.0,IL
"Illinois, Fulton",17035,7818.0,9080.0,IL
"Illinois, Gallatin",3225,1619.0,1573.0,IL
"Illinois, Greene",6068,3559.0,2457.0,IL
"Illinois, Grundy",19831,11198.0,8463.0,IL
"Illinois, Hamilton",4514,2653.0,1814.0,IL
"Illinois, Hancock",9899,5837.0,3975.0,IL
"Illinois, Hardin",2437,1501.0,923.0,IL
"Illinois, Henderson",4153,1857.0,2269.0,IL
"Illinois, Henry",25241,13212.0,11877.0,IL
"Illinois, Iroquois",13835,9914.0,3832.0,IL
"Illinois, Jackson",25826,11190.0,14300.0,IL
"Illinois, Jasper",5336,3529.0,1781.0,IL
"Illinois, Jefferson",16948,10160.0,6713.0,IL
"Illinois, Jersey",10137,5435.0,4597.0,IL
"Illinois, Jo Daviess",11584,6174.0,5311.0,IL
"Illinois, Johnson",5865,3997.0,1813.0,IL
"Illinois, Kane",171715,94359.0,75922.0,IL
"Illinois, Kankakee",45036,24739.0,20003.0,IL
"Illinois, Kendall",32402,19774.0,12374.0,IL
"Illinois, Knox",24708,11111.0,13403.0,IL
"Illinois, LaSalle",50729,26101.0,24263.0,IL
"Illinois, Lake",275295,139081.0,134352.0,IL
"Illinois, Lawrence",6729,4162.0,2518.0,IL
"Illinois, Lee",15876,9307.0,6416.0,IL
"Illinois, Livingston",16039,10316.0,5632.0,IL
"Illinois, Logan",13467,9112.0,4273.0,IL
"Illinois, Macon",51746,28118.0,23341.0,IL
"Illinois, Macoupin",22785,11413.0,11193.0,IL
"Illinois, Madison",123678,59384.0,63399.0,IL
"Illinois, Marion",17224,9413.0,7694.0,IL
"Illinois, Marshall",6584,3734.0,2806.0,IL
"Illinois, Mason",7183,3907.0,3215.0,IL
"Illinois, Massac",7424,4578.0,2805.0,IL
"Illinois, McDonough",14929,7656.0,7119.0,IL
"Illinois, McHenry",127948,76412.0,50330.0,IL
"Illinois, McLean",71620,41276.0,29877.0,IL
"Illinois, Menard",6574,4408.0,2137.0,IL
"Illinois, Mercer",8974,4405.0,4512.0,IL
"Illinois, Monroe",16370,9468.0,6788.0,IL
"Illinois, Montgomery",12930,6851.0,5979.0,IL
"Illinois, Morgan",15180,9392.0,5650.0,IL
"Illinois, Moultrie",6466,4028.0,2388.0,IL
"Illinois, Ogle",24091,14918.0,9018.0,IL
"Illinois, Peoria",82771,41051.0,41121.0,IL
"Illinois, Perry",10425,5589.0,4770.0,IL
"Illinois, Piatt",8586,5392.0,3124.0,IL
"Illinois, Pike",7980,5032.0,2849.0,IL
"Illinois, Pope",2436,1500.0,918.0,IL
"Illinois, Pulaski",3108,1720.0,1372.0,IL
"Illinois, Putnam",3352,1623.0,1704.0,IL
"Illinois, Randolph",14956,8076.0,6771.0,IL
"Illinois, Richland",7749,5153.0,2529.0,IL
"Illinois, Rock Island",69972,29663.0,39880.0,IL
"Illinois, Saline",11814,7057.0,4697.0,IL
"Illinois, Sangamon",95375,55904.0,38630.0,IL
"Illinois, Schuyler",4031,2403.0,1594.0,IL
"Illinois, Scott",2636,1696.0,927.0,IL
"Illinois, Shelby",10577,6753.0,3744.0,IL
"Illinois, St. Clair",113189,50203.0,62410.0,IL
"Illinois, Stark",3061,1841.0,1189.0,IL
"Illinois, Stephenson",21320,12212.0,8913.0,IL
"Illinois, Tazewell",62338,36058.0,25814.0,IL
"Illinois, Union",9119,5333.0,3735.0,IL
"Illinois, Vermilion",33714,18731.0,14726.0,IL
"Illinois, Wabash",6006,4212.0,1752.0,IL
"Illinois, Warren",8457,4474.0,3938.0,IL
"Illinois, Washington",8104,5072.0,2986.0,IL
"Illinois, Wayne",8287,6102.0,2139.0,IL
"Illinois, White",8301,5180.0,3071.0,IL
"Illinois, Whiteside",26873,12959.0,13723.0,IL
"Illinois, Will",246409,129098.0,115625.0,IL
"Illinois, Williamson",29960,18086.0,11685.0,IL
"Illinois, Winnebago",121425,60782.0,59740.0,IL
"Illinois, Woodford",18802,12698.0,6005.0,IL
"Indiana, Adams",13340,9734.0,3512.0,IN
"Indiana, Allen",129609,82013.0,46710.0,IN
"Indiana, Bartholomew",28515,19093.0,9191.0,IN
"Indiana, Benton",3992,2797.0,1135.0,IN
"Indiana, Blackford",5380,3447.0,1903.0,IN
"Indiana, Boone",22898,17055.0,5636.0,IN
"Indiana, Brown",7330,4512.0,2730.0,IN
"Indiana, Carroll",8638,5868.0,2689.0,IN
"Indiana, Cass",13931,9480.0,4315.0,IN
"Indiana, Clark",42337,24495.0,17648.0,IN
"Indiana, Clay",10783,7361.0,3333.0,IN
"Indiana, Clinton",11877,8471.0,3335.0,IN
"Indiana, Crawford",4574,2609.0,1932.0,IN
"Indiana, Daviess",10599,7936.0,2573.0,IN
"Indiana, DeKalb",15403,10468.0,4810.0,IN
"Indiana, Dearborn",20969,14231.0,6596.0,IN
"Indiana, Decatur",10199,7499.0,2621.0,IN
"Indiana, Delaware",47939,27064.0,20436.0,IN
"Indiana, Dubois",17066,11726.0,5210.0,IN
"Indiana, Elkhart",61380,42967.0,17966.0,IN
"Indiana, Fayette",9468,5761.0,3626.0,IN
"Indiana, Floyd",33890,19877.0,13857.0,IN
"Indiana, Fountain",7804,5260.0,2477.0,IN
"Indiana, Franklin",9992,6977.0,2925.0,IN
"Indiana, Fulton",8703,6027.0,2607.0,IN
"Indiana, Gibson",14614,9133.0,5378.0,IN
"Indiana, Grant",27460,18769.0,8509.0,IN
"Indiana, Greene",13352,8609.0,4606.0,IN
"Indiana, Hamilton",104906,77887.0,26388.0,IN
"Indiana, Hancock",27867,20771.0,6912.0,IN
"Indiana, Harrison",17310,11015.0,6171.0,IN
"Indiana, Hendricks",52302,38430.0,13548.0,IN
"Indiana, Henry",20504,13137.0,7176.0,IN
"Indiana, Howard",37021,23714.0,12998.0,IN
"Indiana, Huntington",15627,11617.0,3877.0,IN
"Indiana, Jackson",16309,11083.0,5092.0,IN
"Indiana, Jasper",11844,8056.0,3678.0,IN
"Indiana, Jay",8232,5427.0,2740.0,IN
"Indiana, Jefferson",12971,7763.0,5117.0,IN
"Indiana, Jennings",10517,6864.0,3538.0,IN
"Indiana, Johnson",51255,37765.0,13109.0,IN
"Indiana, Knox",15746,9990.0,5649.0,IN
"Indiana, Kosciusko",28360,22136.0,5977.0,IN
"Indiana, LaGrange",9003,6430.0,2523.0,IN
"Indiana, LaPorte",42606,20916.0,21114.0,IN
"Indiana, Lake",188022,71903.0,114743.0,IN
"Indiana, Lawrence",17698,12207.0,5346.0,IN
"Indiana, Madison",54855,32526.0,21882.0,IN
"Indiana, Marion",320838,156072.0,162249.0,IN
"Indiana, Marshall",17814,12074.0,5593.0,IN
"Indiana, Martin",4996,3414.0,1522.0,IN
"Indiana, Miami",13628,9600.0,3886.0,IN
"Indiana, Monroe",50467,22834.0,26965.0,IN
"Indiana, Montgomery",14548,10901.0,3536.0,IN
"Indiana, Morgan",26029,19197.0,6650.0,IN
"Indiana, Newton",5848,3757.0,2032.0,IN
"Indiana, Noble",15679,10859.0,4703.0,IN
"Indiana, Ohio",2958,1796.0,1139.0,IN
"Indiana, Orange",8652,5683.0,2885.0,IN
"Indiana, Owen",7604,5000.0,2536.0,IN
"Indiana, Parke",6971,4550.0,2362.0,IN
"Indiana, Perry",8315,4137.0,4131.0,IN
"Indiana, Pike",6212,3745.0,2418.0,IN
"Indiana, Porter",64873,34794.0,29388.0,IN
"Indiana, Posey",11986,7833.0,4085.0,IN
"Indiana, Pulaski",5614,3797.0,1750.0,IN
"Indiana, Putnam",13136,8908.0,4103.0,IN
"Indiana, Randolph",11092,7172.0,3812.0,IN
"Indiana, Ripley",11834,8224.0,3510.0,IN
"Indiana, Rush",7421,5363.0,2000.0,IN
"Indiana, Scott",8677,4793.0,3822.0,IN
"Indiana, Shelby",16027,11397.0,4519.0,IN
"Indiana, Spencer",9924,5934.0,3920.0,IN
"Indiana, St. Joseph",108619,55254.0,52637.0,IN
"Indiana, Starke",8937,4846.0,3987.0,IN
"Indiana, Steuben",12905,8433.0,4345.0,IN
"Indiana, Sullivan",8394,4999.0,3341.0,IN
"Indiana, Switzerland",3671,2161.0,1479.0,IN
"Indiana, Tippecanoe",52360,30897.0,20818.0,IN
"Indiana, Tipton",7892,5628.0,2203.0,IN
"Indiana, Union",3344,2266.0,1045.0,IN
"Indiana, Vanderburgh",70654,41463.0,28767.0,IN
"Indiana, Vermillion",7017,3536.0,3424.0,IN
"Indiana, Vigo",39744,20988.0,18426.0,IN
"Indiana, Wabash",13602,9607.0,3920.0,IN
"Indiana, Warren",3960,2565.0,1356.0,IN
"Indiana, Warrick",26025,16930.0,8980.0,IN
"Indiana, Washington",10880,6915.0,3879.0,IN
"Indiana, Wayne",27657,16586.0,10775.0,IN
"Indiana, Wells",12354,9168.0,3112.0,IN
"Indiana, White",10366,6974.0,3277.0,IN
"Indiana, Whitley",13481,9512.0,3880.0,IN
"Iowa, Adair",4278,2402.0,1844.0,IA
"Iowa, Adams",2325,1317.0,977.0,IA
"Iowa, Allamakee",7062,3530.0,3449.0,IA
"Iowa, Appanoose",6450,3340.0,3063.0,IA
"Iowa, Audubon",3592,1958.0,1608.0,IA
"Iowa, Benton",13501,6658.0,6747.0,IA
"Iowa, Black Hawk",63907,28046.0,35392.0,IA
"Iowa, Boone",14009,6870.0,7027.0,IA
"Iowa, Bremer",12779,6665.0,6025.0,IA
"Iowa, Buchanan",10475,4797.0,5608.0,IA
"Iowa, Buena Vista",8490,4887.0,3520.0,IA
"Iowa, Butler",7475,4417.0,3001.0,IA
"Iowa, Calhoun",5542,3255.0,2243.0,IA
"Iowa, Carroll",10524,5762.0,4689.0,IA
"Iowa, Cass",7543,4796.0,2679.0,IA
"Iowa, Cedar",9694,4869.0,4747.0,IA
"Iowa, Cerro Gordo",24516,10960.0,13372.0,IA
"Iowa, Cherokee",6796,3758.0,2988.0,IA
"Iowa, Chickasaw",6806,3040.0,3708.0,IA
"Iowa, Clarke",4566,2200.0,2323.0,IA
"Iowa, Clay",8588,4898.0,3547.0,IA
"Iowa, Clayton",9168,4312.0,4736.0,IA
"Iowa, Clinton",24684,10666.0,13813.0,IA
"Iowa, Crawford",7242,3955.0,3220.0,IA
"Iowa, Dallas",26293,15183.0,10917.0,IA
"Iowa, Davis",3918,2148.0,1731.0,IA
"Iowa, Decatur",4011,2088.0,1859.0,IA
"Iowa, Delaware",9200,4908.0,4227.0,IA
"Iowa, Des Moines",20874,8221.0,12456.0,IA
"Iowa, Dickinson",9553,5337.0,4140.0,IA
"Iowa, Dubuque",47043,20100.0,26561.0,IA
"Iowa, Emmet",5156,2697.0,2405.0,IA
"Iowa, Fayette",10392,5128.0,5185.0,IA
"Iowa, Floyd",8167,3745.0,4349.0,IA
"Iowa, Franklin",5521,3128.0,2340.0,IA
"Iowa, Fremont",3911,2362.0,1510.0,IA
"Iowa, Greene",5113,2618.0,2459.0,IA
"Iowa, Grundy",6849,4429.0,2386.0,IA
"Iowa, Guthrie",5994,3325.0,2614.0,IA
"Iowa, Hamilton",8335,4367.0,3895.0,IA
"Iowa, Hancock",5905,3368.0,2484.0,IA
"Iowa, Hardin",8949,4875.0,4015.0,IA
"Iowa, Harrison",7680,4680.0,2906.0,IA
"Iowa, Henry",9457,5220.0,4127.0,IA
"Iowa, Howard",4697,2028.0,2614.0,IA
"Iowa, Humboldt",5350,3162.0,2146.0,IA
"Iowa, Ida",3774,2342.0,1415.0,IA
"Iowa, Iowa",8454,4544.0,3841.0,IA
"Iowa, Jackson",10011,4242.0,5656.0,IA
"Iowa, Jasper",20062,9462.0,10430.0,IA
"Iowa, Jefferson",8281,3648.0,4490.0,IA
"Iowa, Johnson",65373,22715.0,41847.0,IA
"Iowa, Jones",9978,4834.0,5054.0,IA
"Iowa, Keokuk",5480,3119.0,2294.0,IA
"Iowa, Kossuth",9258,5042.0,4132.0,IA
"Iowa, Lee",17858,7472.0,10152.0,IA
"Iowa, Linn",110740,49442.0,60442.0,IA
"Iowa, Louisa",4916,2572.0,2297.0,IA
"Iowa, Lucas",4571,2543.0,1987.0,IA
"Iowa, Lyon",6101,4751.0,1303.0,IA
"Iowa, Madison",8004,4538.0,3380.0,IA
"Iowa, Mahaska",10728,6858.0,3790.0,IA
"Iowa, Marion",16696,9990.0,6574.0,IA
"Iowa, Marshall",19164,9557.0,9443.0,IA
"Iowa, Mills",6940,4556.0,2308.0,IA
"Iowa, Mitchell",5480,2646.0,2785.0,IA
"Iowa, Monona",5018,2575.0,2397.0,IA
"Iowa, Monroe",3963,2067.0,1855.0,IA
"Iowa, Montgomery",5556,3601.0,1899.0,IA
"Iowa, Muscatine",18717,9020.0,9542.0,IA
"Iowa, O'Brien",7731,5328.0,2330.0,IA
"Iowa, Osceola",3266,2295.0,934.0,IA
"Iowa, Page",7513,5243.0,2211.0,IA
"Iowa, Palo Alto",5191,2674.0,2482.0,IA
"Iowa, Plymouth",12222,7810.0,4278.0,IA
"Iowa, Pocahontas",4313,2441.0,1822.0,IA
"Iowa, Polk",202618,95828.0,105218.0,IA
"Iowa, Pottawattamie",41820,24558.0,16906.0,IA
"Iowa, Poweshiek",10091,4965.0,5043.0,IA
"Iowa, Ringgold",2778,1466.0,1286.0,IA
"Iowa, Sac",5374,3128.0,2215.0,IA
"Iowa, Scott",82722,39958.0,42122.0,IA
"Iowa, Shelby",6670,4256.0,2355.0,IA
"Iowa, Sioux",16570,14229.0,2259.0,IA
"Iowa, Story",44652,20819.0,23296.0,IA
"Iowa, Tama",9001,4456.0,4487.0,IA
"Iowa, Taylor",3190,1908.0,1252.0,IA
"Iowa, Union",5978,3165.0,2747.0,IA
"Iowa, Van Buren",3836,2211.0,1568.0,IA
"Iowa, Wapello",16707,7403.0,9125.0,IA
"Iowa, Warren",23053,12160.0,10730.0,IA
"Iowa, Washington",10688,5977.0,4595.0,IA
"Iowa, Wayne",3133,1733.0,1379.0,IA
"Iowa, Webster",18631,8959.0,9561.0,IA
"Iowa, Winnebago",5952,3175.0,2707.0,IA
"Iowa, Winneshiek",10784,5324.0,5354.0,IA
"Iowa, Woodbury",44195,22451.0,21455.0,IA
"Iowa, Worth",4123,1795.0,2286.0,IA
"Iowa, Wright",6603,3631.0,2930.0,IA
"Kansas, Allen",5873,3867.0,1922.0,KS
"Kansas, Anderson",3863,2500.0,1295.0,KS
"Kansas, Atchison",7118,3880.0,3120.0,KS
"Kansas, Barber",2403,1782.0,588.0,KS
"Kansas, Barton",11706,8666.0,2874.0,KS
"Kansas, Bourbon",6686,4372.0,2216.0,KS
"Kansas, Brown",4418,3092.0,1268.0,KS
"Kansas, Butler",26280,18438.0,7495.0,KS
"Kansas, Chase",1501,1055.0,418.0,KS
"Kansas, Chautauqua",1960,1529.0,404.0,KS
"Kansas, Cherokee",9913,6083.0,3726.0,KS
"Kansas, Cheyenne",1692,1353.0,320.0,KS
"Kansas, Clark",1291,1014.0,257.0,KS
"Kansas, Clay",4010,3174.0,793.0,KS
"Kansas, Cloud",4503,3221.0,1210.0,KS
"Kansas, Coffey",4408,3259.0,1093.0,KS
"Kansas, Comanche",981,770.0,200.0,KS
"Kansas, Cowley",14447,9407.0,4818.0,KS
"Kansas, Crawford",16527,8626.0,7617.0,KS
"Kansas, Decatur",1740,1355.0,355.0,KS
"Kansas, Dickinson",8791,6295.0,2364.0,KS
"Kansas, Doniphan",3603,2491.0,1065.0,KS
"Kansas, Douglas",50111,20544.0,28634.0,KS
"Kansas, Edwards",1496,1084.0,386.0,KS
"Kansas, Elk",1515,1119.0,369.0,KS
"Kansas, Ellis",12187,7891.0,4033.0,KS
"Kansas, Ellsworth",3102,2259.0,801.0,KS
"Kansas, Finney",9933,7479.0,2351.0,KS
"Kansas, Ford",9016,6632.0,2286.0,KS
"Kansas, Franklin",11476,7391.0,3921.0,KS
"Kansas, Geary",7328,4703.0,2531.0,KS
"Kansas, Gove",1467,1196.0,247.0,KS
"Kansas, Graham",1440,1082.0,334.0,KS
"Kansas, Grant",2758,2169.0,561.0,KS
"Kansas, Gray",2245,1816.0,408.0,KS
"Kansas, Greeley",735,584.0,138.0,KS
"Kansas, Greenwood",3244,2282.0,911.0,KS
"Kansas, Hamilton",1130,888.0,229.0,KS
"Kansas, Harper",2930,2154.0,727.0,KS
"Kansas, Harvey",15110,9534.0,5331.0,KS
"Kansas, Haskell",1599,1356.0,227.0,KS
"Kansas, Hodgeman",1183,953.0,223.0,KS
"Kansas, Jackson",5888,3730.0,2064.0,KS
"Kansas, Jefferson",8793,5408.0,3253.0,KS
"Kansas, Jewell",1915,1495.0,385.0,KS
"Kansas, Johnson",258687,158103.0,97866.0,KS
"Kansas, Kearny",1455,1177.0,272.0,KS
"Kansas, Kingman",3764,2801.0,904.0,KS
"Kansas, Kiowa",1565,1275.0,256.0,KS
"Kansas, Labette",9139,5400.0,3615.0,KS
"Kansas, Lane",1014,823.0,181.0,KS
"Kansas, Leavenworth",27331,15949.0,11039.0,KS
"Kansas, Lincoln",1800,1368.0,391.0,KS
"Kansas, Linn",4741,3048.0,1631.0,KS
"Kansas, Logan",1523,1255.0,248.0,KS
"Kansas, Lyon",13440,7951.0,5234.0,KS
"Kansas, Marion",6159,4516.0,1536.0,KS
"Kansas, Marshall",5108,3261.0,1789.0,KS
"Kansas, McPherson",13367,9595.0,3589.0,KS
"Kansas, Meade",2121,1748.0,356.0,KS
"Kansas, Miami",14016,9013.0,4838.0,KS
"Kansas, Mitchell",3349,2609.0,693.0,KS
"Kansas, Montgomery",14116,9598.0,4338.0,KS
"Kansas, Morris",2936,1961.0,931.0,KS
"Kansas, Morton",1576,1287.0,276.0,KS
"Kansas, Nemaha",5463,4027.0,1355.0,KS
"Kansas, Neosho",7231,4705.0,2424.0,KS
"Kansas, Ness",1818,1407.0,382.0,KS
"Kansas, Norton",2599,2092.0,473.0,KS
"Kansas, Osage",7463,4800.0,2537.0,KS
"Kansas, Osborne",2075,1587.0,454.0,KS
"Kansas, Ottawa",2971,2333.0,595.0,KS
"Kansas, Pawnee",2988,2172.0,773.0,KS
"Kansas, Phillips",2847,2256.0,557.0,KS
"Kansas, Pottawatomie",8823,6326.0,2176.0,KS
"Kansas, Pratt",4384,3121.0,1200.0,KS
"Kansas, Rawlins",1720,1414.0,289.0,KS
"Kansas, Reno",27324,17748.0,9114.0,KS
"Kansas, Republic",2889,2238.0,607.0,KS
"Kansas, Rice",4376,3182.0,1130.0,KS
"Kansas, Riley",20911,12672.0,7908.0,KS
"Kansas, Rooks",2710,2121.0,534.0,KS
"Kansas, Rush",1789,1226.0,517.0,KS
"Kansas, Russell",3525,2671.0,810.0,KS
"Kansas, Saline",23041,15111.0,7524.0,KS
"Kansas, Scott",2299,1924.0,347.0,KS
"Kansas, Sedgwick",177679,110381.0,64839.0,KS
"Kansas, Seward",5439,4272.0,1122.0,KS
"Kansas, Shawnee",81577,44188.0,36264.0,KS
"Kansas, Sheridan",1406,1144.0,239.0,KS
"Kansas, Sherman",2762,2088.0,632.0,KS
"Kansas, Smith",2370,1803.0,540.0,KS
"Kansas, Stafford",2186,1649.0,506.0,KS
"Kansas, Stanton",966,796.0,165.0,KS
"Kansas, Stevens",2265,1936.0,310.0,KS
"Kansas, Sumner",10488,7092.0,3217.0,KS
"Kansas, Thomas",3870,3007.0,816.0,KS
"Kansas, Trego",1686,1225.0,434.0,KS
"Kansas, Wabaunsee",3604,2531.0,1001.0,KS
"Kansas, Wallace",876,742.0,112.0,KS
"Kansas, Washington",3190,2498.0,643.0,KS
"Kansas, Wichita",1062,869.0,183.0,KS
"Kansas, Wilson",4398,3263.0,1060.0,KS
"Kansas, Woodson",1763,1204.0,530.0,KS
"Kansas, Wyandotte",53401,17919.0,34923.0,KS
"Kentucky, Adair",7447,5628.0,1764.0,KY
"Kentucky, Allen",7163,5202.0,1923.0,KY
"Kentucky, Anderson",9591,6363.0,3141.0,KY
"Kentucky, Ballard",4177,2389.0,1759.0,KY
"Kentucky, Barren",16140,10822.0,5216.0,KY
"Kentucky, Bath",4919,2269.0,2608.0,KY
"Kentucky, Bell",11002,6722.0,4210.0,KY
"Kentucky, Boone",45082,32329.0,12391.0,KY
"Kentucky, Bourbon",8217,4953.0,3198.0,KY
"Kentucky, Boyd",21777,11501.0,10132.0,KY
"Kentucky, Boyle",12490,7764.0,4646.0,KY
"Kentucky, Bracken",3610,2363.0,1213.0,KY
"Kentucky, Breathitt",5944,2542.0,3327.0,KY
"Kentucky, Breckinridge",8520,5580.0,2884.0,KY
"Kentucky, Bullitt",28627,19433.0,9043.0,KY
"Kentucky, Butler",5578,4109.0,1436.0,KY
"Kentucky, Caldwell",6349,4066.0,2245.0,KY
"Kentucky, Calloway",15145,9293.0,5728.0,KY
"Kentucky, Campbell",40175,25540.0,14253.0,KY
"Kentucky, Carlisle",2845,1734.0,1102.0,KY
"Kentucky, Carroll",3897,2175.0,1688.0,KY
"Kentucky, Carter",11117,5422.0,5577.0,KY
"Kentucky, Casey",6321,5109.0,1174.0,KY
"Kentucky, Christian",21015,13935.0,6970.0,KY
"Kentucky, Clark",15317,9540.0,5661.0,KY
"Kentucky, Clay",7687,5726.0,1901.0,KY
"Kentucky, Clinton",4352,3369.0,952.0,KY
"Kentucky, Crittenden",4190,2726.0,1438.0,KY
"Kentucky, Cumberland",3239,2356.0,848.0,KY
"Kentucky, Daviess",41483,25372.0,15788.0,KY
"Kentucky, Edmonson",5481,3595.0,1856.0,KY
"Kentucky, Elliott",2957,871.0,2064.0,KY
"Kentucky, Estill",5575,3633.0,1907.0,KY
"Kentucky, Fayette",125576,66406.0,57994.0,KY
"Kentucky, Fleming",6203,3749.0,2406.0,KY
"Kentucky, Floyd",17885,6612.0,11132.0,KY
"Kentucky, Franklin",24133,12281.0,11620.0,KY
"Kentucky, Fulton",2890,1527.0,1340.0,KY
"Kentucky, Gallatin",3073,1869.0,1188.0,KY
"Kentucky, Garrard",6658,4784.0,1841.0,KY
"Kentucky, Grant",8824,5951.0,2818.0,KY
"Kentucky, Graves",16229,9903.0,6206.0,KY
"Kentucky, Grayson",10143,7170.0,2905.0,KY
"Kentucky, Green",5206,3866.0,1312.0,KY
"Kentucky, Greenup",16435,8696.0,7630.0,KY
"Kentucky, Hancock",4029,2286.0,1709.0,KY
"Kentucky, Hardin",36441,24627.0,11507.0,KY
"Kentucky, Harlan",11070,6659.0,4332.0,KY
"Kentucky, Harrison",7731,4855.0,2807.0,KY
"Kentucky, Hart",6784,4269.0,2470.0,KY
"Kentucky, Henderson",18701,10467.0,8101.0,KY
"Kentucky, Henry",6499,4094.0,2366.0,KY
"Kentucky, Hickman",2342,1395.0,926.0,KY
"Kentucky, Hopkins",18843,12314.0,6420.0,KY
"Kentucky, Jackson",5178,4369.0,769.0,KY
"Kentucky, Jefferson",337350,164566.0,170158.0,KY
"Kentucky, Jessamine",18580,12972.0,5476.0,KY
"Kentucky, Johnson",9304,5940.0,3288.0,KY
"Kentucky, Kenton",67123,43664.0,22834.0,KY
"Kentucky, Knott",7394,2648.0,4685.0,KY
"Kentucky, Knox",12028,8108.0,3822.0,KY
"Kentucky, Larue",5968,4111.0,1823.0,KY
"Kentucky, Laurel",22264,16819.0,5297.0,KY
"Kentucky, Lawrence",6513,3755.0,2705.0,KY
"Kentucky, Lee",2920,2018.0,878.0,KY
"Kentucky, Leslie",4964,3661.0,1266.0,KY
"Kentucky, Letcher",9065,4801.0,4192.0,KY
"Kentucky, Lewis",5484,3778.0,1667.0,KY
"Kentucky, Lincoln",8863,5996.0,2796.0,KY
"Kentucky, Livingston",4706,2675.0,2007.0,KY
"Kentucky, Logan",10644,6815.0,3768.0,KY
"Kentucky, Lyon",3925,2132.0,1769.0,KY
"Kentucky, Madison",30707,18922.0,11525.0,KY
"Kentucky, Magoffin",5718,2836.0,2843.0,KY
"Kentucky, Marion",7354,3905.0,3399.0,KY
"Kentucky, Marshall",15521,9049.0,6383.0,KY
"Kentucky, Martin",4539,2996.0,1504.0,KY
"Kentucky, Mason",7079,4381.0,2644.0,KY
