Location,Total_Votes_2004,2004_republican_votes,2004_democrat_votes,State_Code
"Alabama, St. Clair",29161,23500.0,5456.0,AL
"Alabama, Sumter",6433,1880.0,4527.0,AL
"Alabama, Talladega",29898,18331.0,11374.0,AL
"Alabama, Tallapoosa",17952,12392.0,5451.0,AL
"Alabama, Tuscaloosa",69830,42877.0,26447.0,AL
"Alabama, Walker",28367,19167.0,9016.0,AL
"Alabama, Washington",8247,5060.0,3145.0,AL
"Alabama, Wilcox",5682,1834.0,3838.0,AL
"Alabama, Winston",10423,8130.0,2236.0,AL
"Arizona, Apache",24198,8384.0,15658.0,AZ
"Arizona, Cochise",44483,26556.0,17514.0,AZ
"Arizona, Coconino",52267,22526.0,29243.0,AZ
"Arizona, Gila",20843,12343.0,8314.0,AZ
"Arizona, Graham",10720,7467.0,3185.0,AZ
"Arizona, Greenlee",3067,1899.0,1146.0,AZ
"Arizona, La Paz",5055,3158.0,1849.0,AZ
"Arizona, Maricopa",1192751,679455.0,504849.0,AZ
"Arizona, Mohave",57807,36794.0,20503.0,AZ
"Arizona, Navajo",32343,17277.0,14815.0,AZ
"Arizona, Pima",366907,171109.0,193128.0,AZ
"Arizona, Pinal",64622,37006.0,27252.0,AZ
"Arizona, Santa Cruz",11668,4668.0,6909.0,AZ
"Arizona, Yavapai",87389,53468.0,33127.0,AZ
"Arizona, Yuma",38465,22184.0,16032.0,AZ
"Arkansas, Arkansas",6946,3789.0,3110.0,AR
"Arkansas, Ashley",8512,4567.0,3881.0,AR
"Arkansas, Baxter",18530,11128.0,7129.0,AR
"Arkansas, Benton",68121,46571.0,20756.0,AR
"Arkansas, Boone",14777,9793.0,4640.0,AR
"Arkansas, Bradley",4249,2011.0,2206.0,AR
"Arkansas, Calhoun",2303,1341.0,942.0,AR
"Arkansas, Carroll",10481,6184.0,4161.0,AR
"Arkansas, Chicot",4757,1725.0,2993.0,AR
"Arkansas, Clark",9189,4127.0,4985.0,AR
"Arkansas, Clay",6096,2759.0,3264.0,AR
"Arkansas, Cleburne",11835,7001.0,4702.0,AR
"Arkansas, Cleveland",3496,2009.0,1450.0,AR
"Arkansas, Columbia",9909,5729.0,4108.0,AR
"Arkansas, Conway",8649,4293.0,4259.0,AR
"Arkansas, Craighead",29801,15818.0,13665.0,AR
"Arkansas, Crawford",20401,13391.0,6764.0,AR
"Arkansas, Crittenden",15300,6930.0,8277.0,AR
"Arkansas, Cross",7074,3864.0,3135.0,AR
"Arkansas, Dallas",3383,1699.0,1667.0,AR
"Arkansas, Desha",4647,1729.0,2851.0,AR
"Arkansas, Drew",6249,3262.0,2952.0,AR
"Arkansas, Faulkner",36686,21514.0,14538.0,AR
"Arkansas, Franklin",7289,4181.0,3008.0,AR
"Arkansas, Fulton",4955,2522.0,2370.0,AR
"Arkansas, Garland",40154,21734.0,18040.0,AR
"Arkansas, Grant",6770,4205.0,2524.0,AR
"Arkansas, Greene",13947,7232.0,6561.0,AR
"Arkansas, Hempstead",7452,3580.0,3817.0,AR
"Arkansas, Hot Spring",12068,5962.0,5903.0,AR
"Arkansas, Howard",4943,2736.0,2166.0,AR
"Arkansas, Independence",13011,7430.0,5443.0,AR
"Arkansas, Izard",5493,2833.0,2586.0,AR
"Arkansas, Jackson",6219,2624.0,3515.0,AR
"Arkansas, Jefferson",30493,10218.0,19675.0,AR
"Arkansas, Johnson",8044,4311.0,3622.0,AR
"Arkansas, Lafayette",3191,1604.0,1567.0,AR
"Arkansas, Lawrence",6615,2951.0,3544.0,AR
"Arkansas, Lee",4080,1492.0,2548.0,AR
"Arkansas, Lincoln",4109,1921.0,2149.0,AR
"Arkansas, Little River",5294,2575.0,2677.0,AR
"Arkansas, Logan",8551,5076.0,3361.0,AR
"Arkansas, Lonoke",22030,14398.0,7454.0,AR
"Arkansas, Madison",6384,3873.0,2421.0,AR
"Arkansas, Marion",6867,4127.0,2602.0,AR
"Arkansas, Miller",14678,8448.0,6139.0,AR
"Arkansas, Mississippi",14153,6121.0,7593.0,AR
"Arkansas, Monroe",3667,1586.0,2049.0,AR
"Arkansas, Montgomery",3958,2367.0,1524.0,AR
"Arkansas, Nevada",3477,1752.0,1694.0,AR
"Arkansas, Newton",4378,2779.0,1506.0,AR
"Arkansas, Ouachita",10650,5345.0,5188.0,AR
"Arkansas, Perry",4431,2435.0,1921.0,AR
"Arkansas, Phillips",8868,3161.0,5642.0,AR
"Arkansas, Pike",3367,2013.0,1310.0,AR
"Arkansas, Poinsett",7723,3555.0,4069.0,AR
"Arkansas, Polk",7799,5192.0,2473.0,AR
"Arkansas, Pope",20902,13614.0,7100.0,AR
"Arkansas, Prairie",3624,2030.0,1562.0,AR
"Arkansas, Pulaski",151758,67617.0,82755.0,AR
"Arkansas, Randolph",6667,3158.0,3412.0,AR
"Arkansas, Saline",39376,24864.0,14153.0,AR
"Arkansas, Scott",4038,2514.0,1473.0,AR
"Arkansas, Searcy",3992,2565.0,1370.0,AR
"Arkansas, Sebastian",44211,27303.0,16479.0,AR
"Arkansas, Sevier",4601,2516.0,2035.0,AR
"Arkansas, Sharp",7470,4097.0,3265.0,AR
"Arkansas, St. Francis",9588,3815.0,5684.0,AR
"Arkansas, Stone",5549,3188.0,2255.0,AR
"Arkansas, Union",17832,10502.0,7071.0,AR
"Arkansas, Van Buren",7374,3988.0,3310.0,AR
"Arkansas, Washington",64103,35726.0,27597.0,AR
"Arkansas, White",26425,17001.0,9129.0,AR
"Arkansas, Woodruff",3026,1021.0,1972.0,AR
"Arkansas, Yell",6659,3678.0,2913.0,AR
"California, Alameda",560742,130911.0,422585.0,CA
"California, Alpine",699,311.0,373.0,CA
"California, Amador",16879,10479.0,6211.0,CA
"California, Butte",95735,51662.0,42448.0,CA
"California, Calaveras",22306,13601.0,8286.0,CA
"California, Colusa",6166,4142.0,1947.0,CA
"California, Contra Costa",412139,150608.0,257254.0,CA
"California, Del Norte",9421,5356.0,3892.0,CA
"California, El Dorado",86278,52878.0,32242.0,CA
"California, Fresno",247160,141988.0,103154.0,CA
"California, Glenn",9435,6308.0,2995.0,CA
"California, Humboldt",65510,25714.0,37988.0,CA
"California, Imperial",25902,11628.0,13955.0,CA
"California, Inyo",7718,4559.0,3021.0,CA
"California, Kern",210858,140417.0,68603.0,CA
"California, Kings",32093,21003.0,10833.0,CA
"California, Lake",18166,8185.0,9679.0,CA
"California, Lassen",11437,8126.0,3158.0,CA
"California, Los Angeles",3021647,1076225.0,1907736.0,CA
"California, Madera",38780,24871.0,13481.0,CA
"California, Marin",134919,34378.0,99070.0,CA
"California, Mariposa",8638,5215.0,3251.0,CA
"California, Mendocino",38179,12955.0,24385.0,CA
"California, Merced",57945,32773.0,24491.0,CA
"California, Modoc",4456,3235.0,1149.0,CA
"California, Mono",5330,2621.0,2628.0,CA
"California, Monterey",124544,47838.0,75241.0,CA
"California, Napa",56465,22059.0,33666.0,CA
"California, Nevada",53739,28790.0,24220.0,CA
"California, Orange",1073296,641832.0,419239.0,CA
"California, Placer",152945,95969.0,55573.0,CA
"California, Plumas",11178,6905.0,4129.0,CA
"California, Riverside",556882,322473.0,228806.0,CA
"California, Sacramento",476765,235539.0,236657.0,CA
"California, San Benito",18725,8698.0,9851.0,CA
"California, San Bernardino",522777,289306.0,227789.0,CA
"California, San Diego",1133584,596033.0,526437.0,CA
"California, San Francisco",355929,54355.0,296772.0,CA
"California, San Joaquin",189505,100978.0,87012.0,CA
"California, San Luis Obispo",128647,67995.0,58742.0,CA
"California, San Mateo",284077,83315.0,197922.0,CA
"California, Santa Barbara",169125,76806.0,90314.0,CA
"California, Santa Clara",602614,209094.0,386100.0,CA
"California, Santa Cruz",121733,30354.0,89102.0,CA
"California, Shasta",77571,52249.0,24339.0,CA
"California, Sierra",1945,1249.0,646.0,CA
"California, Siskiyou",20863,12673.0,7880.0,CA
"California, Solano",148746,62301.0,85096.0,CA
"California, Sonoma",220077,68204.0,148261.0,CA
"California, Stanislaus",145514,85407.0,58829.0,CA
"California, Sutter",30145,20254.0,9602.0,CA
"California, Tehama",23405,15572.0,7504.0,CA
"California, Trinity",6479,3560.0,2782.0,CA
"California, Tulare",98739,65399.0,32494.0,CA
"California, Tuolumne",26188,15745.0,10104.0,CA
"California, Ventura",312909,160314.0,148859.0,CA
"California, Yolo",72009,28005.0,42885.0,CA
"California, Yuba",18020,12076.0,5687.0,CA
"Colorado, Adams",136672,65912.0,69122.0,CO
"Colorado, Alamosa",6269,3179.0,3017.0,CO
"Colorado, Arapahoe",232171,119475.0,110262.0,CO
"Colorado, Archuleta",5839,3601.0,2141.0,CO
"Colorado, Baca",2186,1680.0,483.0,CO
"Colorado, Bent",2155,1338.0,785.0,CO
"Colorado, Boulder",159257,51586.0,105564.0,CO
"Colorado, Broomfield",23235,12007.0,10935.0,CO
"Colorado, Chaffee",8769,4875.0,3766.0,CO
"Colorado, Cheyenne",1134,923.0,198.0,CO
"Colorado, Clear Creek",5613,2522.0,2989.0,CO
"Colorado, Conejos",3800,1864.0,1894.0,CO
"Colorado, Costilla",1759,566.0,1170.0,CO
"Colorado, Crowley",1493,1006.0,478.0,CO
"Colorado, Custer",2428,1657.0,739.0,CO
"Colorado, Delta",14159,9722.0,4224.0,CO
"Colorado, Denver",238672,69903.0,166135.0,CO
"Colorado, Dolores",1146,785.0,333.0,CO
"Colorado, Douglas",121200,80651.0,39661.0,CO
"Colorado, Eagle",18511,8533.0,9744.0,CO
"Colorado, El Paso",241786,161361.0,77648.0,CO
"Colorado, Elbert",11361,8389.0,2834.0,CO
"Colorado, Fremont",18523,12313.0,5933.0,CO
"Colorado, Garfield",20647,11123.0,9228.0,CO
"Colorado, Gilpin",3196,1329.0,1807.0,CO
"Colorado, Grand",7609,4260.0,3243.0,CO
"Colorado, Gunnison",8420,3479.0,4782.0,CO
"Colorado, Hinsdale",602,355.0,236.0,CO
"Colorado, Huerfano",3402,1700.0,1663.0,CO
"Colorado, Jackson",934,710.0,210.0,CO
"Colorado, Jefferson",271293,140644.0,126558.0,CO
"Colorado, Kiowa",892,712.0,172.0,CO
"Colorado, Kit Carson",3502,2721.0,729.0,CO
"Colorado, La Plata",25490,11704.0,13409.0,CO
"Colorado, Lake",2949,1261.0,1623.0,CO
"Colorado, Larimer",146435,75884.0,68266.0,CO
"Colorado, Las Animas",6587,3196.0,3300.0,CO
"Colorado, Lincoln",2337,1819.0,503.0,CO
"Colorado, Logan",8766,6168.0,2491.0,CO
"Colorado, Mesa",61885,41539.0,19564.0,CO
"Colorado, Mineral",619,383.0,227.0,CO
"Colorado, Moffat",5725,4247.0,1355.0,CO
"Colorado, Montezuma",11015,6988.0,3867.0,CO
"Colorado, Montrose",16219,11218.0,4776.0,CO
"Colorado, Morgan",9936,6787.0,3039.0,CO
"Colorado, Otero",8180,4947.0,3164.0,CO
"Colorado, Ouray",2719,1402.0,1278.0,CO
"Colorado, Park",8355,4781.0,3445.0,CO
"Colorado, Phillips",2325,1717.0,582.0,CO
"Colorado, Pitkin",9255,2784.0,6335.0,CO
"Colorado, Prowers",4745,3392.0,1308.0,CO
"Colorado, Pueblo",67182,31117.0,35369.0,CO
"Colorado, Rio Blanco",3003,2403.0,566.0,CO
"Colorado, Rio Grande",5523,3448.0,2006.0,CO
"Colorado, Routt",11761,5199.0,6392.0,CO
"Colorado, Saguache",2803,1163.0,1594.0,CO
"Colorado, San Juan",486,216.0,253.0,CO
"Colorado, San Miguel",4019,1079.0,2876.0,CO
"Colorado, Sedgwick",1360,971.0,374.0,CO
"Colorado, Summit",13735,5370.0,8144.0,CO
"Colorado, Teller",11840,8094.0,3556.0,CO
"Colorado, Washington",2530,2050.0,455.0,CO
"Colorado, Weld",88652,55591.0,31868.0,CO
"Colorado, Yuma",4559,3456.0,1064.0,CO
"Connecticut, Fairfield",400967,189605.0,205902.0,CT
"Connecticut, Hartford",391808,154919.0,229902.0,CT
"Connecticut, Litchfield",96668,50160.0,44647.0,CT
"Connecticut, Middlesex",83984,35252.0,47292.0,CT
"Connecticut, New Haven",366392,160390.0,199060.0,CT
"Connecticut, New London",118360,49931.0,66062.0,CT
"Connecticut, Tolland",71729,31245.0,39146.0,CT
"Connecticut, Windham",48861,22324.0,25477.0,CT
"Delaware, Kent",55977,31578.0,23872.0,DE
"Delaware, New Castle",241444,93070.0,146171.0,DE
"Delaware, Sussex",77749,47003.0,30098.0,DE
"District of Columbia, District of Columbia",227586,21256.0,202970.0,DC
"Florida, Alachua",111328,47762.0,62504.0,FL
"Florida, Baker",9955,7738.0,2180.0,FL
"Florida, Bay",75024,53404.0,21068.0,FL
"Florida, Bradford",10855,7557.0,3244.0,FL
"Florida, Brevard",265462,153068.0,110309.0,FL
"Florida, Broward",706872,244674.0,453873.0,FL
"Florida, Calhoun",5963,3782.0,2116.0,FL
"Florida, Charlotte",79786,44428.0,34256.0,FL
"Florida, Citrus",69467,39500.0,29277.0,FL
"Florida, Clay",81495,62078.0,18971.0,FL
"Florida, Collier",128683,83631.0,43892.0,FL
"Florida, Columbia",24991,16758.0,8031.0,FL
"Florida, Dixie",6442,4434.0,1960.0,FL
"Florida, Duval",381061,220190.0,158610.0,FL
"Florida, Escambia",143278,93566.0,48329.0,FL
"Florida, Flagler",38480,19633.0,18578.0,FL
"Florida, Franklin",5931,3472.0,2401.0,FL
"Florida, Gadsden",20984,6253.0,14629.0,FL
"Florida, Gilchrist",7015,4936.0,2017.0,FL
"Florida, Glades",4188,2443.0,1718.0,FL
"Florida, Gulf",7277,4805.0,2407.0,FL
"Florida, Hamilton",5079,2792.0,2260.0,FL
"Florida, Hardee",7249,5049.0,2149.0,FL
"Florida, Hendry",9775,5757.0,3960.0,FL
"Florida, Hernando",80547,42635.0,37187.0,FL
"Florida, Highlands",41496,25878.0,15347.0,FL
"Florida, Hillsborough",463222,245576.0,214132.0,FL
"Florida, Holmes",8300,6412.0,1810.0,FL
"Florida, Indian River",61414,36938.0,23956.0,FL
"Florida, Jackson",19807,12122.0,7555.0,FL
"Florida, Jefferson",7478,3298.0,4135.0,FL
"Florida, Lafayette",3325,2460.0,845.0,FL
"Florida, Lake",123950,74389.0,48221.0,FL
"Florida, Lee",240667,144176.0,93860.0,FL
"Florida, Leon",136379,51615.0,83873.0,FL
"Florida, Levy",16652,10410.0,6074.0,FL
"Florida, Liberty",3021,1927.0,1070.0,FL
"Florida, Madison",8304,4191.0,4050.0,FL
"Florida, Manatee",143621,81318.0,61262.0,FL
"Florida, Marion",139677,81283.0,57271.0,FL
"Florida, Martin",72453,41362.0,30208.0,FL
"Florida, Miami-Dade",774726,361095.0,409732.0,FL
"Florida, Monroe",39535,19467.0,19654.0,FL
"Florida, Nassau",32743,23783.0,8573.0,FL
"Florida, Okaloosa",89756,69693.0,19368.0,FL
"Florida, Okeechobee",12190,6978.0,5153.0,FL
"Florida, Orange",388044,192539.0,193354.0,FL
"Florida, Osceola",82204,43117.0,38633.0,FL
"Florida, Palm Beach",544622,212688.0,328687.0,FL
"Florida, Pasco",190916,103230.0,84749.0,FL
"Florida, Pinellas",455357,225686.0,225460.0,FL
"Florida, Polk",210830,123559.0,86009.0,FL
"Florida, Putnam",30973,18311.0,12412.0,FL
"Florida, Santa Rosa",67307,52059.0,14659.0,FL
"Florida, Sarasota",195652,104692.0,88442.0,FL
"Florida, Seminole",186195,108172.0,76971.0,FL
"Florida, St. Johns",86290,59196.0,26399.0,FL
"Florida, St. Lucie",100063,47592.0,51835.0,FL
"Florida, Sumter",31842,19800.0,11584.0,FL
"Florida, Suwannee",15802,11153.0,4522.0,FL
"Florida, Taylor",8581,5467.0,3049.0,FL
"Florida, Union",4675,3396.0,1251.0,FL
"Florida, Volusia",228939,111924.0,115519.0,FL
"Florida, Wakulla",11763,6777.0,4896.0,FL
"Florida, Walton",23976,17555.0,6213.0,FL
"Florida, Washington",10366,7369.0,2912.0,FL
"Georgia, Appling",6369,4494.0,1848.0,GA
"Georgia, Atkinson",2470,1666.0,799.0,GA
"Georgia, Bacon",3790,2853.0,930.0,GA
"Georgia, Baker",1764,821.0,936.0,GA
"Georgia, Baldwin",14547,7709.0,6775.0,GA
"Georgia, Banks",5590,4410.0,1149.0,GA
"Georgia, Barrow",17727,13520.0,4095.0,GA
"Georgia, Bartow",30232,22311.0,7741.0,GA
"Georgia, Ben Hill",5536,3331.0,2180.0,GA
"Georgia, Berrien",5592,3917.0,1638.0,GA
"Georgia, Bibb",57687,28107.0,29322.0,GA
"Georgia, Bleckley",4467,3167.0,1281.0,GA
"Georgia, Brantley",5618,4333.0,1258.0,GA
"Georgia, Brooks",5113,2912.0,2193.0,GA
"Georgia, Bryan",9983,7363.0,2590.0,GA
"Georgia, Bulloch",19171,12252.0,6840.0,GA
"Georgia, Burke",8479,4232.0,4213.0,GA
"Georgia, Butts",7734,5119.0,2572.0,GA
"Georgia, Calhoun",2019,890.0,1119.0,GA
"Georgia, Camden",14175,9488.0,4637.0,GA
"Georgia, Candler",3151,2048.0,1096.0,GA
"Georgia, Carroll",35278,24837.0,10224.0,GA
"Georgia, Catoosa",22304,16406.0,5807.0,GA
"Georgia, Charlton",3387,2311.0,1064.0,GA
"Georgia, Chatham",91515,45484.0,45630.0,GA
"Georgia, Chattahoochee",1688,905.0,773.0,GA
"Georgia, Chattooga",7847,4992.0,2809.0,GA
"Georgia, Cherokee",73587,58238.0,14824.0,GA
"Georgia, Clarke",37235,15052.0,21718.0,GA
"Georgia, Clay",1309,509.0,798.0,GA
"Georgia, Clayton",79546,23106.0,56113.0,GA
"Georgia, Clinch",2265,1501.0,750.0,GA
"Georgia, Cobb",279473,173467.0,103955.0,GA
"Georgia, Coffee",12327,8306.0,3979.0,GA
"Georgia, Colquitt",11730,8296.0,3378.0,GA
"Georgia, Columbia",47144,35549.0,11442.0,GA
"Georgia, Cook",4816,3065.0,1733.0,GA
"Georgia, Coweta",42545,31682.0,10647.0,GA
"Georgia, Crawford",4402,2830.0,1552.0,GA
"Georgia, Crisp",6250,3865.0,2357.0,GA
"Georgia, Dade",6230,4368.0,1823.0,GA
"Georgia, Dawson",8113,6649.0,1407.0,GA
"Georgia, DeKalb",276139,73570.0,200787.0,GA
"Georgia, Decatur",8951,5348.0,3577.0,GA
"Georgia, Dodge",6995,4584.0,2384.0,GA
"Georgia, Dooly",3844,1853.0,1973.0,GA
"Georgia, Dougherty",33647,13711.0,19805.0,GA
"Georgia, Douglas",42065,25846.0,15997.0,GA
"Georgia, Early",4213,2495.0,1701.0,GA
"Georgia, Echols",991,757.0,231.0,GA
"Georgia, Effingham",16167,12503.0,3613.0,GA
"Georgia, Elbert",7656,4626.0,2984.0,GA
"Georgia, Emanuel",7468,4666.0,2774.0,GA
"Georgia, Evans",3514,2291.0,1213.0,GA
"Georgia, Fannin",9650,6862.0,2727.0,GA
"Georgia, Fayette",52528,37346.0,14887.0,GA
"Georgia, Floyd",31625,21400.0,10038.0,GA
"Georgia, Forsyth",56826,47267.0,9201.0,GA
"Georgia, Franklin",7502,5218.0,2245.0,GA
"Georgia, Fulton",336024,134372.0,199436.0,GA
"Georgia, Gilmer",9998,7414.0,2510.0,GA
"Georgia, Glascock",1269,1016.0,250.0,GA
"Georgia, Glynn",27692,18608.0,8962.0,GA
"Georgia, Gordon",15775,11671.0,4028.0,GA
"Georgia, Grady",8191,5068.0,3092.0,GA
"Georgia, Greene",6872,4069.0,2774.0,GA
"Georgia, Gwinnett",243917,160445.0,81708.0,GA
"Georgia, Habersham",13245,10434.0,2750.0,GA
"Georgia, Hall",49696,38883.0,10514.0,GA
"Georgia, Hancock",3550,822.0,2715.0,GA
"Georgia, Haralson",10193,7703.0,2434.0,GA
"Georgia, Harris",12331,8878.0,3400.0,GA
"Georgia, Hart",9021,5500.0,3479.0,GA
"Georgia, Heard",3955,2788.0,1148.0,GA
"Georgia, Henry",64153,42759.0,21096.0,GA
"Georgia, Houston",45153,29862.0,15054.0,GA
"Georgia, Irwin",3414,2347.0,1051.0,GA
"Georgia, Jackson",16170,12611.0,3468.0,GA
"Georgia, Jasper",4740,3157.0,1558.0,GA
"Georgia, Jeff Davis",4844,3549.0,1277.0,GA
"Georgia, Jefferson",6535,3066.0,3447.0,GA
"Georgia, Jenkins",3403,1898.0,1494.0,GA
"Georgia, Johnson",3553,2279.0,1263.0,GA
"Georgia, Jones",10845,6939.0,3855.0,GA
"Georgia, Lamar",6494,4027.0,2432.0,GA
"Georgia, Lanier",2584,1641.0,931.0,GA
"Georgia, Laurens",17237,10883.0,6281.0,GA
"Georgia, Lee",10413,8201.0,2182.0,GA
"Georgia, Liberty",12800,6131.0,6619.0,GA
"Georgia, Lincoln",3657,2309.0,1337.0,GA
"Georgia, Long",3036,1994.0,1033.0,GA
"Georgia, Lowndes",31622,18981.0,12516.0,GA
"Georgia, Lumpkin",8855,6690.0,2091.0,GA
"Georgia, Macon",4777,1851.0,2906.0,GA
"Georgia, Madison",9833,7254.0,2527.0,GA
"Georgia, Marion",2952,1670.0,1275.0,GA
"Georgia, McDuffie",7773,4846.0,2899.0,GA
"Georgia, McIntosh",5378,2837.0,2523.0,GA
"Georgia, Meriwether",8147,4402.0,3709.0,GA
"Georgia, Miller",2441,1694.0,736.0,GA
"Georgia, Mitchell",7267,3885.0,3360.0,GA
"Georgia, Monroe",9783,6522.0,3216.0,GA
"Georgia, Montgomery",3168,2150.0,1007.0,GA
"Georgia, Morgan",7242,4902.0,2304.0,GA
"Georgia, Murray",10689,7745.0,2899.0,GA
"Georgia, Muscogee",63948,30850.0,32867.0,GA
"Georgia, Newton",29166,18095.0,10939.0,GA
"Georgia, Oconee",14170,10276.0,3789.0,GA
"Georgia, Oglethorpe",5628,3688.0,1899.0,GA
"Georgia, Paulding",40467,30843.0,9420.0,GA
"Georgia, Peach",8545,4554.0,3961.0,GA
"Georgia, Pickens",10627,8115.0,2444.0,GA
"Georgia, Pierce",5923,4680.0,1234.0,GA
"Georgia, Pike",6741,5193.0,1506.0,GA
"Georgia, Polk",12395,8467.0,3868.0,GA
"Georgia, Pulaski",3511,2202.0,1294.0,GA
"Georgia, Putnam",8107,5188.0,2880.0,GA
"Georgia, Quitman",965,409.0,543.0,GA
"Georgia, Rabun",6625,4650.0,1918.0,GA
"Georgia, Randolph",3047,1418.0,1612.0,GA
"Georgia, Richmond",69282,29764.0,39262.0,GA
"Georgia, Rockdale",31156,18856.0,12136.0,GA
"Georgia, Schley",1530,1063.0,464.0,GA
"Georgia, Screven",5923,3360.0,2534.0,GA
"Georgia, Seminole",3274,1977.0,1278.0,GA
"Georgia, Spalding",21007,13461.0,7460.0,GA
"Georgia, Stephens",9660,6904.0,2714.0,GA
"Georgia, Stewart",2031,797.0,1220.0,GA
"Georgia, Sumter",11287,5688.0,5562.0,GA
"Georgia, Talbot",2943,1103.0,1830.0,GA
"Georgia, Taliaferro",951,335.0,612.0,GA
"Georgia, Tattnall",6463,4657.0,1787.0,GA
"Georgia, Taylor",3381,1912.0,1458.0,GA
"Georgia, Telfair",3775,2171.0,1590.0,GA
"Georgia, Terrell",3824,1859.0,1951.0,GA
"Georgia, Thomas",15705,9659.0,5997.0,GA
"Georgia, Tift",12520,8619.0,3864.0,GA
"Georgia, Toombs",8813,6196.0,2567.0,GA
"Georgia, Towns",5277,3823.0,1430.0,GA
"Georgia, Treutlen",2756,1691.0,1052.0,GA
"Georgia, Troup",21912,14183.0,7630.0,GA
"Georgia, Turner",2960,1815.0,1135.0,GA
"Georgia, Twiggs",4365,2112.0,2220.0,GA
"Georgia, Union",9225,6847.0,2327.0,GA
"Georgia, Upson",10086,6634.0,3424.0,GA
"Georgia, Walker",21453,15340.0,5986.0,GA
"Georgia, Walton",27624,21594.0,5887.0,GA
"Georgia, Ware",11281,7790.0,3449.0,GA
"Georgia, Warren",2489,1121.0,1360.0,GA
"Georgia, Washington",7847,4081.0,3733.0,GA
"Georgia, Wayne",9542,6819.0,2683.0,GA
"Georgia, Webster",1004,485.0,515.0,GA
"Georgia, Wheeler",2049,1192.0,847.0,GA
"Georgia, White",9483,7403.0,2016.0,GA
"Georgia, Whitfield",26356,19297.0,6933.0,GA
"Georgia, Wilcox",2613,1705.0,902.0,GA
"Georgia, Wilkes",4543,2490.0,2028.0,GA
"Georgia, Wilkinson",4514,2261.0,2235.0,GA
"Georgia, Worth",7348,5105.0,2219.0,GA
"Hawaii, Hawaii",57702,22032.0,35116.0,HI
"Hawaii, Honolulu",298547,144157.0,152500.0,HI
"Hawaii, Kauai",24876,9740.0,14916.0,HI
"Hawaii, Maui",47430,18187.0,28803.0,HI
"Idaho, Ada",155002,94641.0,58523.0,ID
