State,County,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Florida,Escambia,294725,297776,297568,296603,298225,298339,300395,297393,296854,297015
Florida,Flagler,50579,53944,57905,62947,69387,77008,84339,90516,93546,94700
Florida,Franklin,9839,9910,9972,10025,10090,10198,11308,11491,11484,11515
Florida,Gadsden,44950,45153,44762,44952,45129,45258,45258,45867,46319,46264
Florida,Gilchrist,14443,14283,14502,15011,15271,15801,16223,16610,16797,16829
Florida,Glades,10579,10948,11284,11514,11901,12284,12297,12357,12752,12839
Florida,Gulf,14566,14868,14897,15266,15455,15781,15856,15908,15851,15933
Florida,Hamilton,13330,13733,13795,14010,14101,14017,14430,14589,14785,14930
Florida,Hardee,26769,26378,26787,26765,26847,26874,27049,27489,27603,27661
Florida,Hendry,36255,36029,36035,36138,36903,38201,38776,39006,39177,39010
Florida,Hernando,131390,134127,137818,142686,149593,157156,164398,169891,172437,171950
Florida,Highlands,87417,88510,89939,90943,93079,95614,97788,99023,99568,98956
Florida,Hillsborough,1003435,1028385,1054860,1077462,1108225,1143154,1171826,1184686,1196773,1214050
Florida,Holmes,18553,18757,18880,19254,19319,19523,19824,19991,20141,20147
Florida,Indian River,113323,115456,118144,120450,125001,127955,131463,134564,136277,137016
Florida,Jackson,46701,46242,46139,46274,46946,47930,48265,48368,50272,50064
Florida,Jefferson,12891,12871,13316,13602,14030,14210,14461,14383,14606,14704
Florida,Lafayette,7011,7153,7287,7356,7630,8131,8341,8398,8465,8435
Florida,Lake,212347,222297,231519,241489,254625,267587,281329,289909,293654,295511
Florida,Lee,444311,461037,478889,497662,522431,555029,582678,604716,610984,612297
Florida,Leon,240571,242583,245404,250673,254188,258083,263076,268519,271130,273263
Florida,Levy,34644,35118,35964,36530,37510,38355,39447,40204,40809,40880
Florida,Liberty,6989,7049,7231,7325,7449,7820,8011,8113,8323,8347
Florida,Madison,18734,18859,18707,18778,19075,19070,19299,19322,19347,19329
Florida,Manatee,265644,272281,279950,287000,296183,306845,313771,316410,318766,320711
Florida,Marion,260221,264553,271716,280091,291164,303558,316310,325634,330052,330880
Florida,Martin,127301,129856,132945,136598,139729,141912,141802,143542,144369,145506
Florida,Miami-Dade,2259508,2287458,2315747,2336070,2358684,2385872,2405911,2415576,2436062,2463943
Florida,Monroe,79470,79038,78755,78497,77616,75819,73793,72906,72730,72627
Florida,Nassau,57957,59300,60816,62069,63699,65568,67823,69969,71557,72671
Florida,Okaloosa,171200,172564,176257,177649,182506,184045,184071,182677,181752,181153
Florida,Okeechobee,35917,36298,36776,37224,38556,39247,39668,39840,39968,39899
Florida,Orange,903019,931775,955136,979227,1011681,1053341,1083429,1100663,1115525,1131351
Florida,Osceola,174146,181694,190844,202687,216541,228026,242081,253722,261746,265267
Florida,Palm Beach,1135787,1160474,1191340,1218100,1252223,1278380,1284489,1286586,1294938,1307371
Florida,Pasco,347038,357653,369665,383238,401648,421844,439529,453579,461313,462607
Florida,Pinellas,922150,923850,925102,926266,928305,929426,924182,918624,916458,915330
Florida,Polk,485515,492917,501469,513058,527685,547373,568324,585982,594801,598683
Florida,Putnam,70433,70585,71386,71853,72831,73792,74663,75107,74999,74546
Florida,St. Johns,124522,129805,135770,142165,151717,160266,168480,175318,181720,186281
Florida,St. Lucie,193518,198459,205796,214924,228548,241965,255251,266860,273151,274344
Florida,Santa Rosa,118360,121261,127438,131463,137241,141132,142983,146158,148538,149544
Florida,Sarasota,327165,333707,340590,347862,357751,367912,371361,375325,377178,377262
Florida,Seminole,367378,374593,382846,388141,395230,406840,413218,413571,416564,419788
Florida,Sumter,53738,55793,59539,61934,64456,69261,76202,82101,86433,90643
Florida,Suwannee,35071,35679,36186,36812,37597,38687,39533,40309,40774,41263
Florida,Taylor,19233,19379,19465,20011,20093,20515,20793,21805,22356,22482
Florida,Union,13450,13598,13662,13787,14470,14856,14873,15419,15718,15340
Florida,Volusia,444935,451103,458248,466074,476845,486297,494748,498935,497366,494688
Florida,Wakulla,22924,23779,24458,25062,25832,26706,27785,28588,29183,30459
Florida,Walton,40755,42391,43935,45578,47518,49392,51145,52355,53563,54534
Florida,Washington,21023,21316,21287,21537,21967,22216,22860,23469,24706,24693
Georgia,Appling,17396,17455,17502,17732,17740,17769,17725,17985,18133,18144
Georgia,Atkinson,7591,7641,7748,7990,7985,8096,8197,8346,8366,8386
Georgia,Bacon,10131,10133,10101,10253,10283,10552,10682,10968,10987,11134
Georgia,Baker,4025,4005,3923,4124,4024,3967,3877,3706,3728,3560
Georgia,Baldwin,44684,44764,45203,45433,45967,46304,46513,47336,47855,47087
Georgia,Banks,14544,15025,15485,15836,16250,16683,17076,17550,17953,18208
Georgia,Barrow,46520,48171,50409,52253,55032,57889,61395,64760,67362,68548
Georgia,Bartow,76806,79984,83106,85731,87834,90334,92983,95714,98415,99807
Georgia,Ben Hill,17483,17315,17178,17095,17106,17243,17525,17719,17675,17581
Georgia,Berrien,16268,16392,16671,17017,17399,17735,18051,18255,18863,19067
Georgia,Bibb,153857,153548,153929,153697,154159,154003,154510,154286,154384,155154
Georgia,Bleckley,11654,11781,11757,11807,12018,12127,12553,13016,12985,13034
Georgia,Brantley,14700,15093,15556,15911,16222,16535,16895,17198,17593,18129
Georgia,Brooks,16458,16307,16229,16051,16127,16124,16309,16333,16475,16375
Georgia,Bryan,23474,23867,24377,25069,26061,26557,27346,28302,29178,29987
Georgia,Bulloch,56146,56808,57361,59314,60832,63048,64304,65768,67092,68598
Georgia,Burke,22279,22582,22626,22692,22867,22939,22875,22972,23084,23117
Georgia,Butts,19621,20186,20993,21540,21706,22055,22669,23184,23794,23682
Georgia,Calhoun,6325,6271,6359,6286,6306,6256,6350,6269,6456,6670
Georgia,Camden,43824,44469,45299,44568,46096,46673,47086,48947,49713,50024
Georgia,Candler,9585,9442,9772,9937,10039,10158,10388,10586,10691,10880
Georgia,Carroll,87932,91132,94087,97396,99774,102526,105853,108947,110242,110433
Georgia,Catoosa,53549,54638,56024,57614,58866,59745,61095,62539,63271,63874
Georgia,Charlton,10312,10675,10910,11282,11378,11635,12089,12056,12604,12665
Georgia,Chatham,232492,234150,236510,237348,240818,242242,246896,251981,255269,262122
Georgia,Chattahoochee,15047,15780,18043,15289,15515,14096,11828,11965,11624,11955
Georgia,Chattooga,25419,25675,25688,25981,25537,25506,25640,26230,26146,25894
Georgia,Cherokee,143777,151189,158682,165585,173105,182128,193241,202544,208271,212232
Georgia,Clarke,102401,103890,104673,106287,109752,109536,112074,113995,115768,116843
Georgia,Clay,3353,3360,3314,3303,3233,3216,3232,3262,3233,3201
Georgia,Clayton,238079,245327,248954,252631,255322,256292,258552,260441,262099,260067
Georgia,Clinch,6831,6901,6870,6933,6893,6948,6828,6838,6941,6799
Georgia,Cobb,611505,623006,631018,634638,640346,646754,661913,670438,679822,684776
Georgia,Coffee,37592,38350,38791,39183,39383,39829,40702,41299,41813,42089
Georgia,Colquitt,42140,42223,42570,42554,42987,42993,43700,44209,44872,45152
Georgia,Columbia,90138,92537,95818,98761,102934,106477,110845,115074,117504,121050
Georgia,Cook,15855,15885,15985,16060,16268,16567,16622,16848,17067,17114
Georgia,Coweta,90117,93627,97191,100382,104089,108371,113749,118156,122281,125501
Georgia,Crawford,12408,12496,12553,12592,12784,12875,12943,12895,12967,12711
Georgia,Crisp,22018,22184,22284,22194,22320,22456,22718,23146,23243,23378
Georgia,Dade,15199,15520,15658,15901,16028,16188,16411,16648,16651,16657
Georgia,Dawson,16238,16875,17521,18406,18831,19611,20660,21509,21951,22325
Georgia,Decatur,28223,27870,27892,27795,27763,27511,27835,27883,28010,28058
Georgia,DeKalb,668271,670900,669789,668148,666204,668998,676687,680962,685646,690658
Georgia,Dodge,19168,19513,19771,20180,20319,20550,20954,21225,21399,21659
Georgia,Dooly,11519,12040,12207,12508,12848,13292,13719,13867,14191,14769
Georgia,Dougherty,95859,95944,95429,95015,94596,94610,94418,94522,94363,94688
Georgia,Douglas,92774,95720,98582,102034,107377,113354,119918,125560,129508,131292
Georgia,Early,12303,12207,12047,11978,11800,11749,11648,11429,11262,11101
Georgia,Echols,3782,3774,3751,3844,3926,3946,3913,3938,3954,4012
Georgia,Effingham,37755,39116,40757,42168,43674,45729,47823,49660,50738,51908
Georgia,Elbert,20464,20544,20610,20572,20693,20593,20631,20551,20477,20335
Georgia,Emanuel,21851,21683,21511,21616,21579,21777,22091,22109,22421,22456
Georgia,Evans,10531,10691,10885,11020,10889,10895,10889,10899,11020,11016
Georgia,Fannin,19954,20412,21041,21424,21873,22174,22758,23185,23416,23661
Georgia,Fayette,92073,94086,95707,97634,99443,101961,104099,104989,105192,105493
Georgia,Floyd,90837,91181,92597,93539,94014,94332,95165,95308,95922,96383
Georgia,Forsyth,100400,108491,115797,122698,129639,137643,147228,157129,166338,171993
Georgia,Franklin,20314,20703,20942,21193,21430,21725,21956,22195,22254,22152
Georgia,Fulton,816190,820213,815224,812568,809481,818737,845181,869329,888694,905511
Georgia,Gilmer,23634,24229,24920,25575,26175,26808,27665,27996,28211,28174
Georgia,Glascock,2574,2586,2618,2644,2720,2763,2893,2988,3010,3066
Georgia,Glynn,67696,68558,69408,70391,71475,72589,74870,76513,78013,78946
Georgia,Gordon,44401,45757,46939,48145,49426,50602,52161,53409,54567,54945
Georgia,Grady,23624,23635,23635,23716,23840,24031,24384,24624,24728,24893
Georgia,Greene,14389,14703,14984,15110,15330,15499,15587,15823,15869,15934
Georgia,Gwinnett,595584,620025,641986,663391,687468,710978,740267,764129,780721,796276
Georgia,Habersham,36095,36914,37421,38051,38491,39155,40616,41865,42550,42947
Georgia,Hall,140993,146148,150229,153561,156385,160979,166524,172446,177277,178503
Georgia,Hancock,10066,10022,9829,9764,9673,9634,9650,9889,9808,9508
Georgia,Haralson,25788,26232,26676,27227,27621,27987,28121,28558,28645,28774
Georgia,Harris,23912,24547,25327,26256,27180,28170,29289,30276,30807,31494
Georgia,Hart,23046,23049,23286,23402,23966,24376,24764,24894,25138,25108
Georgia,Heard,11038,11173,11207,11169,11273,11350,11553,11618,11809,11765
Georgia,Henry,121774,131000,140747,150928,159971,169607,180304,188736,194658,199622
Georgia,Houston,111294,113432,116411,119396,123723,126201,128978,132373,134922,137416
Georgia,Irwin,9905,9953,9775,9777,9402,9779,9852,9493,9803,9536
Georgia,Jackson,41845,43367,44940,46230,48288,50607,54037,57521,59420,60052
Georgia,Jasper,11496,11629,12027,12417,12588,12985,13370,13569,13769,13842
Georgia,Jeff Davis,12734,12877,13088,13234,13433,13729,14028,14204,14577,14892
Georgia,Jefferson,17229,17121,17091,17019,16988,16924,16889,16830,16925,17067
Georgia,Jenkins,8584,8577,8543,8518,8490,8510,8533,8442,8340,8339
Georgia,Johnson,8567,8768,9436,9456,9613,9516,9638,10107,10127,9990
Georgia,Jones,23762,24315,24909,25738,26537,27189,27563,28000,28552,28710
Georgia,Lamar,16024,16464,16289,16470,16567,16961,17115,17476,18025,18233
Georgia,Lanier,7283,7253,7422,7748,7824,8068,8509,9013,9560,9810
Georgia,Laurens,44931,45123,45634,46277,46329,46751,47287,47649,48192,48601
Georgia,Lee,24808,24945,25115,25260,25965,26505,27365,27792,28111,28326
Georgia,Liberty,61811,61388,62505,60403,63254,64718,63047,63708,62635,67061
Georgia,Lincoln,8335,8375,8375,8357,8284,8274,8198,8161,8156,8073
Georgia,Long,10370,10551,10894,10849,11355,11677,12152,12381,12744,13787
Georgia,Lowndes,92206,92402,93903,94207,96510,98273,100592,101752,104918,107583
Georgia,Lumpkin,21251,22152,23048,24162,24916,25884,27300,28228,29128,29723
Georgia,McDuffie,21269,21323,21141,21155,21256,21419,21564,21527,21790,21836
Georgia,McIntosh,10948,11401,11648,11878,12182,12408,12950,13623,13973,14268
Georgia,Macon,14025,14186,14245,14294,14304,14241,14364,14402,14496,14842
Georgia,Madison,25800,26046,26512,26857,26859,27123,27347,27649,27820,28008
Georgia,Marion,7189,7322,7400,7521,7637,7818,8089,8255,8357,8561
Georgia,Meriwether,22526,22524,22726,22615,22563,22587,22694,22506,22632,22446
Georgia,Miller,6351,6372,6336,6206,6135,6096,6104,6124,6158,6131
Georgia,Mitchell,23965,23872,23698,23594,23520,23363,23579,23974,23840,23592
Georgia,Monroe,21824,22092,22767,23499,23648,24080,24924,25726,25969,26233
Georgia,Montgomery,8234,8505,8532,8805,9040,8997,9165,9175,9100,9136
Georgia,Morgan,15531,15951,16244,16397,16604,16925,17316,17648,17958,17921
Georgia,Murray,36737,37683,38167,38998,39465,39723,40173,40138,39869,39888
Georgia,Muscogee,186478,186375,185139,180838,185057,186543,189464,184704,184763,188796
Georgia,Newton,62768,66823,71102,75610,80603,85647,90647,95699,98240,99494
Georgia,Oconee,25874,26135,26501,27334,27904,28616,29720,30755,31697,32386
Georgia,Oglethorpe,12688,12902,13152,13369,13591,13699,14030,14382,14663,14784
Georgia,Paulding,83026,88910,94561,100340,106350,113132,122635,131172,137066,140761
Georgia,Peach,23871,24063,24348,24595,24818,24756,25510,26467,27222,27474
Georgia,Pickens,23412,24334,25258,26209,26810,27277,28169,29095,29531,29542
Georgia,Pierce,15702,15811,15995,16278,16755,17179,17502,17933,18210,18564
Georgia,Pike,13571,13834,14445,14881,15474,15908,16590,17220,17619,17721
Georgia,Polk,38178,38612,39109,39246,39564,39860,40372,40789,41407,41386
Georgia,Pulaski,9655,9882,10168,10351,10646,10890,11183,11445,11638,11903
Georgia,Putnam,18834,19152,19366,19494,19810,20012,20368,20800,21075,21179
Georgia,Quitman,2596,2607,2547,2478,2457,2519,2545,2529,2547,2497
Georgia,Rabun,15070,15310,15458,15691,15757,15934,16090,16306,16359,16295
Georgia,Randolph,7773,7786,7747,7699,7726,7707,7786,7758,7645,7736
Georgia,Richmond,199547,199443,198670,196958,196883,195837,196449,196483,198423,198489
Georgia,Rockdale,70724,71875,73158,74860,76577,78086,79911,82146,83558,84625
Georgia,Schley,3791,3860,3920,3976,4070,4270,4374,4601,4835,4954
Georgia,Screven,15341,15057,15226,15040,15047,15065,14884,14865,14843,14905
Georgia,Seminole,9329,9251,9210,9033,9065,8905,8869,8800,8827,8760
Georgia,Spalding,58497,58927,59699,60222,60588,61091,61971,62682,63651,64135
Georgia,Stephens,25482,25594,25625,25432,25314,25332,25488,25620,26004,26069
Georgia,Stewart,5284,5358,5424,5472,5534,5595,5627,5691,5814,5968
Georgia,Sumter,33448,33447,33362,33178,32902,32622,32785,32987,33012,32724
Georgia,Talbot,6563,6675,6749,6696,6775,6906,6959,7026,6899,6873
Georgia,Taliaferro,2076,2031,2040,1923,1903,1858,1863,1851,1820,1774
Georgia,Tattnall,22322,22242,22276,22485,23034,23165,23417,23444,23801,25068
Georgia,Taylor,8821,8756,8837,8879,8918,8860,8798,8868,8945,8854
Georgia,Telfair,11893,12155,12347,13887,14685,15070,15401,15932,16230,16200
Georgia,Terrell,10935,10822,10607,10641,10453,10134,9969,9701,9648,9596
Georgia,Thomas,42829,42674,42555,42956,42762,43556,43901,44269,44627,44689
Georgia,Tift,38348,38133,38217,38215,38622,38789,39503,39720,39806,39748
Georgia,Toombs,26137,26040,26031,26009,26166,26539,26851,27185,27345,27079
Georgia,Towns,9348,9499,9532,9745,9872,9940,10281,10452,10485,10444
Georgia,Treutlen,6862,6895,6881,6924,6949,6679,6771,6773,6847,6906
Georgia,Troup,58923,59844,60224,60791,62001,63233,63897,64894,65860,66422
Georgia,Turner,9475,9512,9514,9407,9310,9245,9133,9111,9029,8900
Georgia,Twiggs,10556,10418,10503,10461,10266,9978,9715,9545,9442,9257
Georgia,Union,17398,17822,18349,19018,19378,19856,20460,20988,21285,21338
Georgia,Upson,27746,27788,27624,27648,27514,27440,27349,27423,27321,27360
Georgia,Walker,61268,62109,62841,63478,64228,65160,66343,67405,68103,68612
Georgia,Walton,61413,63847,66103,68161,70334,73696,77057,80440,82602,83353
Georgia,Ware,35421,35426,35203,35222,34991,35011,35624,36016,36065,35985
Georgia,Warren,6275,6356,6270,6229,6195,6153,6038,5981,5942,5914
Georgia,Washington,21188,21170,21000,21110,21088,20155,20805,21155,21202,21240
Georgia,Wayne,26596,26888,27308,27860,28227,28522,28929,29421,30042,30016
Georgia,Webster,2398,2369,2389,2488,2549,2576,2630,2735,2710,2772
Georgia,Wheeler,6174,6697,6584,6576,6500,6701,6954,6918,7018,7150
Georgia,White,20186,21124,22281,23178,24015,24690,25575,26173,26626,26949
Georgia,Whitfield,84222,86332,88041,89478,91842,94162,96408,98654,100546,101009
Georgia,Wilcox,8632,8868,8766,8837,8882,8789,8868,8889,9023,9156
Georgia,Wilkes,10694,10658,10695,10736,10613,10553,10586,10524,10630,10571
Georgia,Wilkinson,10193,10227,10126,10040,9968,9881,9793,9750,9691,9652
Georgia,Worth,21983,22019,21873,21874,21873,21670,21783,21646,21701,21799
Hawaii,Hawaii,149244,151690,154576,158442,162852,168237,173536,177733,181506,183629
Hawaii,Honolulu,876629,882755,890473,894311,907997,918181,926954,925335,933680,943177
Hawaii,Kalawao,145,138,133,127,117,114,109,105,99,93
Hawaii,Kauai,58568,59075,59981,60805,62095,62863,63465,64490,65603,66518
Hawaii,Maui,128933,132290,134450,137469,140508,143334,145667,148012,151325,153300
Idaho,Ada,303328,313896,321616,327393,334926,348755,363498,375368,382618,388577
Idaho,Adams,3477,3495,3559,3624,3693,3817,3788,3949,4021,4000
Idaho,Bannock,75728,76296,76487,76312,76834,77419,78491,79338,80609,81994
Idaho,Bear Lake,6424,6394,6219,6219,6170,6077,6071,6049,6027,6014
Idaho,Benewah,9186,8968,8917,8901,8907,9053,9260,9296,9385,9286
Idaho,Bingham,41753,42073,42101,42555,42702,43173,43396,43816,44414,45087
Idaho,Blaine,19115,19755,20189,20557,20811,20897,21082,21169,21477,21590
Idaho,Boise,6702,6733,6854,6977,7004,6981,7151,7229,7148,7051
Idaho,Bonner,36950,36980,37634,38382,38836,39576,40127,40738,40966,40809
Idaho,Bonneville,82968,83907,85060,86846,89514,91709,94756,97890,100811,103016
Idaho,Boundary,9913,9816,9834,9960,10163,10303,10530,10754,10831,10819
Idaho,Butte,2894,2853,2906,2842,2812,2825,2786,2838,2846,2835
Idaho,Camas,968,1000,1025,1029,1022,1069,1073,1103,1120,1133
Idaho,Canyon,133082,139179,145160,151395,157130,163947,172188,179645,184996,187357
Idaho,Caribou,7281,7326,7161,7105,7106,6963,6886,6873,6840,6922
Idaho,Cassia,21393,21557,21504,21466,21323,21372,21281,21568,22134,22476
Idaho,Clark,1024,965,948,892,923,925,947,948,981,961
Idaho,Clearwater,8930,8689,8579,8596,8610,8659,8776,8788,8764,8761
Idaho,Custer,4336,4223,4143,4116,4129,4084,4155,4200,4300,4363
Idaho,Elmore,28610,27613,27047,25972,26355,25919,25927,26595,26930,26769
Idaho,Franklin,11350,11463,11687,11718,11959,12079,12085,12277,12570,12757
Idaho,Fremont,11769,11891,12029,12370,12640,12610,12770,13005,13112,13173
Idaho,Gem,15215,15393,15488,15693,15925,16304,16632,16833,16941,16809
Idaho,Gooding,14196,14215,14342,14483,14562,14614,14749,14963,15216,15270
Idaho,Idaho,15470,15447,15495,15410,15555,15522,15638,15770,15896,16138
Idaho,Jefferson,19193,19322,19802,20249,20842,21674,22439,23475,24696,25770
