location,year,state,state_code,county,candidate,party,candidate_votes,total_votes,Location
"Arkansas, Howard",2016,Arkansas,AR,Howard,Hillary Clinton,democrat,1351.0,4674,"Arkansas, Howard"
"Arkansas, Howard",2016,Arkansas,AR,Howard,Donald Trump,republican,3157.0,4674,"Arkansas, Howard"
"Arkansas, Independence",2016,Arkansas,AR,Independence,Hillary Clinton,democrat,2881.0,13614,"Arkansas, Independence"
"Arkansas, Independence",2016,Arkansas,AR,Independence,Donald Trump,republican,9936.0,13614,"Arkansas, Independence"
"Arkansas, Izard",2016,Arkansas,AR,Izard,Hillary Clinton,democrat,1113.0,5448,"Arkansas, Izard"
"Arkansas, Izard",2016,Arkansas,AR,Izard,Donald Trump,republican,4042.0,5448,"Arkansas, Izard"
"Arkansas, Jackson",2016,Arkansas,AR,Jackson,Hillary Clinton,democrat,1583.0,5156,"Arkansas, Jackson"
"Arkansas, Jackson",2016,Arkansas,AR,Jackson,Donald Trump,republican,3267.0,5156,"Arkansas, Jackson"
"Arkansas, Jefferson",2016,Arkansas,AR,Jefferson,Hillary Clinton,democrat,15772.0,25894,"Arkansas, Jefferson"
"Arkansas, Jefferson",2016,Arkansas,AR,Jefferson,Donald Trump,republican,9250.0,25894,"Arkansas, Jefferson"
"Arkansas, Johnson",2016,Arkansas,AR,Johnson,Hillary Clinton,democrat,2427.0,9112,"Arkansas, Johnson"
"Arkansas, Johnson",2016,Arkansas,AR,Johnson,Donald Trump,republican,6091.0,9112,"Arkansas, Johnson"
"Arkansas, Lafayette",2016,Arkansas,AR,Lafayette,Hillary Clinton,democrat,1032.0,2860,"Arkansas, Lafayette"
"Arkansas, Lafayette",2016,Arkansas,AR,Lafayette,Donald Trump,republican,1758.0,2860,"Arkansas, Lafayette"
"Arkansas, Lawrence",2016,Arkansas,AR,Lawrence,Hillary Clinton,democrat,1263.0,5685,"Arkansas, Lawrence"
"Arkansas, Lawrence",2016,Arkansas,AR,Lawrence,Donald Trump,republican,4064.0,5685,"Arkansas, Lawrence"
"Arkansas, Lee",2016,Arkansas,AR,Lee,Hillary Clinton,democrat,1735.0,3026,"Arkansas, Lee"
"Arkansas, Lee",2016,Arkansas,AR,Lee,Donald Trump,republican,1229.0,3026,"Arkansas, Lee"
"Arkansas, Lincoln",2016,Arkansas,AR,Lincoln,Hillary Clinton,democrat,1252.0,3826,"Arkansas, Lincoln"
"Arkansas, Lincoln",2016,Arkansas,AR,Lincoln,Donald Trump,republican,2455.0,3826,"Arkansas, Lincoln"
"Arkansas, Little River",2016,Arkansas,AR,Little River,Hillary Clinton,democrat,1397.0,5227,"Arkansas, Little River"
"Arkansas, Little River",2016,Arkansas,AR,Little River,Donald Trump,republican,3605.0,5227,"Arkansas, Little River"
"Arkansas, Logan",2016,Arkansas,AR,Logan,Hillary Clinton,democrat,1715.0,7921,"Arkansas, Logan"
"Arkansas, Logan",2016,Arkansas,AR,Logan,Donald Trump,republican,5746.0,7921,"Arkansas, Logan"
"Arkansas, Lonoke",2016,Arkansas,AR,Lonoke,Hillary Clinton,democrat,5664.0,27100,"Arkansas, Lonoke"
"Arkansas, Lonoke",2016,Arkansas,AR,Lonoke,Donald Trump,republican,19958.0,27100,"Arkansas, Lonoke"
"Arkansas, Madison",2016,Arkansas,AR,Madison,Hillary Clinton,democrat,1588.0,6841,"Arkansas, Madison"
"Arkansas, Madison",2016,Arkansas,AR,Madison,Donald Trump,republican,4928.0,6841,"Arkansas, Madison"
"Arkansas, Marion",2016,Arkansas,AR,Marion,Hillary Clinton,democrat,1434.0,7107,"Arkansas, Marion"
"Arkansas, Marion",2016,Arkansas,AR,Marion,Donald Trump,republican,5336.0,7107,"Arkansas, Marion"
"Arkansas, Miller",2016,Arkansas,AR,Miller,Hillary Clinton,democrat,4273.0,16091,"Arkansas, Miller"
"Arkansas, Miller",2016,Arkansas,AR,Miller,Donald Trump,republican,11294.0,16091,"Arkansas, Miller"
"Arkansas, Mississippi",2016,Arkansas,AR,Mississippi,Hillary Clinton,democrat,5670.0,13204,"Arkansas, Mississippi"
"Arkansas, Mississippi",2016,Arkansas,AR,Mississippi,Donald Trump,republican,7061.0,13204,"Arkansas, Mississippi"
"Arkansas, Monroe",2016,Arkansas,AR,Monroe,Hillary Clinton,democrat,1312.0,2884,"Arkansas, Monroe"
"Arkansas, Monroe",2016,Arkansas,AR,Monroe,Donald Trump,republican,1489.0,2884,"Arkansas, Monroe"
"Arkansas, Montgomery",2016,Arkansas,AR,Montgomery,Hillary Clinton,democrat,748.0,3559,"Arkansas, Montgomery"
"Arkansas, Montgomery",2016,Arkansas,AR,Montgomery,Donald Trump,republican,2643.0,3559,"Arkansas, Montgomery"
"Arkansas, Nevada",2016,Arkansas,AR,Nevada,Hillary Clinton,democrat,1157.0,3246,"Arkansas, Nevada"
"Arkansas, Nevada",2016,Arkansas,AR,Nevada,Donald Trump,republican,2000.0,3246,"Arkansas, Nevada"
"Arkansas, Newton",2016,Arkansas,AR,Newton,Hillary Clinton,democrat,699.0,3753,"Arkansas, Newton"
"Arkansas, Newton",2016,Arkansas,AR,Newton,Donald Trump,republican,2875.0,3753,"Arkansas, Newton"
"Arkansas, Ouachita",2016,Arkansas,AR,Ouachita,Hillary Clinton,democrat,4321.0,9935,"Arkansas, Ouachita"
"Arkansas, Ouachita",2016,Arkansas,AR,Ouachita,Donald Trump,republican,5351.0,9935,"Arkansas, Ouachita"
"Arkansas, Perry",2016,Arkansas,AR,Perry,Hillary Clinton,democrat,1049.0,4306,"Arkansas, Perry"
"Arkansas, Perry",2016,Arkansas,AR,Perry,Donald Trump,republican,3008.0,4306,"Arkansas, Perry"
"Arkansas, Phillips",2016,Arkansas,AR,Phillips,Hillary Clinton,democrat,4310.0,6953,"Arkansas, Phillips"
"Arkansas, Phillips",2016,Arkansas,AR,Phillips,Donald Trump,republican,2446.0,6953,"Arkansas, Phillips"
"Arkansas, Pike",2016,Arkansas,AR,Pike,Hillary Clinton,democrat,685.0,3981,"Arkansas, Pike"
"Arkansas, Pike",2016,Arkansas,AR,Pike,Donald Trump,republican,3150.0,3981,"Arkansas, Pike"
"Arkansas, Poinsett",2016,Arkansas,AR,Poinsett,Hillary Clinton,democrat,1880.0,7722,"Arkansas, Poinsett"
"Arkansas, Poinsett",2016,Arkansas,AR,Poinsett,Donald Trump,republican,5502.0,7722,"Arkansas, Poinsett"
"Arkansas, Polk",2016,Arkansas,AR,Polk,Hillary Clinton,democrat,1212.0,8231,"Arkansas, Polk"
"Arkansas, Polk",2016,Arkansas,AR,Polk,Donald Trump,republican,6618.0,8231,"Arkansas, Polk"
"Arkansas, Pope",2016,Arkansas,AR,Pope,Hillary Clinton,democrat,5000.0,22569,"Arkansas, Pope"
"Arkansas, Pope",2016,Arkansas,AR,Pope,Donald Trump,republican,16256.0,22569,"Arkansas, Pope"
"Arkansas, Prairie",2016,Arkansas,AR,Prairie,Hillary Clinton,democrat,814.0,3444,"Arkansas, Prairie"
"Arkansas, Prairie",2016,Arkansas,AR,Prairie,Donald Trump,republican,2505.0,3444,"Arkansas, Prairie"
"Arkansas, Pulaski",2016,Arkansas,AR,Pulaski,Hillary Clinton,democrat,89574.0,159776,"Arkansas, Pulaski"
"Arkansas, Pulaski",2016,Arkansas,AR,Pulaski,Donald Trump,republican,61257.0,159776,"Arkansas, Pulaski"
"Arkansas, Randolph",2016,Arkansas,AR,Randolph,Hillary Clinton,democrat,1425.0,6379,"Arkansas, Randolph"
"Arkansas, Randolph",2016,Arkansas,AR,Randolph,Donald Trump,republican,4509.0,6379,"Arkansas, Randolph"
"Arkansas, Saline",2016,Arkansas,AR,Saline,Hillary Clinton,democrat,13256.0,52100,"Arkansas, Saline"
"Arkansas, Saline",2016,Arkansas,AR,Saline,Donald Trump,republican,35863.0,52100,"Arkansas, Saline"
"Arkansas, Scott",2016,Arkansas,AR,Scott,Hillary Clinton,democrat,602.0,3510,"Arkansas, Scott"
"Arkansas, Scott",2016,Arkansas,AR,Scott,Donald Trump,republican,2731.0,3510,"Arkansas, Scott"
"Arkansas, Searcy",2016,Arkansas,AR,Searcy,Hillary Clinton,democrat,601.0,3728,"Arkansas, Searcy"
"Arkansas, Searcy",2016,Arkansas,AR,Searcy,Donald Trump,republican,2955.0,3728,"Arkansas, Searcy"
"Arkansas, Sebastian",2016,Arkansas,AR,Sebastian,Hillary Clinton,democrat,12300.0,44637,"Arkansas, Sebastian"
"Arkansas, Sebastian",2016,Arkansas,AR,Sebastian,Donald Trump,republican,29127.0,44637,"Arkansas, Sebastian"
"Arkansas, Sevier",2016,Arkansas,AR,Sevier,Hillary Clinton,democrat,1075.0,4562,"Arkansas, Sevier"
"Arkansas, Sevier",2016,Arkansas,AR,Sevier,Donald Trump,republican,3282.0,4562,"Arkansas, Sevier"
"Arkansas, Sharp",2016,Arkansas,AR,Sharp,Hillary Clinton,democrat,1472.0,7249,"Arkansas, Sharp"
"Arkansas, Sharp",2016,Arkansas,AR,Sharp,Donald Trump,republican,5407.0,7249,"Arkansas, Sharp"
"Arkansas, St. Francis",2016,Arkansas,AR,St. Francis,Hillary Clinton,democrat,4031.0,7430,"Arkansas, St. Francis"
"Arkansas, St. Francis",2016,Arkansas,AR,St. Francis,Donald Trump,republican,3195.0,7430,"Arkansas, St. Francis"
"Arkansas, Stone",2016,Arkansas,AR,Stone,Hillary Clinton,democrat,1203.0,5618,"Arkansas, Stone"
"Arkansas, Stone",2016,Arkansas,AR,Stone,Donald Trump,republican,4113.0,5618,"Arkansas, Stone"
"Arkansas, Union",2016,Arkansas,AR,Union,Hillary Clinton,democrat,5855.0,16894,"Arkansas, Union"
"Arkansas, Union",2016,Arkansas,AR,Union,Donald Trump,republican,10456.0,16894,"Arkansas, Union"
"Arkansas, Van Buren",2016,Arkansas,AR,Van Buren,Hillary Clinton,democrat,1549.0,7339,"Arkansas, Van Buren"
"Arkansas, Van Buren",2016,Arkansas,AR,Van Buren,Donald Trump,republican,5382.0,7339,"Arkansas, Van Buren"
"Arkansas, Washington",2016,Arkansas,AR,Washington,Hillary Clinton,democrat,33366.0,81861,"Arkansas, Washington"
"Arkansas, Washington",2016,Arkansas,AR,Washington,Donald Trump,republican,41476.0,81861,"Arkansas, Washington"
"Arkansas, White",2016,Arkansas,AR,White,Hillary Clinton,democrat,5170.0,27219,"Arkansas, White"
"Arkansas, White",2016,Arkansas,AR,White,Donald Trump,republican,21077.0,27219,"Arkansas, White"
"Arkansas, Woodruff",2016,Arkansas,AR,Woodruff,Hillary Clinton,democrat,1118.0,2571,"Arkansas, Woodruff"
"Arkansas, Woodruff",2016,Arkansas,AR,Woodruff,Donald Trump,republican,1347.0,2571,"Arkansas, Woodruff"
"Arkansas, Yell",2016,Arkansas,AR,Yell,Hillary Clinton,democrat,1480.0,6439,"Arkansas, Yell"
"Arkansas, Yell",2016,Arkansas,AR,Yell,Donald Trump,republican,4608.0,6439,"Arkansas, Yell"
"California, Alameda",2016,California,CA,Alameda,Hillary Clinton,democrat,514842.0,654266,"California, Alameda"
"California, Alameda",2016,California,CA,Alameda,Donald Trump,republican,95922.0,654266,"California, Alameda"
"California, Alpine",2016,California,CA,Alpine,Hillary Clinton,democrat,334.0,602,"California, Alpine"
"California, Alpine",2016,California,CA,Alpine,Donald Trump,republican,217.0,602,"California, Alpine"
"California, Amador",2016,California,CA,Amador,Hillary Clinton,democrat,6004.0,17734,"California, Amador"
"California, Amador",2016,California,CA,Amador,Donald Trump,republican,10485.0,17734,"California, Amador"
"California, Butte",2016,California,CA,Butte,Hillary Clinton,democrat,41567.0,95564,"California, Butte"
"California, Butte",2016,California,CA,Butte,Donald Trump,republican,45144.0,95564,"California, Butte"
"California, Calaveras",2016,California,CA,Calaveras,Hillary Clinton,democrat,7944.0,23136,"California, Calaveras"
"California, Calaveras",2016,California,CA,Calaveras,Donald Trump,republican,13511.0,23136,"California, Calaveras"
"California, Colusa",2016,California,CA,Colusa,Hillary Clinton,democrat,2661.0,6632,"California, Colusa"
"California, Colusa",2016,California,CA,Colusa,Donald Trump,republican,3551.0,6632,"California, Colusa"
"California, Contra Costa",2016,California,CA,Contra Costa,Hillary Clinton,democrat,319287.0,466175,"California, Contra Costa"
"California, Contra Costa",2016,California,CA,Contra Costa,Donald Trump,republican,115956.0,466175,"California, Contra Costa"
"California, Del Norte",2016,California,CA,Del Norte,Hillary Clinton,democrat,3485.0,9558,"California, Del Norte"
"California, Del Norte",2016,California,CA,Del Norte,Donald Trump,republican,5134.0,9558,"California, Del Norte"
"California, El Dorado",2016,California,CA,El Dorado,Hillary Clinton,democrat,36404.0,93591,"California, El Dorado"
"California, El Dorado",2016,California,CA,El Dorado,Donald Trump,republican,49247.0,93591,"California, El Dorado"
"California, Fresno",2016,California,CA,Fresno,Hillary Clinton,democrat,141341.0,282319,"California, Fresno"
"California, Fresno",2016,California,CA,Fresno,Donald Trump,republican,124049.0,282319,"California, Fresno"
"California, Glenn",2016,California,CA,Glenn,Hillary Clinton,democrat,3065.0,9470,"California, Glenn"
"California, Glenn",2016,California,CA,Glenn,Donald Trump,republican,5788.0,9470,"California, Glenn"
"California, Humboldt",2016,California,CA,Humboldt,Hillary Clinton,democrat,33200.0,59246,"California, Humboldt"
"California, Humboldt",2016,California,CA,Humboldt,Donald Trump,republican,18373.0,59246,"California, Humboldt"
"California, Imperial",2016,California,CA,Imperial,Hillary Clinton,democrat,32667.0,48091,"California, Imperial"
"California, Imperial",2016,California,CA,Imperial,Donald Trump,republican,12704.0,48091,"California, Imperial"
"California, Inyo",2016,California,CA,Inyo,Hillary Clinton,democrat,3155.0,8086,"California, Inyo"
"California, Inyo",2016,California,CA,Inyo,Donald Trump,republican,4248.0,8086,"California, Inyo"
"California, Kern",2016,California,CA,Kern,Hillary Clinton,democrat,98689.0,244163,"California, Kern"
"California, Kern",2016,California,CA,Kern,Donald Trump,republican,129584.0,244163,"California, Kern"
"California, Kings",2016,California,CA,Kings,Hillary Clinton,democrat,13617.0,33915,"California, Kings"
"California, Kings",2016,California,CA,Kings,Donald Trump,republican,18093.0,33915,"California, Kings"
"California, Lake",2016,California,CA,Lake,Hillary Clinton,democrat,11496.0,24496,"California, Lake"
"California, Lake",2016,California,CA,Lake,Donald Trump,republican,10599.0,24496,"California, Lake"
"California, Lassen",2016,California,CA,Lassen,Hillary Clinton,democrat,2224.0,10524,"California, Lassen"
"California, Lassen",2016,California,CA,Lassen,Donald Trump,republican,7574.0,10524,"California, Lassen"
"California, Los Angeles",2016,California,CA,Los Angeles,Hillary Clinton,democrat,2464364.0,3434308,"California, Los Angeles"
"California, Los Angeles",2016,California,CA,Los Angeles,Donald Trump,republican,769743.0,3434308,"California, Los Angeles"
"California, Madera",2016,California,CA,Madera,Hillary Clinton,democrat,17029.0,43112,"California, Madera"
"California, Madera",2016,California,CA,Madera,Donald Trump,republican,23357.0,43112,"California, Madera"
"California, Marin",2016,California,CA,Marin,Hillary Clinton,democrat,108707.0,139273,"California, Marin"
"California, Marin",2016,California,CA,Marin,Donald Trump,republican,21771.0,139273,"California, Marin"
"California, Mariposa",2016,California,CA,Mariposa,Hillary Clinton,democrat,3122.0,8877,"California, Mariposa"
"California, Mariposa",2016,California,CA,Mariposa,Donald Trump,republican,5185.0,8877,"California, Mariposa"
"California, Mendocino",2016,California,CA,Mendocino,Hillary Clinton,democrat,22079.0,37477,"California, Mendocino"
"California, Mendocino",2016,California,CA,Mendocino,Donald Trump,republican,10888.0,37477,"California, Mendocino"
"California, Merced",2016,California,CA,Merced,Hillary Clinton,democrat,37317.0,70789,"California, Merced"
"California, Merced",2016,California,CA,Merced,Donald Trump,republican,28725.0,70789,"California, Merced"
"California, Modoc",2016,California,CA,Modoc,Hillary Clinton,democrat,877.0,3788,"California, Modoc"
"California, Modoc",2016,California,CA,Modoc,Donald Trump,republican,2696.0,3788,"California, Modoc"
"California, Mono",2016,California,CA,Mono,Hillary Clinton,democrat,2773.0,5276,"California, Mono"
"California, Mono",2016,California,CA,Mono,Donald Trump,republican,2111.0,5276,"California, Mono"
"California, Monterey",2016,California,CA,Monterey,Hillary Clinton,democrat,89088.0,133408,"California, Monterey"
"California, Monterey",2016,California,CA,Monterey,Donald Trump,republican,34895.0,133408,"California, Monterey"
"California, Napa",2016,California,CA,Napa,Hillary Clinton,democrat,39199.0,61372,"California, Napa"
"California, Napa",2016,California,CA,Napa,Donald Trump,republican,17411.0,61372,"California, Napa"
"California, Nevada",2016,California,CA,Nevada,Hillary Clinton,democrat,26053.0,54935,"California, Nevada"
"California, Nevada",2016,California,CA,Nevada,Donald Trump,republican,23365.0,54935,"California, Nevada"
"California, Orange",2016,California,CA,Orange,Hillary Clinton,democrat,609961.0,1197521,"California, Orange"
"California, Orange",2016,California,CA,Orange,Donald Trump,republican,507148.0,1197521,"California, Orange"
"California, Placer",2016,California,CA,Placer,Hillary Clinton,democrat,73509.0,182839,"California, Placer"
"California, Placer",2016,California,CA,Placer,Donald Trump,republican,95138.0,182839,"California, Placer"
"California, Plumas",2016,California,CA,Plumas,Hillary Clinton,democrat,3459.0,9676,"California, Plumas"
"California, Plumas",2016,California,CA,Plumas,Donald Trump,republican,5420.0,9676,"California, Plumas"
"California, Riverside",2016,California,CA,Riverside,Hillary Clinton,democrat,373695.0,751391,"California, Riverside"
"California, Riverside",2016,California,CA,Riverside,Donald Trump,republican,333243.0,751391,"California, Riverside"
"California, Sacramento",2016,California,CA,Sacramento,Hillary Clinton,democrat,326023.0,559330,"California, Sacramento"
"California, Sacramento",2016,California,CA,Sacramento,Donald Trump,republican,189789.0,559330,"California, Sacramento"
"California, San Benito",2016,California,CA,San Benito,Hillary Clinton,democrat,12521.0,21924,"California, San Benito"
"California, San Benito",2016,California,CA,San Benito,Donald Trump,republican,7841.0,21924,"California, San Benito"
"California, San Bernardino",2016,California,CA,San Bernardino,Hillary Clinton,democrat,340833.0,653983,"California, San Bernardino"
"California, San Bernardino",2016,California,CA,San Bernardino,Donald Trump,republican,271240.0,653983,"California, San Bernardino"
"California, San Diego",2016,California,CA,San Diego,Hillary Clinton,democrat,735476.0,1306400,"California, San Diego"
"California, San Diego",2016,California,CA,San Diego,Donald Trump,republican,477766.0,1306400,"California, San Diego"
"California, San Francisco",2016,California,CA,San Francisco,Hillary Clinton,democrat,345084.0,405792,"California, San Francisco"
"California, San Francisco",2016,California,CA,San Francisco,Donald Trump,republican,37688.0,405792,"California, San Francisco"
"California, San Joaquin",2016,California,CA,San Joaquin,Hillary Clinton,democrat,121124.0,224166,"California, San Joaquin"
"California, San Joaquin",2016,California,CA,San Joaquin,Donald Trump,republican,88936.0,224166,"California, San Joaquin"
"California, San Luis Obispo",2016,California,CA,San Luis Obispo,Hillary Clinton,democrat,67107.0,135009,"California, San Luis Obispo"
"California, San Luis Obispo",2016,California,CA,San Luis Obispo,Donald Trump,republican,56164.0,135009,"California, San Luis Obispo"
"California, San Mateo",2016,California,CA,San Mateo,Hillary Clinton,democrat,237882.0,314384,"California, San Mateo"
"California, San Mateo",2016,California,CA,San Mateo,Donald Trump,republican,57929.0,314384,"California, San Mateo"
"California, Santa Barbara",2016,California,CA,Santa Barbara,Hillary Clinton,democrat,107142.0,176786,"California, Santa Barbara"
"California, Santa Barbara",2016,California,CA,Santa Barbara,Donald Trump,republican,56365.0,176786,"California, Santa Barbara"
"California, Santa Clara",2016,California,CA,Santa Clara,Hillary Clinton,democrat,511684.0,703709,"California, Santa Clara"
"California, Santa Clara",2016,California,CA,Santa Clara,Donald Trump,republican,144826.0,703709,"California, Santa Clara"
"California, Santa Cruz",2016,California,CA,Santa Cruz,Hillary Clinton,democrat,95249.0,128821,"California, Santa Cruz"
"California, Santa Cruz",2016,California,CA,Santa Cruz,Donald Trump,republican,22438.0,128821,"California, Santa Cruz"
"California, Shasta",2016,California,CA,Shasta,Hillary Clinton,democrat,22301.0,80053,"California, Shasta"
"California, Shasta",2016,California,CA,Shasta,Donald Trump,republican,51778.0,80053,"California, Shasta"
"California, Sierra",2016,California,CA,Sierra,Hillary Clinton,democrat,601.0,1830,"California, Sierra"
"California, Sierra",2016,California,CA,Sierra,Donald Trump,republican,1048.0,1830,"California, Sierra"
"California, Siskiyou",2016,California,CA,Siskiyou,Hillary Clinton,democrat,7234.0,20492,"California, Siskiyou"
"California, Siskiyou",2016,California,CA,Siskiyou,Donald Trump,republican,11341.0,20492,"California, Siskiyou"
"California, Solano",2016,California,CA,Solano,Hillary Clinton,democrat,102360.0,166113,"California, Solano"
"California, Solano",2016,California,CA,Solano,Donald Trump,republican,51920.0,166113,"California, Solano"
"California, Sonoma",2016,California,CA,Sonoma,Hillary Clinton,democrat,160435.0,231253,"California, Sonoma"
"California, Sonoma",2016,California,CA,Sonoma,Donald Trump,republican,51408.0,231253,"California, Sonoma"
"California, Stanislaus",2016,California,CA,Stanislaus,Hillary Clinton,democrat,81647.0,172146,"California, Stanislaus"
"California, Stanislaus",2016,California,CA,Stanislaus,Donald Trump,republican,78494.0,172146,"California, Stanislaus"
"California, Sutter",2016,California,CA,Sutter,Hillary Clinton,democrat,13076.0,33523,"California, Sutter"
"California, Sutter",2016,California,CA,Sutter,Donald Trump,republican,18176.0,33523,"California, Sutter"
"California, Tehama",2016,California,CA,Tehama,Hillary Clinton,democrat,6809.0,23908,"California, Tehama"
"California, Tehama",2016,California,CA,Tehama,Donald Trump,republican,15494.0,23908,"California, Tehama"
"California, Trinity",2016,California,CA,Trinity,Hillary Clinton,democrat,2214.0,5686,"California, Trinity"
"California, Trinity",2016,California,CA,Trinity,Donald Trump,republican,2812.0,5686,"California, Trinity"
"California, Tulare",2016,California,CA,Tulare,Hillary Clinton,democrat,47585.0,112334,"California, Tulare"
"California, Tulare",2016,California,CA,Tulare,Donald Trump,republican,58299.0,112334,"California, Tulare"
"California, Tuolumne",2016,California,CA,Tuolumne,Hillary Clinton,democrat,9123.0,25529,"California, Tuolumne"
"California, Tuolumne",2016,California,CA,Tuolumne,Donald Trump,republican,14551.0,25529,"California, Tuolumne"
"California, Ventura",2016,California,CA,Ventura,Hillary Clinton,democrat,194402.0,351726,"California, Ventura"
"California, Ventura",2016,California,CA,Ventura,Donald Trump,republican,132323.0,351726,"California, Ventura"
"California, Yolo",2016,California,CA,Yolo,Hillary Clinton,democrat,54752.0,82090,"California, Yolo"
"California, Yolo",2016,California,CA,Yolo,Donald Trump,republican,20739.0,82090,"California, Yolo"
"California, Yuba",2016,California,CA,Yuba,Hillary Clinton,democrat,7910.0,22998,"California, Yuba"
"California, Yuba",2016,California,CA,Yuba,Donald Trump,republican,13170.0,22998,"California, Yuba"
"Colorado, Adams",2016,Colorado,CO,Adams,Hillary Clinton,democrat,96558.0,193665,"Colorado, Adams"
"Colorado, Adams",2016,Colorado,CO,Adams,Donald Trump,republican,80082.0,193665,"Colorado, Adams"
"Colorado, Alamosa",2016,Colorado,CO,Alamosa,Hillary Clinton,democrat,3189.0,6939,"Colorado, Alamosa"
"Colorado, Alamosa",2016,Colorado,CO,Alamosa,Donald Trump,republican,3046.0,6939,"Colorado, Alamosa"
"Colorado, Arapahoe",2016,Colorado,CO,Arapahoe,Hillary Clinton,democrat,159885.0,303046,"Colorado, Arapahoe"
"Colorado, Arapahoe",2016,Colorado,CO,Arapahoe,Donald Trump,republican,117053.0,303046,"Colorado, Arapahoe"
