Location,Total_Votes_2016,2016_republican_votes,2016_democrat_votes,State_Code
"Hawaii, Kauai",26335,7574.0,16456.0,HI
"Hawaii, Maui",51945,13446.0,33480.0,HI
"Idaho, Ada",195669,93752.0,75677.0,ID
"Idaho, Adams",2183,1556.0,415.0,ID
"Idaho, Bannock",33416,17180.0,10342.0,ID
"Idaho, Bear Lake",2928,2203.0,255.0,ID
"Idaho, Benewah",4185,3103.0,770.0,ID
"Idaho, Bingham",16625,10907.0,2924.0,ID
"Idaho, Blaine",10724,3340.0,6416.0,ID
"Idaho, Boise",3814,2673.0,777.0,ID
"Idaho, Bonner",20943,13343.0,5819.0,ID
"Idaho, Bonneville",44221,26699.0,8930.0,ID
"Idaho, Boundary",5163,3789.0,933.0,ID
"Idaho, Butte",1230,914.0,160.0,ID
"Idaho, Camas",590,410.0,110.0,ID
"Idaho, Canyon",72785,47222.0,16883.0,ID
"Idaho, Caribou",3035,2275.0,271.0,ID
"Idaho, Cassia",8178,5949.0,1036.0,ID
"Idaho, Clark",283,203.0,44.0,ID
"Idaho, Clearwater",3801,2852.0,704.0,ID
"Idaho, Custer",2414,1777.0,427.0,ID
"Idaho, Elmore",8522,5816.0,1814.0,ID
"Idaho, Franklin",5499,3901.0,385.0,ID
"Idaho, Fremont",5715,4090.0,651.0,ID
"Idaho, Gem",7954,5980.0,1229.0,ID
"Idaho, Gooding",5191,3743.0,930.0,ID
"Idaho, Idaho",8233,6441.0,1196.0,ID
"Idaho, Jefferson",11475,8436.0,976.0,ID
"Idaho, Jerome",6751,4644.0,1329.0,ID
"Idaho, Kootenai",66310,44449.0,16264.0,ID
"Idaho, Latah",18173,7265.0,8093.0,ID
"Idaho, Lemhi",4096,3011.0,733.0,ID
"Idaho, Lewis",1590,1202.0,270.0,ID
"Idaho, Lincoln",1748,1184.0,360.0,ID
"Idaho, Madison",15688,8941.0,1201.0,ID
"Idaho, Minidoka",6871,4887.0,1167.0,ID
"Idaho, Nez Perce",17201,10699.0,4828.0,ID
"Idaho, Oneida",2068,1531.0,184.0,ID
"Idaho, Owyhee",3925,3052.0,591.0,ID
"Idaho, Payette",8704,6489.0,1507.0,ID
"Idaho, Power",2758,1666.0,699.0,ID
"Idaho, Shoshone",5120,3297.0,1384.0,ID
"Idaho, Teton",4976,2167.0,2159.0,ID
"Idaho, Twin Falls",29874,19828.0,6233.0,ID
"Idaho, Valley",5349,2906.0,1913.0,ID
"Idaho, Washington",4455,3283.0,776.0,ID
"Illinois, Adams",31951,22790.0,7676.0,IL
"Illinois, Alexander",2846,1496.0,1262.0,IL
"Illinois, Bond",7530,4888.0,2068.0,IL
"Illinois, Boone",23001,12282.0,8986.0,IL
"Illinois, Brown",2379,1796.0,476.0,IL
"Illinois, Bureau",16571,9281.0,6029.0,IL
"Illinois, Calhoun",2571,1721.0,739.0,IL
"Illinois, Carroll",7445,4434.0,2447.0,IL
"Illinois, Cass",5124,3216.0,1621.0,IL
"Illinois, Champaign",91628,33368.0,50137.0,IL
"Illinois, Christian",15459,10543.0,3992.0,IL
"Illinois, Clark",7928,5622.0,1877.0,IL
"Illinois, Clay",6350,5021.0,1020.0,IL
"Illinois, Clinton",17419,12412.0,3945.0,IL
"Illinois, Coles",21863,13003.0,7309.0,IL
"Illinois, Cook",2158615,453287.0,1611946.0,IL
"Illinois, Crawford",8728,6277.0,1992.0,IL
"Illinois, Cumberland",5567,4206.0,1031.0,IL
"Illinois, De Witt",7543,5077.0,1910.0,IL
"Illinois, DeKalb",43600,19091.0,20466.0,IL
"Illinois, Douglas",8169,5698.0,1949.0,IL
"Illinois, DuPage",428769,166415.0,228622.0,IL
"Illinois, Edgar",7873,5645.0,1793.0,IL
"Illinois, Edwards",3347,2778.0,434.0,IL
"Illinois, Effingham",17609,13635.0,3083.0,IL
"Illinois, Fayette",9585,7372.0,1819.0,IL
"Illinois, Ford",6396,4480.0,1414.0,IL
"Illinois, Franklin",18711,13116.0,4727.0,IL
"Illinois, Fulton",15797,8492.0,6133.0,IL
"Illinois, Gallatin",2707,1942.0,657.0,IL
"Illinois, Greene",5585,4145.0,1205.0,IL
"Illinois, Grundy",23237,13454.0,8065.0,IL
"Illinois, Hamilton",4166,3206.0,802.0,IL
"Illinois, Hancock",9121,6430.0,2139.0,IL
"Illinois, Hardin",2148,1653.0,420.0,IL
"Illinois, Henderson",3518,2155.0,1155.0,IL
"Illinois, Henry",24643,13985.0,8871.0,IL
"Illinois, Iroquois",13064,9750.0,2504.0,IL
"Illinois, Jackson",24617,10843.0,11634.0,IL
"Illinois, Jasper",5136,3975.0,924.0,IL
"Illinois, Jefferson",16999,11695.0,4425.0,IL
"Illinois, Jersey",10991,7748.0,2679.0,IL
"Illinois, Jo Daviess",11334,6121.0,4462.0,IL
"Illinois, Johnson",6089,4649.0,1142.0,IL
"Illinois, Kane",199314,82734.0,103665.0,IL
"Illinois, Kankakee",47305,25129.0,18971.0,IL
"Illinois, Kendall",53447,24961.0,24884.0,IL
"Illinois, Knox",22243,10737.0,10083.0,IL
"Illinois, LaSalle",49743,26689.0,19543.0,IL
"Illinois, Lake",303520,109767.0,171095.0,IL
"Illinois, Lawrence",6094,4521.0,1290.0,IL
"Illinois, Lee",15489,8612.0,5528.0,IL
"Illinois, Livingston",15269,10208.0,4023.0,IL
"Illinois, Logan",12401,8181.0,3313.0,IL
"Illinois, Macon",48060,26866.0,18343.0,IL
"Illinois, Macoupin",22360,14322.0,6689.0,IL
"Illinois, Madison",130179,70490.0,50587.0,IL
"Illinois, Marion",17074,11859.0,4369.0,IL
"Illinois, Marshall",5984,3785.0,1789.0,IL
"Illinois, Mason",6486,4058.0,2014.0,IL
"Illinois, Massac",6683,4846.0,1558.0,IL
"Illinois, McDonough",13092,6795.0,5288.0,IL
"Illinois, McHenry",141750,71612.0,60803.0,IL
"Illinois, McLean",79835,37237.0,36196.0,IL
"Illinois, Menard",6515,4231.0,1817.0,IL
"Illinois, Mercer",8525,4807.0,3071.0,IL
"Illinois, Monroe",19354,12629.0,5535.0,IL
"Illinois, Montgomery",12978,8630.0,3504.0,IL
"Illinois, Morgan",14800,9076.0,4696.0,IL
"Illinois, Moultrie",6283,4455.0,1481.0,IL
"Illinois, Ogle",24193,14352.0,8050.0,IL
"Illinois, Peoria",78503,35633.0,38060.0,IL
"Illinois, Perry",9853,6855.0,2462.0,IL
"Illinois, Piatt",9008,5634.0,2645.0,IL
"Illinois, Pike",7530,5754.0,1413.0,IL
"Illinois, Pope",2142,1678.0,375.0,IL
"Illinois, Pulaski",2735,1675.0,962.0,IL
"Illinois, Putnam",3111,1767.0,1147.0,IL
"Illinois, Randolph",14194,10023.0,3439.0,IL
"Illinois, Richland",7684,5739.0,1584.0,IL
"Illinois, Rock Island",63994,26998.0,32298.0,IL
"Illinois, Saline",11384,8276.0,2572.0,IL
"Illinois, Sangamon",98373,49944.0,40907.0,IL
"Illinois, Schuyler",3828,2524.0,1075.0,IL
"Illinois, Scott",2608,1966.0,535.0,IL
"Illinois, Shelby",11010,8229.0,2288.0,IL
"Illinois, St. Clair",120580,53857.0,60756.0,IL
"Illinois, Stark",2743,1778.0,751.0,IL
"Illinois, Stephenson",20343,11083.0,7768.0,IL
"Illinois, Tazewell",64400,38707.0,20685.0,IL
"Illinois, Union",8537,5790.0,2402.0,IL
"Illinois, Vermilion",30570,19087.0,10039.0,IL
"Illinois, Wabash",5464,4047.0,1151.0,IL
"Illinois, Warren",7807,4275.0,2987.0,IL
"Illinois, Washington",7427,5571.0,1448.0,IL
"Illinois, Wayne",8261,6967.0,1048.0,IL
"Illinois, White",7335,5640.0,1412.0,IL
"Illinois, Whiteside",25582,12615.0,11035.0,IL
"Illinois, Will",300904,132720.0,151927.0,IL
"Illinois, Williamson",31852,21570.0,8581.0,IL
"Illinois, Winnebago",118376,55624.0,55713.0,IL
"Illinois, Woodford",19864,13207.0,5092.0,IL
"Indiana, Adams",13090,9648.0,2805.0,IN
"Indiana, Allen",147137,83930.0,55382.0,IN
"Indiana, Bartholomew",32490,20640.0,9841.0,IN
"Indiana, Benton",3666,2579.0,860.0,IN
"Indiana, Blackford",4839,3350.0,1243.0,IN
"Indiana, Boone",32178,19654.0,10181.0,IN
"Indiana, Brown",7945,5016.0,2518.0,IN
"Indiana, Carroll",8643,6273.0,1892.0,IN
"Indiana, Cass",14209,9701.0,3759.0,IN
"Indiana, Clark",51147,30035.0,18808.0,IN
"Indiana, Clay",11282,8531.0,2306.0,IN
"Indiana, Clinton",11936,8531.0,2819.0,IN
"Indiana, Crawford",4593,3015.0,1323.0,IN
"Indiana, Daviess",10768,8545.0,1800.0,IN
"Indiana, DeKalb",16902,12054.0,3942.0,IN
"Indiana, Dearborn",23987,18113.0,4883.0,IN
"Indiana, Decatur",11127,8490.0,2121.0,IN
"Indiana, Delaware",45123,24263.0,18153.0,IN
"Indiana, Dubois",19984,13365.0,5389.0,IN
"Indiana, Elkhart",65630,41867.0,20740.0,IN
"Indiana, Fayette",9530,6839.0,2252.0,IN
"Indiana, Floyd",37425,21432.0,13945.0,IN
"Indiana, Fountain",7492,5662.0,1476.0,IN
"Indiana, Franklin",11013,8669.0,1969.0,IN
"Indiana, Fulton",8374,6010.0,1960.0,IN
"Indiana, Gibson",15484,11081.0,3721.0,IN
"Indiana, Grant",25312,17008.0,7010.0,IN
"Indiana, Greene",13801,10277.0,2929.0,IN
"Indiana, Hamilton",154256,87404.0,57263.0,IN
"Indiana, Hancock",36181,25074.0,8904.0,IN
"Indiana, Harrison",18558,12943.0,4783.0,IN
"Indiana, Hendricks",75559,48337.0,22600.0,IN
"Indiana, Henry",20155,13895.0,5124.0,IN
"Indiana, Howard",36843,23675.0,11215.0,IN
"Indiana, Huntington",16043,11649.0,3506.0,IN
"Indiana, Jackson",17573,12859.0,3843.0,IN
"Indiana, Jasper",13378,9382.0,3329.0,IN
"Indiana, Jay",7986,5697.0,1889.0,IN
"Indiana, Jefferson",13544,8546.0,4326.0,IN
"Indiana, Jennings",11150,8224.0,2364.0,IN
"Indiana, Johnson",66500,45456.0,17318.0,IN
"Indiana, Knox",15516,11077.0,3772.0,IN
"Indiana, Kosciusko",32084,23935.0,6313.0,IN
"Indiana, LaGrange",9566,7025.0,2080.0,IN
"Indiana, LaPorte",45203,22687.0,19798.0,IN
"Indiana, Lake",201205,75625.0,116935.0,IN
"Indiana, Lawrence",19152,14035.0,4210.0,IN
"Indiana, Madison",53909,32376.0,18595.0,IN
"Indiana, Marion",362372,130360.0,212899.0,IN
"Indiana, Marshall",18082,12288.0,4798.0,IN
"Indiana, Martin",4809,3697.0,881.0,IN
"Indiana, Miami",13482,9975.0,2766.0,IN
"Indiana, Monroe",58454,20592.0,34216.0,IN
"Indiana, Montgomery",15156,11059.0,3362.0,IN
"Indiana, Morgan",31280,23674.0,6040.0,IN
"Indiana, Newton",5795,4077.0,1404.0,IN
"Indiana, Noble",16890,12198.0,3904.0,IN
"Indiana, Ohio",2921,2118.0,686.0,IN
"Indiana, Orange",8192,5803.0,2048.0,IN
"Indiana, Owen",8557,6153.0,1946.0,IN
"Indiana, Parke",6582,4863.0,1441.0,IN
"Indiana, Perry",8055,4556.0,3062.0,IN
"Indiana, Pike",5977,4398.0,1297.0,IN
"Indiana, Porter",77190,38832.0,33676.0,IN
"Indiana, Posey",12467,8404.0,3521.0,IN
"Indiana, Pulaski",5459,3854.0,1327.0,IN
"Indiana, Putnam",14715,10637.0,3356.0,IN
"Indiana, Randolph",10458,7517.0,2446.0,IN
"Indiana, Ripley",12810,9806.0,2471.0,IN
"Indiana, Rush",7214,5292.0,1525.0,IN
"Indiana, Scott",9101,6074.0,2642.0,IN
"Indiana, Shelby",17994,12718.0,4247.0,IN
"Indiana, Spencer",9979,6572.0,2861.0,IN
"Indiana, St. Joseph",110060,52021.0,52252.0,IN
"Indiana, Starke",9226,6367.0,2489.0,IN
"Indiana, Steuben",14566,10133.0,3744.0,IN
"Indiana, Sullivan",8559,6138.0,2113.0,IN
"Indiana, Switzerland",3699,2558.0,930.0,IN
"Indiana, Tippecanoe",62515,30768.0,27282.0,IN
"Indiana, Tipton",7510,5589.0,1587.0,IN
"Indiana, Union",3291,2445.0,715.0,IN
"Indiana, Vanderburgh",72507,40496.0,28530.0,IN
"Indiana, Vermillion",6939,4513.0,2081.0,IN
"Indiana, Vigo",39818,21937.0,15931.0,IN
"Indiana, Wabash",13468,9821.0,3018.0,IN
"Indiana, Warren",3930,2898.0,839.0,IN
"Indiana, Warrick",29589,19113.0,9086.0,IN
"Indiana, Washington",11382,8209.0,2636.0,IN
"Indiana, Wayne",25579,16028.0,8322.0,IN
"Indiana, Wells",13185,10005.0,2586.0,IN
"Indiana, White",10053,6893.0,2590.0,IN
"Indiana, Whitley",15623,11358.0,3379.0,IN
"Iowa, Adair",3811,2461.0,1133.0,IA
"Iowa, Adams",2106,1395.0,565.0,IA
"Iowa, Allamakee",6923,4093.0,2421.0,IA
"Iowa, Appanoose",6136,4033.0,1814.0,IA
"Iowa, Audubon",3412,2136.0,1080.0,IA
"Iowa, Benton",13844,8232.0,4678.0,IA
"Iowa, Black Hawk",64405,27476.0,32233.0,IA
"Iowa, Boone",14196,7484.0,5541.0,IA
"Iowa, Bremer",13538,7208.0,5356.0,IA
"Iowa, Buchanan",10252,5510.0,3970.0,IA
"Iowa, Buena Vista",8278,4903.0,2856.0,IA
"Iowa, Butler",7513,4921.0,2157.0,IA
"Iowa, Calhoun",5159,3468.0,1398.0,IA
"Iowa, Carroll",10544,6638.0,3309.0,IA
"Iowa, Cass",7125,4761.0,1951.0,IA
"Iowa, Cedar",9541,5295.0,3599.0,IA
"Iowa, Cerro Gordo",22965,11621.0,9862.0,IA
"Iowa, Cherokee",6258,4192.0,1679.0,IA
"Iowa, Chickasaw",6435,3742.0,2266.0,IA
"Iowa, Clarke",4454,2713.0,1465.0,IA
"Iowa, Clay",8617,5877.0,2249.0,IA
"Iowa, Clayton",9129,5317.0,3237.0,IA
"Iowa, Clinton",23067,11276.0,10095.0,IA
"Iowa, Crawford",6935,4617.0,1991.0,IA
"Iowa, Dallas",38252,19339.0,15701.0,IA
"Iowa, Davis",3882,2723.0,977.0,IA
"Iowa, Decatur",3734,2296.0,1201.0,IA
"Iowa, Delaware",9241,5694.0,2957.0,IA
"Iowa, Des Moines",19103,9529.0,8212.0,IA
"Iowa, Dickinson",10354,6753.0,3056.0,IA
"Iowa, Dubuque",49721,23460.0,22850.0,IA
"Iowa, Emmet",4753,3124.0,1357.0,IA
"Iowa, Fayette",9975,5620.0,3689.0,IA
"Iowa, Floyd",8060,4375.0,3179.0,IA
"Iowa, Franklin",4968,3163.0,1493.0,IA
"Iowa, Fremont",3595,2407.0,963.0,IA
"Iowa, Greene",4821,2820.0,1691.0,IA
"Iowa, Grundy",6872,4527.0,1856.0,IA
"Iowa, Guthrie",5750,3628.0,1732.0,IA
"Iowa, Hamilton",7694,4463.0,2726.0,IA
"Iowa, Hancock",5871,3977.0,1587.0,IA
"Iowa, Hardin",8533,5254.0,2787.0,IA
"Iowa, Harrison",7465,4902.0,2131.0,IA
"Iowa, Henry",9404,5779.0,2904.0,IA
"Iowa, Howard",4559,2611.0,1677.0,IA
"Iowa, Humboldt",5087,3568.0,1252.0,IA
"Iowa, Ida",3612,2655.0,792.0,IA
"Iowa, Iowa",8904,5205.0,3084.0,IA
"Iowa, Jackson",10310,5824.0,3837.0,IA
"Iowa, Jasper",19034,10560.0,7109.0,IA
"Iowa, Jefferson",8156,3748.0,3710.0,IA
"Iowa, Johnson",76940,21044.0,50200.0,IA
"Iowa, Jones",10133,5720.0,3787.0,IA
"Iowa, Keokuk",4985,3390.0,1342.0,IA
"Iowa, Kossuth",8607,5653.0,2543.0,IA
"Iowa, Lee",16151,8803.0,6215.0,IA
"Iowa, Linn",117098,48390.0,58935.0,IA
"Iowa, Louisa",5008,3069.0,1648.0,IA
"Iowa, Lucas",4354,2877.0,1239.0,IA
"Iowa, Lyon",6377,5192.0,920.0,IA
"Iowa, Madison",8636,5360.0,2678.0,IA
"Iowa, Mahaska",10632,7432.0,2619.0,IA
"Iowa, Marion",17816,10962.0,5482.0,IA
"Iowa, Marshall",17980,9146.0,7652.0,IA
"Iowa, Mills",7698,5067.0,2090.0,IA
"Iowa, Mitchell",5417,3190.0,1888.0,IA
"Iowa, Monona",4572,3120.0,1247.0,IA
"Iowa, Monroe",3865,2638.0,1056.0,IA
"Iowa, Montgomery",5044,3436.0,1314.0,IA
"Iowa, Muscatine",19434,9584.0,8368.0,IA
"Iowa, O'Brien",7406,5752.0,1315.0,IA
"Iowa, Osceola",3213,2531.0,552.0,IA
"Iowa, Page",7044,4893.0,1807.0,IA
"Iowa, Palo Alto",4703,3081.0,1398.0,IA
"Iowa, Plymouth",13190,9680.0,2885.0,IA
"Iowa, Pocahontas",3865,2702.0,963.0,IA
"Iowa, Polk",231555,93492.0,119804.0,IA
"Iowa, Pottawattamie",42680,24447.0,15355.0,IA
"Iowa, Poweshiek",9833,4946.0,4304.0,IA
"Iowa, Ringgold",2707,1824.0,753.0,IA
"Iowa, Sac",5212,3703.0,1270.0,IA
"Iowa, Scott",86220,39149.0,40440.0,IA
"Iowa, Shelby",6370,4362.0,1662.0,IA
"Iowa, Sioux",18194,14785.0,2300.0,IA
"Iowa, Story",50667,19458.0,25709.0,IA
"Iowa, Tama",8752,4971.0,3196.0,IA
"Iowa, Taylor",3029,2111.0,758.0,IA
"Iowa, Union",5832,3525.0,1922.0,IA
"Iowa, Van Buren",3561,2527.0,845.0,IA
"Iowa, Wapello",15149,8715.0,5594.0,IA
"Iowa, Warren",27300,14814.0,10411.0,IA
"Iowa, Washington",10929,6173.0,3943.0,IA
"Iowa, Wayne",2940,2069.0,719.0,IA
"Iowa, Webster",17430,10056.0,6305.0,IA
"Iowa, Winnebago",5787,3447.0,1931.0,IA
"Iowa, Winneshiek",11362,5344.0,5254.0,IA
"Iowa, Woodbury",43718,24727.0,16210.0,IA
"Iowa, Worth",4257,2453.0,1530.0,IA
"Iowa, Wright",6026,3800.0,1896.0,IA
"Kansas, Allen",5454,3651.0,1433.0,KS
"Kansas, Anderson",3350,2435.0,672.0,KS
"Kansas, Atchison",6575,4049.0,1989.0,KS
"Kansas, Barber",2252,1850.0,286.0,KS
"Kansas, Barton",10269,7888.0,1839.0,KS
"Kansas, Bourbon",6093,4424.0,1336.0,KS
"Kansas, Brown",4036,2906.0,863.0,KS
"Kansas, Butler",27657,19073.0,6573.0,KS
"Kansas, Chase",1369,969.0,316.0,KS
"Kansas, Chautauqua",1481,1236.0,197.0,KS
"Kansas, Cherokee",8620,6182.0,2005.0,KS
"Kansas, Cheyenne",1407,1173.0,181.0,KS
"Kansas, Clark",1005,825.0,120.0,KS
"Kansas, Clay",3820,2891.0,677.0,KS
"Kansas, Cloud",3930,2919.0,761.0,KS
"Kansas, Coffey",4068,3050.0,727.0,KS
"Kansas, Comanche",867,715.0,102.0,KS
"Kansas, Cowley",12621,8270.0,3551.0,KS
"Kansas, Crawford",14891,8624.0,5199.0,KS
"Kansas, Decatur",1452,1210.0,178.0,KS
"Kansas, Dickinson",8210,6029.0,1609.0,KS
"Kansas, Doniphan",3378,2606.0,587.0,KS
"Kansas, Douglas",50087,14688.0,31195.0,KS
"Kansas, Edwards",1319,1037.0,212.0,KS
"Kansas, Elk",1259,1048.0,160.0,KS
"Kansas, Ellis",11947,8466.0,2742.0,KS
"Kansas, Ellsworth",2679,1969.0,521.0,KS
"Kansas, Finney",10159,6350.0,3195.0,KS
"Kansas, Ford",7718,5114.0,2149.0,KS
"Kansas, Franklin",10965,7185.0,2892.0,KS
"Kansas, Geary",7504,4274.0,2722.0,KS
"Kansas, Gove",1343,1140.0,149.0,KS
"Kansas, Graham",1284,1025.0,188.0,KS
"Kansas, Grant",2389,1804.0,441.0,KS
"Kansas, Gray",2066,1698.0,263.0,KS
"Kansas, Greeley",650,534.0,83.0,KS
"Kansas, Greenwood",2840,2160.0,485.0,KS
"Kansas, Hamilton",876,705.0,121.0,KS
"Kansas, Harper",2578,1996.0,393.0,KS
"Kansas, Harvey",14916,8668.0,5068.0,KS
"Kansas, Haskell",1354,1040.0,245.0,KS
"Kansas, Hodgeman",1017,855.0,124.0,KS
"Kansas, Jackson",5818,3939.0,1512.0,KS
"Kansas, Jefferson",8337,5213.0,2518.0,KS
"Kansas, Jewell",1494,1223.0,180.0,KS
"Kansas, Johnson",290090,137490.0,129852.0,KS
"Kansas, Kearny",1316,1075.0,174.0,KS
"Kansas, Kingman",3334,2530.0,599.0,KS
"Kansas, Kiowa",1079,900.0,114.0,KS
"Kansas, Labette",8107,5335.0,2291.0,KS
"Kansas, Lane",871,718.0,106.0,KS
"Kansas, Leavenworth",30301,17638.0,10209.0,KS
"Kansas, Lincoln",1464,1179.0,215.0,KS
"Kansas, Linn",4427,3484.0,736.0,KS
"Kansas, Logan",1357,1132.0,149.0,KS
"Kansas, Lyon",12288,6552.0,4649.0,KS
"Kansas, Marion",5624,4003.0,1204.0,KS
"Kansas, Marshall",4673,3307.0,1072.0,KS
"Kansas, McPherson",12742,8549.0,3226.0,KS
"Kansas, Meade",1720,1415.0,210.0,KS
"Kansas, Miami",15022,10003.0,3991.0,KS
"Kansas, Mitchell",2942,2308.0,477.0,KS
"Kansas, Montgomery",12004,8679.0,2637.0,KS
"Kansas, Morris",2624,1820.0,601.0,KS
"Kansas, Morton",1192,995.0,147.0,KS
"Kansas, Nemaha",5122,4124.0,725.0,KS
"Kansas, Neosho",6314,4431.0,1501.0,KS
"Kansas, Ness",1454,1228.0,162.0,KS
"Kansas, Norton",2234,1840.0,281.0,KS
"Kansas, Osage",7046,4826.0,1753.0,KS
"Kansas, Osborne",1788,1460.0,233.0,KS
"Kansas, Ottawa",2903,2283.0,424.0,KS
"Kansas, Pawnee",2661,1904.0,579.0,KS
"Kansas, Phillips",2664,2233.0,300.0,KS
"Kansas, Pottawatomie",10693,7612.0,2225.0,KS
"Kansas, Pratt",3842,2838.0,771.0,KS
"Kansas, Rawlins",1472,1220.0,163.0,KS
"Kansas, Reno",24210,15513.0,6837.0,KS
"Kansas, Republic",2529,2024.0,375.0,KS
"Kansas, Rice",3804,2837.0,695.0,KS
"Kansas, Riley",21532,10107.0,9341.0,KS
"Kansas, Rooks",2419,2031.0,275.0,KS
"Kansas, Rush",1503,1197.0,233.0,KS
"Kansas, Russell",3193,2574.0,461.0,KS
"Kansas, Saline",22064,13828.0,6317.0,KS
"Kansas, Scott",2202,1865.0,236.0,KS
"Kansas, Sedgwick",188783,104353.0,69627.0,KS
"Kansas, Seward",5038,3159.0,1628.0,KS
"Kansas, Shawnee",75406,35934.0,33926.0,KS
"Kansas, Sheridan",1374,1197.0,127.0,KS
"Kansas, Sherman",2612,2089.0,347.0,KS
"Kansas, Smith",2042,1661.0,297.0,KS
"Kansas, Stafford",1896,1490.0,304.0,KS
"Kansas, Stanton",637,492.0,115.0,KS
"Kansas, Stevens",1891,1599.0,220.0,KS
"Kansas, Sumner",9722,6984.0,2076.0,KS
"Kansas, Thomas",3576,2908.0,473.0,KS
"Kansas, Trego",1482,1227.0,198.0,KS
"Kansas, Wabaunsee",3380,2372.0,776.0,KS
"Kansas, Wallace",798,721.0,46.0,KS
"Kansas, Washington",2765,2194.0,387.0,KS
"Kansas, Wichita",956,769.0,140.0,KS
"Kansas, Wilson",3591,2788.0,594.0,KS
"Kansas, Woodson",1443,1082.0,273.0,KS
"Kansas, Wyandotte",48781,15806.0,30146.0,KS
"Kentucky, Adair",8233,6637.0,1323.0,KY
"Kentucky, Allen",8096,6466.0,1349.0,KY
"Kentucky, Anderson",11422,8242.0,2634.0,KY
"Kentucky, Ballard",4101,3161.0,816.0,KY
"Kentucky, Barren",18488,13483.0,4275.0,KY
"Kentucky, Bath",4587,3082.0,1361.0,KY
"Kentucky, Bell",9718,7764.0,1720.0,KY
"Kentucky, Boone",57618,39082.0,15026.0,KY
"Kentucky, Bourbon",8803,5569.0,2791.0,KY
"Kentucky, Boyd",20454,13591.0,6021.0,KY
"Kentucky, Boyle",12946,8040.0,4281.0,KY
"Kentucky, Bracken",3527,2711.0,705.0,KY
"Kentucky, Breathitt",5738,3991.0,1537.0,KY
"Kentucky, Breckinridge",8774,6484.0,1960.0,KY
"Kentucky, Bullitt",36069,26210.0,8255.0,KY
"Kentucky, Butler",5576,4428.0,947.0,KY
"Kentucky, Caldwell",5975,4507.0,1260.0,KY
"Kentucky, Calloway",16049,10367.0,4749.0,KY
"Kentucky, Campbell",42510,25050.0,14658.0,KY
"Kentucky, Carlisle",2601,2094.0,432.0,KY
"Kentucky, Carroll",3855,2588.0,1106.0,KY
"Kentucky, Carter",10278,7587.0,2276.0,KY
"Kentucky, Casey",6439,5482.0,767.0,KY
"Kentucky, Christian",22083,14108.0,7188.0,KY
"Kentucky, Clark",16205,10710.0,4706.0,KY
"Kentucky, Clay",6767,5861.0,752.0,KY
"Kentucky, Clinton",4462,3809.0,547.0,KY
"Kentucky, Crittenden",4037,3290.0,617.0,KY
"Kentucky, Cumberland",3066,2502.0,459.0,KY
"Kentucky, Daviess",45807,28907.0,14163.0,KY
"Kentucky, Edmonson",5244,4135.0,979.0,KY
"Kentucky, Elliott",2855,2000.0,740.0,KY
"Kentucky, Estill",5545,4236.0,1108.0,KY
"Kentucky, Fayette",136315,56894.0,69778.0,KY
"Kentucky, Fleming",6260,4722.0,1348.0,KY
"Kentucky, Floyd",16540,11993.0,4015.0,KY
"Kentucky, Franklin",23865,11819.0,10717.0,KY
"Kentucky, Fulton",2382,1549.0,774.0,KY
"Kentucky, Gallatin",3338,2443.0,749.0,KY
"Kentucky, Garrard",7623,5904.0,1453.0,KY
"Kentucky, Grant",9559,7268.0,1910.0,KY
"Kentucky, Graves",16606,12671.0,3308.0,KY
"Kentucky, Grayson",10576,8219.0,1959.0,KY
"Kentucky, Green",5333,4372.0,832.0,KY
"Kentucky, Greenup",16277,11546.0,4146.0,KY
"Kentucky, Hancock",4295,2788.0,1244.0,KY
"Kentucky, Hardin",43156,26971.0,13944.0,KY
"Kentucky, Harlan",10757,9129.0,1372.0,KY
"Kentucky, Harrison",7781,5435.0,2031.0,KY
"Kentucky, Hart",7264,5320.0,1730.0,KY
"Kentucky, Henderson",19710,12159.0,6707.0,KY
"Kentucky, Henry",7149,4944.0,1828.0,KY
"Kentucky, Hickman",2157,1657.0,449.0,KY
"Kentucky, Hopkins",20345,15277.0,4310.0,KY
"Kentucky, Jackson",5501,4889.0,482.0,KY
"Kentucky, Jefferson",353099,143768.0,190836.0,KY
"Kentucky, Jessamine",23326,15474.0,6144.0,KY
"Kentucky, Johnson",9572,8043.0,1250.0,KY
"Kentucky, Kenton",71998,42958.0,24214.0,KY
"Kentucky, Knott",5763,4357.0,1245.0,KY
"Kentucky, Knox",12012,9885.0,1761.0,KY
"Kentucky, Larue",6367,4799.0,1278.0,KY
"Kentucky, Laurel",24833,20592.0,3440.0,KY
"Kentucky, Lawrence",6042,4816.0,1045.0,KY
"Kentucky, Lee",2667,2151.0,444.0,KY
"Kentucky, Leslie",4492,4015.0,400.0,KY
"Kentucky, Letcher",9134,7293.0,1542.0,KY
"Kentucky, Lewis",5298,4363.0,785.0,KY
"Kentucky, Lincoln",9561,7338.0,1865.0,KY
"Kentucky, Livingston",4645,3570.0,887.0,KY
"Kentucky, Logan",10899,7778.0,2755.0,KY
"Kentucky, Lyon",3962,2789.0,1045.0,KY
"Kentucky, Madison",37371,23431.0,11793.0,KY
"Kentucky, Magoffin",5116,3824.0,1172.0,KY
"Kentucky, Marion",8111,5122.0,2679.0,KY
"Kentucky, Marshall",16698,12322.0,3672.0,KY
"Kentucky, Martin",3953,3503.0,363.0,KY
