Location,Total_Votes_2016,2016_republican_votes,2016_democrat_votes,State_Code
"Kentucky, Mason",7219,4944.0,1970.0,KY
"Kentucky, McCracken",31307,20774.0,9134.0,KY
"Kentucky, McCreary",5776,5012.0,664.0,KY
"Kentucky, McLean",4566,3381.0,988.0,KY
"Kentucky, Meade",12231,8660.0,3026.0,KY
"Kentucky, Menifee",2779,2010.0,700.0,KY
"Kentucky, Mercer",10585,7740.0,2395.0,KY
"Kentucky, Metcalfe",4620,3491.0,976.0,KY
"Kentucky, Monroe",4991,4278.0,601.0,KY
"Kentucky, Montgomery",11452,7856.0,3158.0,KY
"Kentucky, Morgan",4775,3628.0,1006.0,KY
"Kentucky, Muhlenberg",13060,9393.0,3272.0,KY
"Kentucky, Nelson",20802,13431.0,6434.0,KY
"Kentucky, Nicholas",2841,1957.0,787.0,KY
"Kentucky, Ohio",10398,7942.0,2080.0,KY
"Kentucky, Oldham",32853,20469.0,10268.0,KY
"Kentucky, Owen",5001,3745.0,1062.0,KY
"Kentucky, Owsley",1759,1474.0,256.0,KY
"Kentucky, Pendleton",6007,4604.0,1164.0,KY
"Kentucky, Perry",10572,8158.0,2136.0,KY
"Kentucky, Pike",24665,19747.0,4280.0,KY
"Kentucky, Powell",4957,3513.0,1272.0,KY
"Kentucky, Pulaski",28041,22902.0,4208.0,KY
"Kentucky, Robertson",1013,759.0,222.0,KY
"Kentucky, Rockcastle",6691,5609.0,915.0,KY
"Kentucky, Rowan",8848,5174.0,3295.0,KY
"Kentucky, Russell",8174,6863.0,1093.0,KY
"Kentucky, Scott",24200,15052.0,7715.0,KY
"Kentucky, Shelby",20580,13196.0,6276.0,KY
"Kentucky, Simpson",7531,5077.0,2144.0,KY
"Kentucky, Spencer",9515,7196.0,1921.0,KY
"Kentucky, Taylor",11306,8320.0,2553.0,KY
"Kentucky, Todd",4779,3612.0,1042.0,KY
"Kentucky, Trigg",6751,4931.0,1587.0,KY
"Kentucky, Trimble",3798,2771.0,879.0,KY
"Kentucky, Union",6211,4701.0,1331.0,KY
"Kentucky, Warren",48454,28673.0,16966.0,KY
"Kentucky, Washington",5636,4013.0,1420.0,KY
"Kentucky, Wayne",7992,6371.0,1431.0,KY
"Kentucky, Webster",5805,4397.0,1240.0,KY
"Kentucky, Whitley",13774,11312.0,2067.0,KY
"Kentucky, Wolfe",2635,1804.0,753.0,KY
"Kentucky, Woodford",13563,7697.0,4958.0,KY
"Maine, Androscoggin",55601,28227.0,23009.0,ME
"Maine, Aroostook",35097,19419.0,13386.0,ME
"Maine, Cumberland",171818,57709.0,102981.0,ME
"Maine, Franklin",16488,7918.0,7016.0,ME
"Maine, Hancock",32130,13705.0,16117.0,ME
"Maine, Kennebec",66208,31675.0,29302.0,ME
"Maine, Knox",23147,9148.0,12443.0,ME
"Maine, Lincoln",21503,9727.0,10241.0,ME
"Maine, Oxford",31201,16210.0,12172.0,ME
"Maine, Penobscot",80540,41622.0,32838.0,ME
"Maine, Piscataquis",9182,5406.0,3098.0,ME
"Maine, Sagadahoc",21616,9304.0,10664.0,ME
"Maine, Somerset",26064,15001.0,9092.0,ME
"Maine, Waldo",22707,10378.0,10440.0,ME
"Maine, Washington",16365,9093.0,6075.0,ME
"Maine, York",114274,50403.0,55844.0,ME
"Maryland, Allegany",30654,21270.0,7875.0,MD
"Maryland, Anne Arundel",270081,122403.0,128419.0,MD
"Maryland, Baltimore",390682,149477.0,218412.0,MD
"Maryland, Calvert",47408,26176.0,18225.0,MD
"Maryland, Caroline",14113,9368.0,4009.0,MD
"Maryland, Carroll",91848,58215.0,26567.0,MD
"Maryland, Cecil",45269,28868.0,13650.0,MD
"Maryland, Charles",78303,25614.0,49341.0,MD
"Maryland, Dorchester",15225,8413.0,6245.0,MD
"Maryland, Frederick",125677,59522.0,56522.0,MD
"Maryland, Garrett",14011,10776.0,2567.0,MD
"Maryland, Harford",133672,77860.0,47077.0,MD
"Maryland, Howard",162193,47484.0,102597.0,MD
"Maryland, Kent",10021,4876.0,4575.0,MD
"Maryland, Montgomery",478873,92704.0,357837.0,MD
"Maryland, Prince George's",390385,32811.0,344049.0,MD
"Maryland, Queen Anne's",26523,16993.0,7973.0,MD
"Maryland, Somerset",9900,5341.0,4196.0,MD
"Maryland, St. Mary's",49842,28663.0,17534.0,MD
"Maryland, Talbot",20553,10724.0,8653.0,MD
"Maryland, Washington",65991,40998.0,21129.0,MD
"Maryland, Wicomico",42547,22198.0,18050.0,MD
"Maryland, Worcester",28273,17210.0,9753.0,MD
"Massachusetts, Barnstable",133862,54099.0,72430.0,MA
"Massachusetts, Berkshire",64803,16839.0,43714.0,MA
"Massachusetts, Bristol",248959,105443.0,129540.0,MA
"Massachusetts, Dukes",11502,2477.0,8400.0,MA
"Massachusetts, Essex",379868,136316.0,222310.0,MA
"Massachusetts, Franklin",38177,10364.0,24478.0,MA
"Massachusetts, Hampden",203117,78685.0,112590.0,MA
"Massachusetts, Hampshire",82956,21790.0,55367.0,MA
"Massachusetts, Middlesex",784034,219793.0,520360.0,MA
"Massachusetts, Nantucket",6406,1892.0,4146.0,MA
"Massachusetts, Norfolk",361562,119723.0,221819.0,MA
"Massachusetts, Plymouth",266863,115369.0,135513.0,MA
"Massachusetts, Suffolk",308741,50421.0,245751.0,MA
"Massachusetts, Worcester",383705,157682.0,198778.0,MA
"Michigan, Alcona",6198,4201.0,1732.0,MI
"Michigan, Alger",4518,2585.0,1663.0,MI
"Michigan, Allegan",55786,34183.0,18050.0,MI
"Michigan, Alpena",14698,9090.0,4877.0,MI
"Michigan, Antrim",13582,8469.0,4448.0,MI
"Michigan, Arenac",7696,4950.0,2384.0,MI
"Michigan, Baraga",3490,2158.0,1156.0,MI
"Michigan, Barry",30329,19202.0,9114.0,MI
"Michigan, Bay",52977,28328.0,21642.0,MI
"Michigan, Benzie",10228,5539.0,4108.0,MI
"Michigan, Berrien",72031,38647.0,29495.0,MI
"Michigan, Branch",17663,11786.0,5061.0,MI
"Michigan, Calhoun",58902,31494.0,24157.0,MI
"Michigan, Cass",22595,14243.0,7270.0,MI
"Michigan, Charlevoix",14589,8674.0,5137.0,MI
"Michigan, Cheboygan",13672,8683.0,4302.0,MI
"Michigan, Chippewa",15456,9122.0,5379.0,MI
"Michigan, Clare",13389,8505.0,4249.0,MI
"Michigan, Clinton",40655,21636.0,16492.0,MI
"Michigan, Crawford",6844,4354.0,2110.0,MI
"Michigan, Delta",18492,11121.0,6436.0,MI
"Michigan, Dickinson",13165,8580.0,3923.0,MI
"Michigan, Eaton",56221,27609.0,24938.0,MI
"Michigan, Emmet",18802,10616.0,6972.0,MI
"Michigan, Genesee",196296,84175.0,102751.0,MI
"Michigan, Gladwin",12472,8124.0,3794.0,MI
"Michigan, Gogebic",7329,4018.0,2925.0,MI
"Michigan, Grand Traverse",51589,27413.0,20965.0,MI
"Michigan, Gratiot",16465,9880.0,5666.0,MI
"Michigan, Hillsdale",19940,14095.0,4799.0,MI
"Michigan, Houghton",15624,8475.0,6018.0,MI
"Michigan, Huron",15917,10692.0,4579.0,MI
"Michigan, Ingham",131138,43868.0,79110.0,MI
"Michigan, Ionia",26854,16635.0,8352.0,MI
"Michigan, Iosco",13361,8345.0,4345.0,MI
"Michigan, Iron",5910,3675.0,2004.0,MI
"Michigan, Isabella",25392,12338.0,11404.0,MI
"Michigan, Jackson",69677,39793.0,25795.0,MI
"Michigan, Kalamazoo",126299,51034.0,67148.0,MI
"Michigan, Kalkaska",8833,6116.0,2280.0,MI
"Michigan, Kent",308184,148180.0,138683.0,MI
"Michigan, Keweenaw",1434,814.0,527.0,MI
"Michigan, Lake",5328,3159.0,1939.0,MI
"Michigan, Lapeer",45183,30037.0,12734.0,MI
"Michigan, Leelanau",14757,7239.0,6774.0,MI
"Michigan, Lenawee",45939,26430.0,16750.0,MI
"Michigan, Livingston",105866,65680.0,34384.0,MI
"Michigan, Luce",2579,1756.0,681.0,MI
"Michigan, Mackinac",6097,3744.0,2085.0,MI
"Michigan, Macomb",419312,224665.0,176317.0,MI
"Michigan, Manistee",12599,6915.0,4979.0,MI
"Michigan, Marquette",32976,14646.0,16042.0,MI
"Michigan, Mason",14685,8505.0,5281.0,MI
"Michigan, Mecosta",17168,10305.0,5827.0,MI
"Michigan, Menominee",10768,6702.0,3539.0,MI
"Michigan, Midland",42506,23846.0,15635.0,MI
"Michigan, Missaukee",7317,5386.0,1565.0,MI
"Michigan, Monroe",74218,43261.0,26863.0,MI
"Michigan, Montcalm",26609,16907.0,7874.0,MI
"Michigan, Montmorency",5009,3498.0,1287.0,MI
"Michigan, Muskegon",78088,36127.0,37304.0,MI
"Michigan, Newaygo",22640,15173.0,6212.0,MI
"Michigan, Oakland",664614,289203.0,343070.0,MI
"Michigan, Oceana",11930,7228.0,3973.0,MI
"Michigan, Ogemaw",10387,6827.0,3030.0,MI
"Michigan, Ontonagon",3426,2066.0,1176.0,MI
"Michigan, Osceola",10609,7336.0,2705.0,MI
"Michigan, Oscoda",4073,2843.0,1044.0,MI
"Michigan, Otsego",12538,8266.0,3556.0,MI
"Michigan, Ottawa",142734,88467.0,44973.0,MI
"Michigan, Presque Isle",7218,4488.0,2400.0,MI
"Michigan, Roscommon",13041,8141.0,4287.0,MI
"Michigan, Saginaw",94320,45469.0,44396.0,MI
"Michigan, Sanilac",19249,13446.0,4873.0,MI
"Michigan, Schoolcraft",4154,2556.0,1369.0,MI
"Michigan, Shiawassee",34111,19230.0,12546.0,MI
"Michigan, St. Clair",78003,49051.0,24553.0,MI
"Michigan, St. Joseph",23757,14884.0,7526.0,MI
"Michigan, Tuscola",25796,17102.0,7429.0,MI
"Michigan, Van Buren",33274,17890.0,13258.0,MI
"Michigan, Washtenaw",188578,50631.0,128483.0,MI
"Michigan, Wayne",777838,228993.0,519444.0,MI
"Michigan, Wexford",15298,10000.0,4436.0,MI
"Minnesota, Aitkin",9231,5516.0,3134.0,MN
"Minnesota, Anoka",185758,93339.0,75500.0,MN
"Minnesota, Becker",17222,10880.0,5208.0,MN
"Minnesota, Beltrami",21564,10783.0,8688.0,MN
"Minnesota, Benton",20058,12872.0,5640.0,MN
"Minnesota, Big Stone",2755,1608.0,921.0,MN
"Minnesota, Blue Earth",33593,15667.0,14428.0,MN
"Minnesota, Brown",13779,8708.0,3763.0,MN
"Minnesota, Carlton",18211,8160.0,8460.0,MN
"Minnesota, Carver",55696,29056.0,21508.0,MN
"Minnesota, Cass",15999,9982.0,4949.0,MN
"Minnesota, Chippewa",6222,3764.0,1978.0,MN
"Minnesota, Chisago",30228,18441.0,9278.0,MN
"Minnesota, Clay",29398,13543.0,12971.0,MN
"Minnesota, Clearwater",4245,2925.0,1100.0,MN
"Minnesota, Cook",3395,1156.0,1912.0,MN
"Minnesota, Cottonwood",5721,3679.0,1678.0,MN
"Minnesota, Crow Wing",35842,22287.0,10982.0,MN
"Minnesota, Dakota",231440,99583.0,110483.0,MN
"Minnesota, Dodge",10654,6527.0,3102.0,MN
"Minnesota, Douglas",21785,13966.0,6227.0,MN
"Minnesota, Faribault",7412,4659.0,2153.0,MN
"Minnesota, Fillmore",11055,6271.0,3872.0,MN
"Minnesota, Freeborn",16051,8808.0,6041.0,MN
"Minnesota, Goodhue",25717,14041.0,9446.0,MN
"Minnesota, Grant",3473,2063.0,1105.0,MN
"Minnesota, Hennepin",679977,191770.0,429288.0,MN
"Minnesota, Houston",10604,5616.0,4145.0,MN
"Minnesota, Hubbard",11505,7261.0,3423.0,MN
"Minnesota, Isanti",21016,13635.0,5657.0,MN
"Minnesota, Itasca",23880,12920.0,9015.0,MN
"Minnesota, Jackson",5484,3609.0,1492.0,MN
"Minnesota, Kanabec",8177,5230.0,2327.0,MN
"Minnesota, Kandiyohi",21772,12785.0,7266.0,MN
"Minnesota, Kittson",2385,1349.0,823.0,MN
"Minnesota, Koochiching",6363,3569.0,2306.0,MN
"Minnesota, Lake",6521,2932.0,3077.0,MN
"Minnesota, Lake of the Woods",2242,1540.0,553.0,MN
"Minnesota, Le Sueur",14971,9182.0,4623.0,MN
"Minnesota, Lincoln",3019,1931.0,860.0,MN
"Minnesota, Lyon",12215,7256.0,3825.0,MN
"Minnesota, Mahnomen",2088,991.0,930.0,MN
"Minnesota, Marshall",4817,3208.0,1225.0,MN
"Minnesota, Martin",10531,7062.0,2733.0,MN
"Minnesota, McLeod",18807,12155.0,4978.0,MN
"Minnesota, Meeker",12282,8104.0,3191.0,MN
"Minnesota, Mille Lacs",13017,8340.0,3710.0,MN
"Minnesota, Morrison",17614,12925.0,3637.0,MN
"Minnesota, Mower",17715,8823.0,7437.0,MN
"Minnesota, Murray",4668,2974.0,1295.0,MN
"Minnesota, Nicollet",18097,8437.0,7886.0,MN
"Minnesota, Nobles",8632,5299.0,2733.0,MN
"Minnesota, Norman",3261,1699.0,1264.0,MN
"Minnesota, Olmsted",80129,35668.0,36268.0,MN
"Minnesota, Otter Tail",32500,20939.0,9340.0,MN
"Minnesota, Pennington",6715,4000.0,2147.0,MN
"Minnesota, Pine",13811,8191.0,4580.0,MN
"Minnesota, Pipestone",4808,3338.0,1127.0,MN
"Minnesota, Polk",14796,8979.0,4712.0,MN
"Minnesota, Pope",6319,3793.0,2106.0,MN
"Minnesota, Ramsey",273143,70894.0,177738.0,MN
"Minnesota, Red Lake",1881,1141.0,540.0,MN
"Minnesota, Redwood",7611,5137.0,1887.0,MN
"Minnesota, Renville",7606,4890.0,2117.0,MN
"Minnesota, Rice",32443,15429.0,14437.0,MN
"Minnesota, Rock",4839,3091.0,1373.0,MN
"Minnesota, Roseau",7804,5451.0,1856.0,MN
"Minnesota, Scott",75029,39948.0,28502.0,MN
"Minnesota, Sherburne",48283,31053.0,13293.0,MN
"Minnesota, Sibley",7774,5193.0,1954.0,MN
"Minnesota, Stearns",79592,47617.0,25576.0,MN
"Minnesota, Steele",19179,11198.0,6241.0,MN
"Minnesota, Stevens",5398,2799.0,2116.0,MN
"Minnesota, Swift",4994,2963.0,1686.0,MN
"Minnesota, Todd",11993,8485.0,2783.0,MN
"Minnesota, Traverse",1798,1049.0,630.0,MN
"Minnesota, Wabasha",11832,6989.0,3866.0,MN
"Minnesota, Wadena",6934,4837.0,1684.0,MN
"Minnesota, Waseca",9653,5967.0,2838.0,MN
"Minnesota, Washington",144235,64428.0,67086.0,MN
"Minnesota, Watonwan",4998,2768.0,1814.0,MN
"Minnesota, Wilkin",3302,2129.0,893.0,MN
"Minnesota, Winona",26074,12122.0,11366.0,MN
"Minnesota, Wright",69618,43274.0,20334.0,MN
"Minnesota, Yellow Medicine",5276,3382.0,1524.0,MN
"Mississippi, Adams",13836,5874.0,7757.0,MS
"Mississippi, Alcorn",14783,11819.0,2684.0,MS
"Mississippi, Amite",7050,4289.0,2697.0,MS
"Mississippi, Attala",8256,4897.0,3242.0,MS
"Mississippi, Benton",4013,2251.0,1719.0,MS
"Mississippi, Bolivar",13824,4590.0,9046.0,MS
"Mississippi, Calhoun",6396,4390.0,1910.0,MS
"Mississippi, Carroll",5528,3799.0,1680.0,MS
"Mississippi, Chickasaw",7890,4127.0,3649.0,MS
"Mississippi, Choctaw",4065,2788.0,1218.0,MS
"Mississippi, Claiborne",4272,540.0,3708.0,MS
"Mississippi, Clarke",7791,5137.0,2585.0,MS
"Mississippi, Clay",10003,4150.0,5722.0,MS
"Mississippi, Coahoma",8912,2426.0,6378.0,MS
"Mississippi, Copiah",12982,6103.0,6741.0,MS
"Mississippi, Covington",8811,5435.0,3276.0,MS
"Mississippi, DeSoto",65695,43089.0,20591.0,MS
"Mississippi, Forrest",28064,15461.0,11716.0,MS
"Mississippi, Franklin",4290,2721.0,1502.0,MS
"Mississippi, George",9891,8696.0,1027.0,MS
"Mississippi, Greene",5369,4335.0,974.0,MS
"Mississippi, Grenada",10513,5970.0,4424.0,MS
"Mississippi, Hancock",17637,13811.0,3344.0,MS
"Mississippi, Harrison",63313,40354.0,21169.0,MS
"Mississippi, Hinds",94681,25275.0,67594.0,MS
"Mississippi, Holmes",8076,1309.0,6689.0,MS
"Mississippi, Humphreys",4253,1151.0,3071.0,MS
"Mississippi, Issaquena",699,298.0,395.0,MS
"Mississippi, Itawamba",9737,8470.0,1117.0,MS
"Mississippi, Jackson",49567,33629.0,14657.0,MS
"Mississippi, Jasper",8475,4038.0,4368.0,MS
"Mississippi, Jefferson",3860,490.0,3337.0,MS
"Mississippi, Jefferson Davis",6237,2466.0,3720.0,MS
"Mississippi, Jones",28352,20133.0,7791.0,MS
"Mississippi, Kemper",4639,1778.0,2827.0,MS
"Mississippi, Lafayette",19643,10872.0,7969.0,MS
"Mississippi, Lamar",24592,18751.0,5190.0,MS
"Mississippi, Lauderdale",29506,17741.0,11269.0,MS
"Mississippi, Lawrence",6364,4091.0,2195.0,MS
"Mississippi, Leake",8449,4782.0,3584.0,MS
"Mississippi, Lee",32913,22220.0,10029.0,MS
"Mississippi, Leflore",11140,3212.0,7787.0,MS
"Mississippi, Lincoln",15193,10550.0,4458.0,MS
"Mississippi, Lowndes",25575,13271.0,11819.0,MS
"Mississippi, Madison",49802,28265.0,20343.0,MS
"Mississippi, Marion",11693,7836.0,3677.0,MS
"Mississippi, Marshall",14839,6587.0,8023.0,MS
"Mississippi, Monroe",15884,10167.0,5524.0,MS
"Mississippi, Montgomery",4996,2818.0,2115.0,MS
"Mississippi, Neshoba",10553,7679.0,2715.0,MS
"Mississippi, Newton",9438,6548.0,2756.0,MS
"Mississippi, Noxubee",5574,1200.0,4347.0,MS
"Mississippi, Oktibbeha",18124,8576.0,8859.0,MS
"Mississippi, Panola",15064,7449.0,7431.0,MS
"Mississippi, Pearl River",21883,17782.0,3604.0,MS
"Mississippi, Perry",5432,4135.0,1220.0,MS
"Mississippi, Pike",16310,8009.0,8043.0,MS
"Mississippi, Pontotoc",12984,10336.0,2386.0,MS
"Mississippi, Prentiss",9872,7648.0,2067.0,MS
"Mississippi, Quitman",3365,1001.0,2312.0,MS
"Mississippi, Rankin",62768,47178.0,14110.0,MS
"Mississippi, Scott",10522,6122.0,4268.0,MS
"Mississippi, Sharkey",2190,692.0,1479.0,MS
"Mississippi, Simpson",11419,7393.0,3874.0,MS
"Mississippi, Smith",7627,5928.0,1617.0,MS
"Mississippi, Stone",7045,5306.0,1573.0,MS
"Mississippi, Sunflower",9598,2794.0,6725.0,MS
"Mississippi, Tallahatchie",5870,2462.0,3337.0,MS
"Mississippi, Tate",11627,7495.0,3926.0,MS
"Mississippi, Tippah",9235,7240.0,1842.0,MS
"Mississippi, Tishomingo",8371,7166.0,999.0,MS
"Mississippi, Tunica",3567,853.0,2667.0,MS
"Mississippi, Union",11496,9235.0,2012.0,MS
"Mississippi, Walthall",6919,4056.0,2790.0,MS
"Mississippi, Warren",19416,9767.0,9284.0,MS
"Mississippi, Washington",16825,5244.0,11380.0,MS
"Mississippi, Wayne",9599,5990.0,3524.0,MS
"Mississippi, Webster",5069,3976.0,1019.0,MS
"Mississippi, Wilkinson",4218,1318.0,2857.0,MS
"Mississippi, Winston",8881,4910.0,3850.0,MS
"Mississippi, Yalobusha",6077,3376.0,2582.0,MS
"Mississippi, Yazoo",10070,4598.0,5369.0,MS
"Missouri, Adair",10226,6030.0,3500.0,MO
"Missouri, Andrew",9140,6665.0,2045.0,MO
"Missouri, Atchison",2724,2060.0,541.0,MO
"Missouri, Audrain",10061,6981.0,2570.0,MO
"Missouri, Barry",14605,11428.0,2710.0,MO
"Missouri, Barton",5939,4959.0,795.0,MO
"Missouri, Bates",8023,6001.0,1618.0,MO
"Missouri, Benton",9312,7213.0,2025.0,MO
"Missouri, Bollinger",5676,4827.0,705.0,MO
"Missouri, Boone",83868,36200.0,41125.0,MO
"Missouri, Buchanan",35659,21320.0,12013.0,MO
"Missouri, Butler",17259,13650.0,3036.0,MO
"Missouri, Caldwell",4312,3232.0,838.0,MO
"Missouri, Callaway",19193,13057.0,4989.0,MO
"Missouri, Camden",22514,16944.0,4768.0,MO
"Missouri, Cape Girardeau",37038,27017.0,8492.0,MO
"Missouri, Carroll",4361,3480.0,745.0,MO
"Missouri, Carter",2844,2324.0,436.0,MO
"Missouri, Cass",50990,33098.0,14846.0,MO
"Missouri, Cedar",6288,5021.0,1011.0,MO
"Missouri, Chariton",3969,2950.0,888.0,MO
"Missouri, Christian",41531,30946.0,8508.0,MO
"Missouri, Clark",3215,2458.0,724.0,MO
"Missouri, Clay",110176,57476.0,45304.0,MO
"Missouri, Clinton",10208,7067.0,2572.0,MO
"Missouri, Cole",37374,24616.0,10913.0,MO
"Missouri, Cooper",7986,5624.0,1932.0,MO
"Missouri, Crawford",9696,7724.0,1824.0,MO
"Missouri, Dade",3951,3184.0,637.0,MO
"Missouri, Dallas",7453,5895.0,1272.0,MO
"Missouri, Daviess",3593,2767.0,730.0,MO
"Missouri, DeKalb",4594,3540.0,824.0,MO
"Missouri, Dent",6791,5600.0,978.0,MO
"Missouri, Douglas",6666,5486.0,984.0,MO
"Missouri, Dunklin",10578,8026.0,2360.0,MO
"Missouri, Franklin",50113,35430.0,12341.0,MO
"Missouri, Gasconade",7445,5670.0,1520.0,MO
"Missouri, Gentry",3043,2304.0,605.0,MO
"Missouri, Greene",129231,78035.0,42728.0,MO
"Missouri, Grundy",4310,3462.0,780.0,MO
"Missouri, Harrison",3689,2965.0,574.0,MO
"Missouri, Henry",9866,7075.0,2357.0,MO
"Missouri, Hickory",4724,3542.0,1016.0,MO
"Missouri, Holt",2355,1926.0,347.0,MO
"Missouri, Howard",4868,3277.0,1283.0,MO
"Missouri, Howell",17455,13893.0,2881.0,MO
"Missouri, Iron",4269,3173.0,933.0,MO
"Missouri, Jackson",173275,91557.0,71237.0,MO
"Missouri, Jasper",48326,35070.0,10572.0,MO
"Missouri, Jefferson",106238,69036.0,31568.0,MO
"Missouri, Johnson",21132,13719.0,5930.0,MO
"Missouri, Knox",1870,1416.0,379.0,MO
"Missouri, Laclede",16051,12881.0,2553.0,MO
"Missouri, Lafayette",15876,10988.0,4053.0,MO
"Missouri, Lawrence",16715,13089.0,2901.0,MO
"Missouri, Lewis",4456,3344.0,934.0,MO
"Missouri, Lincoln",24962,18159.0,5575.0,MO
"Missouri, Linn",5587,4088.0,1240.0,MO
"Missouri, Livingston",6421,4879.0,1265.0,MO
"Missouri, Macon",7621,5798.0,1548.0,MO
"Missouri, Madison",5321,4102.0,1005.0,MO
"Missouri, Maries",4500,3561.0,794.0,MO
"Missouri, Marion",12938,9419.0,2994.0,MO
"Missouri, McDonald",8242,6599.0,1329.0,MO
"Missouri, Mercer",1745,1486.0,216.0,MO
"Missouri, Miller",11416,9285.0,1750.0,MO
"Missouri, Mississippi",5169,3600.0,1458.0,MO
"Missouri, Moniteau",6830,5347.0,1237.0,MO
"Missouri, Monroe",4156,3159.0,853.0,MO
"Missouri, Montgomery",5429,4127.0,1119.0,MO
"Missouri, Morgan",8821,6760.0,1768.0,MO
"Missouri, New Madrid",7357,5270.0,1933.0,MO
"Missouri, Newton",26606,20553.0,4990.0,MO
"Missouri, Nodaway",9458,6380.0,2529.0,MO
"Missouri, Oregon",4668,3671.0,865.0,MO
"Missouri, Osage",7090,5856.0,998.0,MO
"Missouri, Ozark",4505,3639.0,724.0,MO
"Missouri, Pemiscot",6027,3964.0,1947.0,MO
"Missouri, Perry",8740,6908.0,1520.0,MO
"Missouri, Pettis",18111,12810.0,4324.0,MO
"Missouri, Phelps",18553,12709.0,4766.0,MO
"Missouri, Pike",7382,5274.0,1806.0,MO
"Missouri, Platte",48885,25933.0,20057.0,MO
"Missouri, Polk",13763,10438.0,2631.0,MO
"Missouri, Pulaski",13488,9876.0,2922.0,MO
"Missouri, Putnam",2346,1936.0,353.0,MO
"Missouri, Ralls",5266,3969.0,1138.0,MO
"Missouri, Randolph",10309,7529.0,2283.0,MO
"Missouri, Ray",10869,7104.0,3090.0,MO
"Missouri, Reynolds",3038,2406.0,540.0,MO
"Missouri, Ripley",5524,4522.0,830.0,MO
"Missouri, Saline",9274,5977.0,2789.0,MO
"Missouri, Schuyler",1936,1505.0,354.0,MO
"Missouri, Scotland",1968,1525.0,365.0,MO
"Missouri, Scott",17256,13168.0,3575.0,MO
"Missouri, Shannon",3904,2966.0,776.0,MO
"Missouri, Shelby",3255,2524.0,606.0,MO
"Missouri, St. Charles",201005,121650.0,68626.0,MO
"Missouri, St. Clair",4630,3501.0,936.0,MO
"Missouri, St. Francois",24728,17468.0,6250.0,MO
"Missouri, Ste. Genevieve",8469,5496.0,2542.0,MO
"Missouri, Stoddard",13291,11079.0,1876.0,MO
"Missouri, Stone",16567,13158.0,2887.0,MO
"Missouri, Sullivan",2486,1884.0,526.0,MO
"Missouri, Taney",23515,18276.0,4373.0,MO
"Missouri, Texas",10956,8875.0,1728.0,MO
"Missouri, Vernon",8599,6533.0,1707.0,MO
"Missouri, Warren",15784,11111.0,3915.0,MO
"Missouri, Washington",9282,7048.0,1926.0,MO
"Missouri, Wayne",5655,4658.0,948.0,MO
"Missouri, Webster",16743,12840.0,3177.0,MO
"Missouri, Worth",1046,808.0,195.0,MO
"Missouri, Wright",8119,6707.0,1170.0,MO
"Montana, Beaverhead",4849,3353.0,1143.0,MT
"Montana, Big Horn",4237,1853.0,2094.0,MT
"Montana, Blaine",2684,1268.0,1202.0,MT
"Montana, Broadwater",3133,2348.0,573.0,MT
"Montana, Carbon",5991,3748.0,1828.0,MT
"Montana, Carter",786,678.0,70.0,MT
"Montana, Cascade",34571,19632.0,12175.0,MT
"Montana, Chouteau",2603,1679.0,732.0,MT
"Montana, Custer",5185,3657.0,1176.0,MT
"Montana, Daniels",962,730.0,168.0,MT
"Montana, Dawson",4374,3320.0,787.0,MT
"Montana, Deer Lodge",4206,1763.0,2058.0,MT
"Montana, Fallon",1484,1279.0,154.0,MT
"Montana, Fergus",5840,4269.0,1202.0,MT
"Montana, Flathead",46571,30240.0,13293.0,MT
"Montana, Gallatin",53819,23802.0,24246.0,MT
"Montana, Garfield",718,653.0,34.0,MT
"Montana, Glacier",5075,1620.0,3121.0,MT
"Montana, Golden Valley",474,365.0,71.0,MT
"Montana, Granite",1777,1192.0,472.0,MT
"Montana, Hill",6445,3478.0,2371.0,MT
"Montana, Jefferson",6714,4177.0,1998.0,MT
"Montana, Judith Basin",1208,872.0,235.0,MT
"Montana, Lake",13181,7530.0,4776.0,MT
"Montana, Lewis and Clark",34478,16895.0,14478.0,MT
"Montana, Liberty",961,698.0,206.0,MT
"Montana, Lincoln",9330,6729.0,2041.0,MT
"Montana, Madison",4778,3297.0,1180.0,MT
"Montana, McCone",1060,862.0,154.0,MT
"Montana, Meagher",977,729.0,193.0,MT
"Montana, Mineral",2012,1330.0,519.0,MT
"Montana, Missoula",59203,22250.0,31543.0,MT
"Montana, Musselshell",2441,1967.0,332.0,MT
"Montana, Park",9359,4980.0,3595.0,MT
"Montana, Petroleum",322,278.0,30.0,MT
"Montana, Phillips",2171,1723.0,318.0,MT
"Montana, Pondera",2723,1799.0,738.0,MT
"Montana, Powder River",1053,884.0,127.0,MT
"Montana, Powell",2794,2029.0,551.0,MT
"Montana, Prairie",689,556.0,100.0,MT
"Montana, Ravalli",22556,14810.0,6223.0,MT
"Montana, Richland",4871,3908.0,671.0,MT
"Montana, Roosevelt",3652,1797.0,1560.0,MT
"Montana, Rosebud",3453,2253.0,987.0,MT
"Montana, Sanders",5953,4286.0,1218.0,MT
"Montana, Sheridan",1835,1241.0,477.0,MT
"Montana, Silver Bow",16452,6376.0,8619.0,MT
"Montana, Stillwater",4873,3661.0,908.0,MT
"Montana, Sweet Grass",2107,1595.0,402.0,MT
"Montana, Teton",3188,2170.0,808.0,MT
"Montana, Toole",2037,1497.0,402.0,MT
"Montana, Treasure",443,351.0,59.0,MT
