Arizona,Gila,"Arizona, Gila","53,356",Gila
Arizona,Graham,"Arizona, Graham","37,807",Graham
Arizona,Greenlee,"Arizona, Greenlee","9,643",Greenlee
Arizona,La Paz,"Arizona, La Paz","20,648",La Paz
Arizona,Maricopa,"Arizona, Maricopa","4,256,143",Maricopa
Arizona,Mohave,"Arizona, Mohave","205,412",Mohave
Arizona,Navajo,"Arizona, Navajo","108,467",Navajo
Arizona,Pima,"Arizona, Pima","1,016,707",Pima
Arizona,Pinal,"Arizona, Pinal","417,193",Pinal
Arizona,Santa Cruz,"Arizona, Santa Cruz","46,400",Santa Cruz
Arizona,Yavapai,"Arizona, Yavapai","224,575",Yavapai
Arizona,Yuma,"Arizona, Yuma","207,247",Yuma
Arkansas,Arkansas,"Arkansas, Arkansas","18,154",Arkansas
Arkansas,Ashley,"Arkansas, Ashley","20,530",Ashley
Arkansas,Baxter,"Arkansas, Baxter","41,131",Baxter
Arkansas,Benton,"Arkansas, Benton","259,212",Benton
Arkansas,Boone,"Arkansas, Boone","37,259",Boone
Arkansas,Bradley,"Arkansas, Bradley","10,959",Bradley
Arkansas,Calhoun,"Arkansas, Calhoun","5,143",Calhoun
Arkansas,Carroll,"Arkansas, Carroll","27,728",Carroll
Arkansas,Chicot,"Arkansas, Chicot","10,899",Chicot
Arkansas,Clark,"Arkansas, Clark","22,602",Clark
Arkansas,Clay,"Arkansas, Clay","15,060",Clay
Arkansas,Cleburne,"Arkansas, Cleburne","25,173",Cleburne
Arkansas,Cleveland,"Arkansas, Cleveland","8,245",Cleveland
Arkansas,Columbia,"Arkansas, Columbia","24,026",Columbia
Arkansas,Conway,"Arkansas, Conway","20,874",Conway
Arkansas,Craighead,"Arkansas, Craighead","105,932",Craighead
Arkansas,Crawford,"Arkansas, Crawford","62,263",Crawford
Arkansas,Crittenden,"Arkansas, Crittenden","49,306",Crittenden
Arkansas,Cross,"Arkansas, Cross","17,025",Cross
Arkansas,Dallas,"Arkansas, Dallas","7,399",Dallas
Arkansas,Desha,"Arkansas, Desha","11,905",Desha
Arkansas,Drew,"Arkansas, Drew","18,553",Drew
Arkansas,Faulkner,"Arkansas, Faulkner","122,206",Faulkner
Arkansas,Franklin,"Arkansas, Franklin","17,655",Franklin
Arkansas,Fulton,"Arkansas, Fulton","12,099",Fulton
Arkansas,Garland,"Arkansas, Garland","98,282",Garland
Arkansas,Grant,"Arkansas, Grant","18,064",Grant
Arkansas,Greene,"Arkansas, Greene","44,730",Greene
Arkansas,Hempstead,"Arkansas, Hempstead","22,032",Hempstead
Arkansas,Hot Spring,"Arkansas, Hot Spring","33,438",Hot Spring
Arkansas,Howard,"Arkansas, Howard","13,350",Howard
Arkansas,Independence,"Arkansas, Independence","37,117",Independence
Arkansas,Izard,"Arkansas, Izard","13,488",Izard
Arkansas,Jackson,"Arkansas, Jackson","17,282",Jackson
Arkansas,Jefferson,"Arkansas, Jefferson","70,407",Jefferson
Arkansas,Johnson,"Arkansas, Johnson","26,127",Johnson
Arkansas,Lafayette,"Arkansas, Lafayette","6,888",Lafayette
Arkansas,Lawrence,"Arkansas, Lawrence","16,639",Lawrence
Arkansas,Lee,"Arkansas, Lee","9,337",Lee
Arkansas,Lincoln,"Arkansas, Lincoln","13,728",Lincoln
Arkansas,Little River,"Arkansas, Little River","12,406",Little River
Arkansas,Logan,"Arkansas, Logan","21,732",Logan
Arkansas,Lonoke,"Arkansas, Lonoke","71,803",Lonoke
Arkansas,Madison,"Arkansas, Madison","16,112",Madison
Arkansas,Marion,"Arkansas, Marion","16,376",Marion
Arkansas,Miller,"Arkansas, Miller","43,713",Miller
Arkansas,Mississippi,"Arkansas, Mississippi","42,900",Mississippi
Arkansas,Monroe,"Arkansas, Monroe","7,205",Monroe
Arkansas,Montgomery,"Arkansas, Montgomery","8,936",Montgomery
Arkansas,Nevada,"Arkansas, Nevada","8,378",Nevada
Arkansas,Newton,"Arkansas, Newton","7,848",Newton
Arkansas,Ouachita,"Arkansas, Ouachita","24,013",Ouachita
Arkansas,Perry,"Arkansas, Perry","10,286",Perry
Arkansas,Phillips,"Arkansas, Phillips","19,050",Phillips
Arkansas,Pike,"Arkansas, Pike","10,826",Pike
Arkansas,Poinsett,"Arkansas, Poinsett","23,974",Poinsett
Arkansas,Polk,"Arkansas, Polk","20,145",Polk
Arkansas,Pope,"Arkansas, Pope","63,897",Pope
Arkansas,Prairie,"Arkansas, Prairie","8,252",Prairie
Arkansas,Pulaski,"Arkansas, Pulaski","394,151",Pulaski
Arkansas,Randolph,"Arkansas, Randolph","17,444",Randolph
Arkansas,Saline,"Arkansas, Saline","117,656",Saline
Arkansas,Scott,"Arkansas, Scott","10,332",Scott
Arkansas,Searcy,"Arkansas, Searcy","7,968",Searcy
Arkansas,Sebastian,"Arkansas, Sebastian","127,385",Sebastian
Arkansas,Sevier,"Arkansas, Sevier","16,971",Sevier
Arkansas,Sharp,"Arkansas, Sharp","17,007",Sharp
Arkansas,St. Francis,"Arkansas, St. Francis",,St. Francis
Arkansas,Stone,"Arkansas, Stone","12,509",Stone
Arkansas,Union,"Arkansas, Union","39,879",Union
Arkansas,Van Buren,"Arkansas, Van Buren","16,669",Van Buren
Arkansas,Washington,"Arkansas, Washington","228,482",Washington
Arkansas,White,"Arkansas, White","78,917",White
Arkansas,Woodruff,"Arkansas, Woodruff","6,600",Woodruff
Arkansas,Yell,"Arkansas, Yell","21,502",Yell
California,Alameda,"California, Alameda","1,650,950",Alameda
California,Alpine,"California, Alpine","1,047",Alpine
California,Amador,"California, Amador","37,429",Amador
California,Butte,"California, Butte","226,231",Butte
California,Calaveras,"California, Calaveras","45,322",Calaveras
California,Colusa,"California, Colusa","21,496",Colusa
California,Contra Costa,"California, Contra Costa","1,137,268",Contra Costa
California,Del Norte,"California, Del Norte","27,382",Del Norte
California,El Dorado,"California, El Dorado","185,976",El Dorado
California,Fresno,"California, Fresno","976,830",Fresno
California,Glenn,"California, Glenn","27,840",Glenn
California,Humboldt,"California, Humboldt","136,290",Humboldt
California,Imperial,"California, Imperial","180,179",Imperial
California,Inyo,"California, Inyo","17,922",Inyo
California,Kern,"California, Kern","880,856",Kern
California,Kings,"California, Kings","149,382",Kings
California,Lake,"California, Lake","63,903",Lake
California,Lassen,"California, Lassen","30,721",Lassen
California,Los Angeles,"California, Los Angeles","10,105,708",Los Angeles
California,Madera,"California, Madera","153,956",Madera
California,Marin,"California, Marin","260,562",Marin
California,Mariposa,"California, Mariposa","17,456",Mariposa
California,Mendocino,"California, Mendocino","87,285",Mendocino
California,Merced,"California, Merced","267,628",Merced
California,Modoc,"California, Modoc","8,961",Modoc
California,Mono,"California, Mono","14,273",Mono
California,Monterey,"California, Monterey","433,953",Monterey
California,Napa,"California, Napa","140,840",Napa
California,Nevada,"California, Nevada","98,913",Nevada
California,Orange,"California, Orange","3,164,986",Orange
California,Placer,"California, Placer","378,943",Placer
California,Plumas,"California, Plumas","18,665",Plumas
California,Riverside,"California, Riverside","2,380,081",Riverside
California,Sacramento,"California, Sacramento","1,510,987",Sacramento
California,San Benito,"California, San Benito","59,225",San Benito
California,San Bernardino,"California, San Bernardino","2,131,960",San Bernardino
California,San Diego,"California, San Diego","3,306,089",San Diego
California,San Francisco,"California, San Francisco","871,512",San Francisco
California,San Joaquin,"California, San Joaquin","732,809",San Joaquin
California,San Luis Obispo,"California, San Luis Obispo","281,803",San Luis Obispo
California,San Mateo,"California, San Mateo","767,906",San Mateo
California,Santa Barbara,"California, Santa Barbara","444,340",Santa Barbara
California,Santa Clara,"California, Santa Clara","1,928,368",Santa Clara
California,Santa Cruz,"California, Santa Cruz","274,396",Santa Cruz
California,Shasta,"California, Shasta","178,571",Shasta
California,Sierra,"California, Sierra","2,951",Sierra
California,Siskiyou,"California, Siskiyou","43,376",Siskiyou
California,Solano,"California, Solano","438,858",Solano
California,Sonoma,"California, Sonoma","502,547",Sonoma
California,Stanislaus,"California, Stanislaus","539,255",Stanislaus
California,Sutter,"California, Sutter","95,742",Sutter
California,Tehama,"California, Tehama","63,453",Tehama
California,Trinity,"California, Trinity","12,828",Trinity
California,Tulare,"California, Tulare","459,235",Tulare
California,Tuolumne,"California, Tuolumne","53,770",Tuolumne
California,Ventura,"California, Ventura","847,323",Ventura
California,Yolo,"California, Yolo","215,627",Yolo
California,Yuba,"California, Yuba","74,952",Yuba
Colorado,Adams,"Colorado, Adams","497,734",Adams
Colorado,Alamosa,"Colorado, Alamosa","16,053",Alamosa
Colorado,Arapahoe,"Colorado, Arapahoe","638,950",Arapahoe
Colorado,Archuleta,"Colorado, Archuleta","12,825",Archuleta
Colorado,Baca,"Colorado, Baca","3,530",Baca
Colorado,Bent,"Colorado, Bent","5,833",Bent
Colorado,Boulder,"Colorado, Boulder","321,250",Boulder
Colorado,Broomfield,"Colorado, Broomfield","66,513",Broomfield
Colorado,Chaffee,"Colorado, Chaffee","19,110",Chaffee
Colorado,Cheyenne,"Colorado, Cheyenne","1,850",Cheyenne
Colorado,Clear Creek,"Colorado, Clear Creek","9,353",Clear Creek
Colorado,Conejos,"Colorado, Conejos","8,050",Conejos
Colorado,Costilla,"Colorado, Costilla","3,693",Costilla
Colorado,Crowley,"Colorado, Crowley","5,285",Crowley
Colorado,Custer,"Colorado, Custer","4,588",Custer
Colorado,Delta,"Colorado, Delta","30,346",Delta
Colorado,Denver,"Colorado, Denver","696,159",Denver
Colorado,Dolores,"Colorado, Dolores","2,056",Dolores
Colorado,Douglas,"Colorado, Douglas","328,219",Douglas
Colorado,Eagle,"Colorado, Eagle","54,541",Eagle
Colorado,El Paso,"Colorado, El Paso","688,277",El Paso
Colorado,Elbert,"Colorado, Elbert","25,157",Elbert
Colorado,Fremont,"Colorado, Fremont","46,976",Fremont
Colorado,Garfield,"Colorado, Garfield","58,785",Garfield
Colorado,Gilpin,"Colorado, Gilpin","5,914",Gilpin
Colorado,Grand,"Colorado, Grand","15,179",Grand
Colorado,Gunnison,"Colorado, Gunnison","16,414",Gunnison
Colorado,Hinsdale,"Colorado, Hinsdale",788,Hinsdale
Colorado,Huerfano,"Colorado, Huerfano","6,580",Huerfano
Colorado,Jackson,"Colorado, Jackson","1,358",Jackson
Colorado,Jefferson,"Colorado, Jefferson","571,413",Jefferson
Colorado,Kiowa,"Colorado, Kiowa","1,342",Kiowa
Colorado,Kit Carson,"Colorado, Kit Carson","7,626",Kit Carson
Colorado,La Plata,"Colorado, La Plata","55,316",La Plata
Colorado,Lake,"Colorado, Lake","7,590",Lake
Colorado,Larimer,"Colorado, Larimer","338,984",Larimer
Colorado,Las Animas,"Colorado, Las Animas","14,073",Las Animas
Colorado,Lincoln,"Colorado, Lincoln","5,551",Lincoln
Colorado,Logan,"Colorado, Logan","22,435",Logan
Colorado,Mesa,"Colorado, Mesa","149,736",Mesa
Colorado,Mineral,"Colorado, Mineral",756,Mineral
Colorado,Moffat,"Colorado, Moffat","13,144",Moffat
Colorado,Montezuma,"Colorado, Montezuma","25,994",Montezuma
Colorado,Montrose,"Colorado, Montrose","41,151",Montrose
Colorado,Morgan,"Colorado, Morgan","28,199",Morgan
Colorado,Otero,"Colorado, Otero","18,266",Otero
Colorado,Ouray,"Colorado, Ouray","4,789",Ouray
Colorado,Park,"Colorado, Park","17,343",Park
Colorado,Phillips,"Colorado, Phillips","4,280",Phillips
Colorado,Pitkin,"Colorado, Pitkin","17,975",Pitkin
Colorado,Prowers,"Colorado, Prowers","11,926",Prowers
Colorado,Pueblo,"Colorado, Pueblo","164,774",Pueblo
Colorado,Rio Blanco,"Colorado, Rio Blanco","6,436",Rio Blanco
Colorado,Rio Grande,"Colorado, Rio Grande","11,337",Rio Grande
Colorado,Routt,"Colorado, Routt","24,682",Routt
Colorado,Saguache,"Colorado, Saguache","6,412",Saguache
Colorado,San Juan,"Colorado, San Juan",691,San Juan
Colorado,San Miguel,"Colorado, San Miguel","8,017",San Miguel
Colorado,Sedgwick,"Colorado, Sedgwick","2,400",Sedgwick
Colorado,Summit,"Colorado, Summit","30,552",Summit
Colorado,Teller,"Colorado, Teller","24,058",Teller
Colorado,Washington,"Colorado, Washington","4,834",Washington
Colorado,Weld,"Colorado, Weld","295,712",Weld
Colorado,Yuma,"Colorado, Yuma","10,055",Yuma
Connecticut,Fairfield,"Connecticut, Fairfield","944,347",Fairfield
Connecticut,Hartford,"Connecticut, Hartford","894,141",Hartford
Connecticut,Litchfield,"Connecticut, Litchfield","182,793",Litchfield
Connecticut,Middlesex,"Connecticut, Middlesex","163,292",Middlesex
Connecticut,New Haven,"Connecticut, New Haven","857,901",New Haven
Connecticut,New London,"Connecticut, New London","268,403",New London
Connecticut,Tolland,"Connecticut, Tolland","151,162",Tolland
Connecticut,Windham,"Connecticut, Windham","116,102",Windham
Delaware,Kent,"Delaware, Kent","174,542",Kent
Delaware,New Castle,"Delaware, New Castle","555,058",New Castle
Delaware,Sussex,"Delaware, Sussex","219,321",Sussex
District of Columbia,District of Columbia,"District of Columbia, District of Columbia","685,815",District of Columbia
Florida,Alachua,"Florida, Alachua","263,959",Alachua
Florida,Baker,"Florida, Baker","27,884",Baker
Florida,Bay,"Florida, Bay","183,634",Bay
Florida,Bradford,"Florida, Bradford","26,740",Bradford
Florida,Brevard,"Florida, Brevard","576,874",Brevard
Florida,Broward,"Florida, Broward","1,912,583",Broward
Florida,Calhoun,"Florida, Calhoun","14,330",Calhoun
Florida,Charlotte,"Florida, Charlotte","177,671",Charlotte
Florida,Citrus,"Florida, Citrus","142,804",Citrus
Florida,Clay,"Florida, Clay","207,246",Clay
Florida,Collier,"Florida, Collier","365,445",Collier
Florida,Columbia,"Florida, Columbia","69,265",Columbia
Florida,Dixie,"Florida, Dixie","16,465",Dixie
Florida,Duval,"Florida, Duval","926,010",Duval
Florida,Escambia,"Florida, Escambia","311,473",Escambia
Florida,Flagler,"Florida, Flagler","107,406",Flagler
Florida,Franklin,"Florida, Franklin","11,823",Franklin
Florida,Gadsden,"Florida, Gadsden","46,086",Gadsden
Florida,Gilchrist,"Florida, Gilchrist","17,622",Gilchrist
Florida,Glades,"Florida, Glades","13,406",Glades
Florida,Gulf,"Florida, Gulf","16,062",Gulf
Florida,Hamilton,"Florida, Hamilton","14,303",Hamilton
Florida,Hardee,"Florida, Hardee","27,219",Hardee
Florida,Hendry,"Florida, Hendry","40,037",Hendry
Florida,Hernando,"Florida, Hernando","182,459",Hernando
Florida,Highlands,"Florida, Highlands","102,041",Highlands
Florida,Hillsborough,"Florida, Hillsborough","1,396,693",Hillsborough
Florida,Holmes,"Florida, Holmes","19,398",Holmes
Florida,Indian River,"Florida, Indian River","151,159",Indian River
Florida,Jackson,"Florida, Jackson","48,299",Jackson
Florida,Jefferson,"Florida, Jefferson","13,960",Jefferson
Florida,Lafayette,"Florida, Lafayette","8,747",Lafayette
Florida,Lake,"Florida, Lake","334,913",Lake
Florida,Lee,"Florida, Lee","722,649",Lee
Florida,Leon,"Florida, Leon","286,744",Leon
Florida,Levy,"Florida, Levy","39,837",Levy
Florida,Liberty,"Florida, Liberty","8,300",Liberty
Florida,Madison,"Florida, Madison","18,316",Madison
Florida,Manatee,"Florida, Manatee","375,373",Manatee
Florida,Marion,"Florida, Marion","347,469",Marion
Florida,Martin,"Florida, Martin","158,325",Martin
Florida,Miami-Dade,"Florida, Miami-Dade","2,692,213",Miami-Dade
Florida,Monroe,"Florida, Monroe","76,872",Monroe
Florida,Nassau,"Florida, Nassau","80,055",Nassau
Florida,Okaloosa,"Florida, Okaloosa","200,071",Okaloosa
Florida,Okeechobee,"Florida, Okeechobee","40,769",Okeechobee
Florida,Orange,"Florida, Orange","1,326,516",Orange
Florida,Osceola,"Florida, Osceola","338,209",Osceola
Florida,Palm Beach,"Florida, Palm Beach","1,450,890",Palm Beach
Florida,Pasco,"Florida, Pasco","509,937",Pasco
Florida,Pinellas,"Florida, Pinellas","959,874",Pinellas
Florida,Polk,"Florida, Polk","665,823",Polk
Florida,Putnam,"Florida, Putnam","72,373",Putnam
Florida,Santa Rosa,"Florida, Santa Rosa","169,894",Santa Rosa
Florida,Sarasota,"Florida, Sarasota","412,968",Sarasota
Florida,Seminole,"Florida, Seminole","455,945",Seminole
Florida,St. Johns,"Florida, St. Johns",,St. Johns
Florida,St. Lucie,"Florida, St. Lucie",,St. Lucie
Florida,Sumter,"Florida, Sumter","122,009",Sumter
Florida,Suwannee,"Florida, Suwannee","43,834",Suwannee
Florida,Taylor,"Florida, Taylor","22,099",Taylor
Florida,Union,"Florida, Union","15,238",Union
Florida,Volusia,"Florida, Volusia","528,453",Volusia
Florida,Wakulla,"Florida, Wakulla","31,882",Wakulla
Florida,Walton,"Florida, Walton","65,421",Walton
Florida,Washington,"Florida, Washington","24,454",Washington
Georgia,Appling,"Georgia, Appling","18,428",Appling
Georgia,Atkinson,"Georgia, Atkinson","8,244",Atkinson
Georgia,Bacon,"Georgia, Bacon","11,275",Bacon
Georgia,Baker,"Georgia, Baker","3,183",Baker
Georgia,Baldwin,"Georgia, Baldwin","45,259",Baldwin
Georgia,Banks,"Georgia, Banks","18,325",Banks
Georgia,Barrow,"Georgia, Barrow","77,000",Barrow
Georgia,Bartow,"Georgia, Bartow","103,338",Bartow
Georgia,Ben Hill,"Georgia, Ben Hill","17,251",Ben Hill
Georgia,Berrien,"Georgia, Berrien","18,996",Berrien
Georgia,Bibb,"Georgia, Bibb","153,152",Bibb
Georgia,Bleckley,"Georgia, Bleckley","12,864",Bleckley
Georgia,Brantley,"Georgia, Brantley","18,415",Brantley
Georgia,Brooks,"Georgia, Brooks","15,725",Brooks
Georgia,Bryan,"Georgia, Bryan","35,839",Bryan
Georgia,Bulloch,"Georgia, Bulloch","74,642",Bulloch
Georgia,Burke,"Georgia, Burke","22,601",Burke
Georgia,Butts,"Georgia, Butts","23,736",Butts
Georgia,Calhoun,"Georgia, Calhoun","6,359",Calhoun
Georgia,Camden,"Georgia, Camden","52,394",Camden
Georgia,Candler,"Georgia, Candler","10,849",Candler
Georgia,Carroll,"Georgia, Carroll","116,077",Carroll
Georgia,Catoosa,"Georgia, Catoosa","66,265",Catoosa
Georgia,Charlton,"Georgia, Charlton","12,842",Charlton
Georgia,Chatham,"Georgia, Chatham","288,615",Chatham
Georgia,Chattahoochee,"Georgia, Chattahoochee","10,047",Chattahoochee
Georgia,Chattooga,"Georgia, Chattooga","24,836",Chattooga
Georgia,Cherokee,"Georgia, Cherokee","241,795",Cherokee
Georgia,Clarke,"Georgia, Clarke","124,905",Clarke
Georgia,Clay,"Georgia, Clay","3,005",Clay
Georgia,Clayton,"Georgia, Clayton","279,333",Clayton
Georgia,Clinch,"Georgia, Clinch","6,742",Clinch
Georgia,Cobb,"Georgia, Cobb","748,178",Cobb
Georgia,Coffee,"Georgia, Coffee","42,908",Coffee
Georgia,Colquitt,"Georgia, Colquitt","45,429",Colquitt
Georgia,Columbia,"Georgia, Columbia","147,370",Columbia
Georgia,Cook,"Georgia, Cook","17,162",Cook
Georgia,Coweta,"Georgia, Coweta","140,497",Coweta
Georgia,Crawford,"Georgia, Crawford","12,268",Crawford
Georgia,Crisp,"Georgia, Crisp","22,905",Crisp
Georgia,Dade,"Georgia, Dade","16,224",Dade
Georgia,Dawson,"Georgia, Dawson","23,668",Dawson
Georgia,DeKalb,"Georgia, DeKalb","746,802",DeKalb
Georgia,Decatur,"Georgia, Decatur","26,679",Decatur
Georgia,Dodge,"Georgia, Dodge","20,854",Dodge
Georgia,Dooly,"Georgia, Dooly","13,853",Dooly
Georgia,Dougherty,"Georgia, Dougherty","90,389",Dougherty
Georgia,Douglas,"Georgia, Douglas","141,664",Douglas
Georgia,Early,"Georgia, Early","10,306",Early
Georgia,Echols,"Georgia, Echols","3,956",Echols
Georgia,Effingham,"Georgia, Effingham","58,699",Effingham
Georgia,Elbert,"Georgia, Elbert","19,136",Elbert
Georgia,Emanuel,"Georgia, Emanuel","22,406",Emanuel
Georgia,Evans,"Georgia, Evans","10,648",Evans
Georgia,Fannin,"Georgia, Fannin","25,032",Fannin
Georgia,Fayette,"Georgia, Fayette","111,218",Fayette
Georgia,Floyd,"Georgia, Floyd","96,698",Floyd
Georgia,Forsyth,"Georgia, Forsyth","220,481",Forsyth
Georgia,Franklin,"Georgia, Franklin","22,316",Franklin
Georgia,Fulton,"Georgia, Fulton","1,022,866",Fulton
Georgia,Gilmer,"Georgia, Gilmer","29,911",Gilmer
Georgia,Glascock,"Georgia, Glascock","2,978",Glascock
Georgia,Glynn,"Georgia, Glynn","84,099",Glynn
Georgia,Gordon,"Georgia, Gordon","56,933",Gordon
Georgia,Grady,"Georgia, Grady","24,869",Grady
Georgia,Greene,"Georgia, Greene","16,869",Greene
Georgia,Gwinnett,"Georgia, Gwinnett","904,962",Gwinnett
Georgia,Habersham,"Georgia, Habersham","44,104",Habersham
Georgia,Hall,"Georgia, Hall","196,159",Hall
Georgia,Hancock,"Georgia, Hancock","8,633",Hancock
Georgia,Haralson,"Georgia, Haralson","28,830",Haralson
Georgia,Harris,"Georgia, Harris","33,633",Harris
Georgia,Hart,"Georgia, Hart","25,471",Hart
Georgia,Heard,"Georgia, Heard","11,579",Heard
Georgia,Henry,"Georgia, Henry","220,896",Henry
Georgia,Houston,"Georgia, Houston","151,622",Houston
Georgia,Irwin,"Georgia, Irwin","9,302",Irwin
Georgia,Jackson,"Georgia, Jackson","65,061",Jackson
Georgia,Jasper,"Georgia, Jasper","13,767",Jasper
Georgia,Jeff Davis,"Georgia, Jeff Davis","14,965",Jeff Davis
Georgia,Jefferson,"Georgia, Jefferson","15,755",Jefferson
Georgia,Jenkins,"Georgia, Jenkins","8,812",Jenkins
Georgia,Johnson,"Georgia, Johnson","9,660",Johnson
Georgia,Jones,"Georgia, Jones","28,574",Jones
Georgia,Lamar,"Georgia, Lamar","18,484",Lamar
Georgia,Lanier,"Georgia, Lanier","10,430",Lanier
Georgia,Laurens,"Georgia, Laurens","47,279",Laurens
Georgia,Lee,"Georgia, Lee","29,184",Lee
Georgia,Liberty,"Georgia, Liberty","61,473",Liberty
Georgia,Lincoln,"Georgia, Lincoln","7,855",Lincoln
Georgia,Long,"Georgia, Long","18,372",Long
Georgia,Lowndes,"Georgia, Lowndes","114,360",Lowndes
Georgia,Lumpkin,"Georgia, Lumpkin","31,415",Lumpkin
Georgia,Macon,"Georgia, Macon","13,478",Macon
Georgia,Madison,"Georgia, Madison","28,856",Madison
Georgia,Marion,"Georgia, Marion","8,468",Marion
Georgia,McDuffie,"Georgia, McDuffie","21,456",McDuffie
Georgia,McIntosh,"Georgia, McIntosh","14,057",McIntosh
Georgia,Meriwether,"Georgia, Meriwether","21,074",Meriwether
Georgia,Miller,"Georgia, Miller","5,874",Miller
Georgia,Mitchell,"Georgia, Mitchell","22,455",Mitchell
Georgia,Monroe,"Georgia, Monroe","26,905",Monroe
Georgia,Montgomery,"Georgia, Montgomery","8,985",Montgomery
Georgia,Morgan,"Georgia, Morgan","18,107",Morgan
Georgia,Murray,"Georgia, Murray","39,347",Murray
Georgia,Muscogee,"Georgia, Muscogee","196,219",Muscogee
Georgia,Newton,"Georgia, Newton","106,499",Newton
Georgia,Oconee,"Georgia, Oconee","36,929",Oconee
Georgia,Oglethorpe,"Georgia, Oglethorpe","14,712",Oglethorpe
Georgia,Paulding,"Georgia, Paulding","155,246",Paulding
Georgia,Peach,"Georgia, Peach","26,885",Peach
Georgia,Pickens,"Georgia, Pickens","30,652",Pickens
Georgia,Pierce,"Georgia, Pierce","19,104",Pierce
Georgia,Pike,"Georgia, Pike","17,897",Pike
