Location,State_Code_x,County,State,State_Code_y,Party,Candidate,Total_Votes,County_Pop_2016
"South Dakota, Meade",SD,Meade,South Dakota,SD,democrat,Hillary Clinton,11621,"27,339"
"South Dakota, Meade",SD,Meade,South Dakota,SD,republican,Donald Trump,11621,"27,339"
"South Dakota, Mellette",SD,Mellette,South Dakota,SD,democrat,Hillary Clinton,683,"2,076"
"South Dakota, Mellette",SD,Mellette,South Dakota,SD,republican,Donald Trump,683,"2,076"
"South Dakota, Miner",SD,Miner,South Dakota,SD,democrat,Hillary Clinton,1064,"2,229"
"South Dakota, Miner",SD,Miner,South Dakota,SD,republican,Donald Trump,1064,"2,229"
"South Dakota, Minnehaha",SD,Minnehaha,South Dakota,SD,democrat,Hillary Clinton,78263,"186,268"
"South Dakota, Minnehaha",SD,Minnehaha,South Dakota,SD,republican,Donald Trump,78263,"186,268"
"South Dakota, Moody",SD,Moody,South Dakota,SD,democrat,Hillary Clinton,2933,"6,508"
"South Dakota, Moody",SD,Moody,South Dakota,SD,republican,Donald Trump,2933,"6,508"
"South Dakota, Pennington",SD,Pennington,South Dakota,SD,democrat,Hillary Clinton,47743,"109,111"
"South Dakota, Pennington",SD,Pennington,South Dakota,SD,republican,Donald Trump,47743,"109,111"
"South Dakota, Perkins",SD,Perkins,South Dakota,SD,democrat,Hillary Clinton,1606,"2,964"
"South Dakota, Perkins",SD,Perkins,South Dakota,SD,republican,Donald Trump,1606,"2,964"
"South Dakota, Potter",SD,Potter,South Dakota,SD,democrat,Hillary Clinton,1337,"2,256"
"South Dakota, Potter",SD,Potter,South Dakota,SD,republican,Donald Trump,1337,"2,256"
"South Dakota, Roberts",SD,Roberts,South Dakota,SD,democrat,Hillary Clinton,3889,"10,192"
"South Dakota, Roberts",SD,Roberts,South Dakota,SD,republican,Donald Trump,3889,"10,192"
"South Dakota, Sanborn",SD,Sanborn,South Dakota,SD,democrat,Hillary Clinton,1123,"2,374"
"South Dakota, Sanborn",SD,Sanborn,South Dakota,SD,republican,Donald Trump,1123,"2,374"
"South Dakota, Spink",SD,Spink,South Dakota,SD,democrat,Hillary Clinton,2951,"6,493"
"South Dakota, Spink",SD,Spink,South Dakota,SD,republican,Donald Trump,2951,"6,493"
"South Dakota, Stanley",SD,Stanley,South Dakota,SD,democrat,Hillary Clinton,1567,"3,012"
"South Dakota, Stanley",SD,Stanley,South Dakota,SD,republican,Donald Trump,1567,"3,012"
"South Dakota, Sully",SD,Sully,South Dakota,SD,democrat,Hillary Clinton,861,"1,410"
"South Dakota, Sully",SD,Sully,South Dakota,SD,republican,Donald Trump,861,"1,410"
"South Dakota, Todd",SD,Todd,South Dakota,SD,democrat,Hillary Clinton,2125,"10,233"
"South Dakota, Todd",SD,Todd,South Dakota,SD,republican,Donald Trump,2125,"10,233"
"South Dakota, Tripp",SD,Tripp,South Dakota,SD,democrat,Hillary Clinton,2630,"5,495"
"South Dakota, Tripp",SD,Tripp,South Dakota,SD,republican,Donald Trump,2630,"5,495"
"South Dakota, Turner",SD,Turner,South Dakota,SD,democrat,Hillary Clinton,4150,"8,259"
"South Dakota, Turner",SD,Turner,South Dakota,SD,republican,Donald Trump,4150,"8,259"
"South Dakota, Union",SD,Union,South Dakota,SD,democrat,Hillary Clinton,7897,"15,137"
"South Dakota, Union",SD,Union,South Dakota,SD,republican,Donald Trump,7897,"15,137"
"South Dakota, Walworth",SD,Walworth,South Dakota,SD,democrat,Hillary Clinton,2477,"5,472"
"South Dakota, Walworth",SD,Walworth,South Dakota,SD,republican,Donald Trump,2477,"5,472"
"South Dakota, Yankton",SD,Yankton,South Dakota,SD,democrat,Hillary Clinton,9623,"22,649"
"South Dakota, Yankton",SD,Yankton,South Dakota,SD,republican,Donald Trump,9623,"22,649"
"South Dakota, Ziebach",SD,Ziebach,South Dakota,SD,democrat,Hillary Clinton,767,"2,871"
"South Dakota, Ziebach",SD,Ziebach,South Dakota,SD,republican,Donald Trump,767,"2,871"
"Tennessee, Anderson",TN,Anderson,Tennessee,TN,democrat,Hillary Clinton,29881,"75,528"
"Tennessee, Anderson",TN,Anderson,Tennessee,TN,republican,Donald Trump,29881,"75,528"
"Tennessee, Bedford",TN,Bedford,Tennessee,TN,democrat,Hillary Clinton,15355,"47,442"
"Tennessee, Bedford",TN,Bedford,Tennessee,TN,republican,Donald Trump,15355,"47,442"
"Tennessee, Benton",TN,Benton,Tennessee,TN,democrat,Hillary Clinton,6328,"16,082"
"Tennessee, Benton",TN,Benton,Tennessee,TN,republican,Donald Trump,6328,"16,082"
"Tennessee, Bledsoe",TN,Bledsoe,Tennessee,TN,democrat,Hillary Clinton,4664,"14,738"
"Tennessee, Bledsoe",TN,Bledsoe,Tennessee,TN,republican,Donald Trump,4664,"14,738"
"Tennessee, Blount",TN,Blount,Tennessee,TN,democrat,Hillary Clinton,52208,"128,264"
"Tennessee, Blount",TN,Blount,Tennessee,TN,republican,Donald Trump,52208,"128,264"
"Tennessee, Bradley",TN,Bradley,Tennessee,TN,democrat,Hillary Clinton,38666,"104,390"
"Tennessee, Bradley",TN,Bradley,Tennessee,TN,republican,Donald Trump,38666,"104,390"
"Tennessee, Campbell",TN,Campbell,Tennessee,TN,democrat,Hillary Clinton,12532,"39,784"
"Tennessee, Campbell",TN,Campbell,Tennessee,TN,republican,Donald Trump,12532,"39,784"
"Tennessee, Cannon",TN,Cannon,Tennessee,TN,democrat,Hillary Clinton,5314,"13,876"
"Tennessee, Cannon",TN,Cannon,Tennessee,TN,republican,Donald Trump,5314,"13,876"
"Tennessee, Carroll",TN,Carroll,Tennessee,TN,democrat,Hillary Clinton,10384,"27,901"
"Tennessee, Carroll",TN,Carroll,Tennessee,TN,republican,Donald Trump,10384,"27,901"
"Tennessee, Carter",TN,Carter,Tennessee,TN,democrat,Hillary Clinton,21084,"56,473"
"Tennessee, Carter",TN,Carter,Tennessee,TN,republican,Donald Trump,21084,"56,473"
"Tennessee, Cheatham",TN,Cheatham,Tennessee,TN,democrat,Hillary Clinton,15924,"39,775"
"Tennessee, Cheatham",TN,Cheatham,Tennessee,TN,republican,Donald Trump,15924,"39,775"
"Tennessee, Chester",TN,Chester,Tennessee,TN,democrat,Hillary Clinton,6507,"17,130"
"Tennessee, Chester",TN,Chester,Tennessee,TN,republican,Donald Trump,6507,"17,130"
"Tennessee, Claiborne",TN,Claiborne,Tennessee,TN,democrat,Hillary Clinton,10740,"31,634"
"Tennessee, Claiborne",TN,Claiborne,Tennessee,TN,republican,Donald Trump,10740,"31,634"
"Tennessee, Clay",TN,Clay,Tennessee,TN,democrat,Hillary Clinton,2920,"7,654"
"Tennessee, Clay",TN,Clay,Tennessee,TN,republican,Donald Trump,2920,"7,654"
"Tennessee, Cocke",TN,Cocke,Tennessee,TN,democrat,Hillary Clinton,12126,"35,234"
"Tennessee, Cocke",TN,Cocke,Tennessee,TN,republican,Donald Trump,12126,"35,234"
"Tennessee, Coffee",TN,Coffee,Tennessee,TN,democrat,Hillary Clinton,19971,"54,537"
"Tennessee, Coffee",TN,Coffee,Tennessee,TN,republican,Donald Trump,19971,"54,537"
"Tennessee, Crockett",TN,Crockett,Tennessee,TN,democrat,Hillary Clinton,5397,"14,448"
"Tennessee, Crockett",TN,Crockett,Tennessee,TN,republican,Donald Trump,5397,"14,448"
"Tennessee, Cumberland",TN,Cumberland,Tennessee,TN,democrat,Hillary Clinton,26360,"58,580"
"Tennessee, Cumberland",TN,Cumberland,Tennessee,TN,republican,Donald Trump,26360,"58,580"
"Tennessee, Davidson",TN,Davidson,Tennessee,TN,democrat,Hillary Clinton,249068,"685,829"
"Tennessee, Davidson",TN,Davidson,Tennessee,TN,republican,Donald Trump,249068,"685,829"
"Tennessee, DeKalb",TN,DeKalb,Tennessee,TN,democrat,Hillary Clinton,6955,"19,444"
"Tennessee, DeKalb",TN,DeKalb,Tennessee,TN,republican,Donald Trump,6955,"19,444"
"Tennessee, Decatur",TN,Decatur,Tennessee,TN,democrat,Hillary Clinton,4592,"11,735"
"Tennessee, Decatur",TN,Decatur,Tennessee,TN,republican,Donald Trump,4592,"11,735"
"Tennessee, Dickson",TN,Dickson,Tennessee,TN,democrat,Hillary Clinton,18699,"51,900"
"Tennessee, Dickson",TN,Dickson,Tennessee,TN,republican,Donald Trump,18699,"51,900"
"Tennessee, Dyer",TN,Dyer,Tennessee,TN,democrat,Hillary Clinton,13336,"37,542"
"Tennessee, Dyer",TN,Dyer,Tennessee,TN,republican,Donald Trump,13336,"37,542"
"Tennessee, Fayette",TN,Fayette,Tennessee,TN,democrat,Hillary Clinton,19394,"39,703"
"Tennessee, Fayette",TN,Fayette,Tennessee,TN,republican,Donald Trump,19394,"39,703"
"Tennessee, Fentress",TN,Fentress,Tennessee,TN,democrat,Hillary Clinton,7333,"18,040"
"Tennessee, Fentress",TN,Fentress,Tennessee,TN,republican,Donald Trump,7333,"18,040"
"Tennessee, Franklin",TN,Franklin,Tennessee,TN,democrat,Hillary Clinton,16404,"41,518"
"Tennessee, Franklin",TN,Franklin,Tennessee,TN,republican,Donald Trump,16404,"41,518"
"Tennessee, Gibson",TN,Gibson,Tennessee,TN,democrat,Hillary Clinton,19547,"49,250"
"Tennessee, Gibson",TN,Gibson,Tennessee,TN,republican,Donald Trump,19547,"49,250"
"Tennessee, Giles",TN,Giles,Tennessee,TN,democrat,Hillary Clinton,11137,"29,165"
"Tennessee, Giles",TN,Giles,Tennessee,TN,republican,Donald Trump,11137,"29,165"
"Tennessee, Grainger",TN,Grainger,Tennessee,TN,democrat,Hillary Clinton,8008,"23,095"
"Tennessee, Grainger",TN,Grainger,Tennessee,TN,republican,Donald Trump,8008,"23,095"
"Tennessee, Greene",TN,Greene,Tennessee,TN,democrat,Hillary Clinton,23583,"68,529"
"Tennessee, Greene",TN,Greene,Tennessee,TN,republican,Donald Trump,23583,"68,529"
"Tennessee, Grundy",TN,Grundy,Tennessee,TN,democrat,Hillary Clinton,4763,"13,276"
"Tennessee, Grundy",TN,Grundy,Tennessee,TN,republican,Donald Trump,4763,"13,276"
"Tennessee, Hamblen",TN,Hamblen,Tennessee,TN,democrat,Hillary Clinton,20692,"63,681"
"Tennessee, Hamblen",TN,Hamblen,Tennessee,TN,republican,Donald Trump,20692,"63,681"
"Tennessee, Hamilton",TN,Hamilton,Tennessee,TN,democrat,Hillary Clinton,142408,"357,778"
"Tennessee, Hamilton",TN,Hamilton,Tennessee,TN,republican,Donald Trump,142408,"357,778"
"Tennessee, Hancock",TN,Hancock,Tennessee,TN,democrat,Hillary Clinton,2231,"6,583"
"Tennessee, Hancock",TN,Hancock,Tennessee,TN,republican,Donald Trump,2231,"6,583"
"Tennessee, Hardeman",TN,Hardeman,Tennessee,TN,democrat,Hillary Clinton,9273,"25,584"
"Tennessee, Hardeman",TN,Hardeman,Tennessee,TN,republican,Donald Trump,9273,"25,584"
"Tennessee, Hardin",TN,Hardin,Tennessee,TN,democrat,Hillary Clinton,9949,"25,740"
"Tennessee, Hardin",TN,Hardin,Tennessee,TN,republican,Donald Trump,9949,"25,740"
"Tennessee, Hawkins",TN,Hawkins,Tennessee,TN,democrat,Hillary Clinton,20774,"56,565"
"Tennessee, Hawkins",TN,Hawkins,Tennessee,TN,republican,Donald Trump,20774,"56,565"
"Tennessee, Haywood",TN,Haywood,Tennessee,TN,democrat,Hillary Clinton,6834,"17,822"
"Tennessee, Haywood",TN,Haywood,Tennessee,TN,republican,Donald Trump,6834,"17,822"
"Tennessee, Henderson",TN,Henderson,Tennessee,TN,democrat,Hillary Clinton,10217,"27,855"
"Tennessee, Henderson",TN,Henderson,Tennessee,TN,republican,Donald Trump,10217,"27,855"
"Tennessee, Henry",TN,Henry,Tennessee,TN,democrat,Hillary Clinton,12945,"32,232"
"Tennessee, Henry",TN,Henry,Tennessee,TN,republican,Donald Trump,12945,"32,232"
"Tennessee, Hickman",TN,Hickman,Tennessee,TN,democrat,Hillary Clinton,7813,"24,666"
"Tennessee, Hickman",TN,Hickman,Tennessee,TN,republican,Donald Trump,7813,"24,666"
"Tennessee, Houston",TN,Houston,Tennessee,TN,democrat,Hillary Clinton,3168,"8,101"
"Tennessee, Houston",TN,Houston,Tennessee,TN,republican,Donald Trump,3168,"8,101"
"Tennessee, Humphreys",TN,Humphreys,Tennessee,TN,democrat,Hillary Clinton,7153,"18,383"
"Tennessee, Humphreys",TN,Humphreys,Tennessee,TN,republican,Donald Trump,7153,"18,383"
"Tennessee, Jackson",TN,Jackson,Tennessee,TN,democrat,Hillary Clinton,4466,"11,611"
"Tennessee, Jackson",TN,Jackson,Tennessee,TN,republican,Donald Trump,4466,"11,611"
"Tennessee, Jefferson",TN,Jefferson,Tennessee,TN,democrat,Hillary Clinton,19072,"53,148"
"Tennessee, Jefferson",TN,Jefferson,Tennessee,TN,republican,Donald Trump,19072,"53,148"
"Tennessee, Johnson",TN,Johnson,Tennessee,TN,democrat,Hillary Clinton,6579,"17,759"
"Tennessee, Johnson",TN,Johnson,Tennessee,TN,republican,Donald Trump,6579,"17,759"
"Tennessee, Knox",TN,Knox,Tennessee,TN,democrat,Hillary Clinton,180697,"456,089"
"Tennessee, Knox",TN,Knox,Tennessee,TN,republican,Donald Trump,180697,"456,089"
"Tennessee, Lake",TN,Lake,Tennessee,TN,democrat,Hillary Clinton,1970,"7,531"
"Tennessee, Lake",TN,Lake,Tennessee,TN,republican,Donald Trump,1970,"7,531"
"Tennessee, Lauderdale",TN,Lauderdale,Tennessee,TN,democrat,Hillary Clinton,8087,"25,320"
"Tennessee, Lauderdale",TN,Lauderdale,Tennessee,TN,republican,Donald Trump,8087,"25,320"
"Tennessee, Lawrence",TN,Lawrence,Tennessee,TN,democrat,Hillary Clinton,15666,"43,056"
"Tennessee, Lawrence",TN,Lawrence,Tennessee,TN,republican,Donald Trump,15666,"43,056"
"Tennessee, Lewis",TN,Lewis,Tennessee,TN,democrat,Hillary Clinton,4622,"11,891"
"Tennessee, Lewis",TN,Lewis,Tennessee,TN,republican,Donald Trump,4622,"11,891"
"Tennessee, Lincoln",TN,Lincoln,Tennessee,TN,democrat,Hillary Clinton,13348,"33,564"
"Tennessee, Lincoln",TN,Lincoln,Tennessee,TN,republican,Donald Trump,13348,"33,564"
"Tennessee, Loudon",TN,Loudon,Tennessee,TN,democrat,Hillary Clinton,23391,"51,373"
"Tennessee, Loudon",TN,Loudon,Tennessee,TN,republican,Donald Trump,23391,"51,373"
"Tennessee, Macon",TN,Macon,Tennessee,TN,democrat,Hillary Clinton,7504,"23,340"
"Tennessee, Macon",TN,Macon,Tennessee,TN,republican,Donald Trump,7504,"23,340"
"Tennessee, Madison",TN,Madison,Tennessee,TN,democrat,Hillary Clinton,38120,"97,478"
"Tennessee, Madison",TN,Madison,Tennessee,TN,republican,Donald Trump,38120,"97,478"
"Tennessee, Marion",TN,Marion,Tennessee,TN,democrat,Hillary Clinton,10862,"28,383"
"Tennessee, Marion",TN,Marion,Tennessee,TN,republican,Donald Trump,10862,"28,383"
"Tennessee, Marshall",TN,Marshall,Tennessee,TN,democrat,Hillary Clinton,11455,"32,035"
"Tennessee, Marshall",TN,Marshall,Tennessee,TN,republican,Donald Trump,11455,"32,035"
"Tennessee, Maury",TN,Maury,Tennessee,TN,democrat,Hillary Clinton,35369,"89,556"
"Tennessee, Maury",TN,Maury,Tennessee,TN,republican,Donald Trump,35369,"89,556"
"Tennessee, McMinn",TN,McMinn,Tennessee,TN,democrat,Hillary Clinton,18755,"52,700"
"Tennessee, McMinn",TN,McMinn,Tennessee,TN,republican,Donald Trump,18755,"52,700"
"Tennessee, McNairy",TN,McNairy,Tennessee,TN,democrat,Hillary Clinton,10038,"25,832"
"Tennessee, McNairy",TN,McNairy,Tennessee,TN,republican,Donald Trump,10038,"25,832"
"Tennessee, Meigs",TN,Meigs,Tennessee,TN,democrat,Hillary Clinton,4320,"11,953"
"Tennessee, Meigs",TN,Meigs,Tennessee,TN,republican,Donald Trump,4320,"11,953"
"Tennessee, Monroe",TN,Monroe,Tennessee,TN,democrat,Hillary Clinton,17093,"45,848"
"Tennessee, Monroe",TN,Monroe,Tennessee,TN,republican,Donald Trump,17093,"45,848"
"Tennessee, Montgomery",TN,Montgomery,Tennessee,TN,democrat,Hillary Clinton,57620,"194,424"
"Tennessee, Montgomery",TN,Montgomery,Tennessee,TN,republican,Donald Trump,57620,"194,424"
"Tennessee, Moore",TN,Moore,Tennessee,TN,democrat,Hillary Clinton,2926,"6,293"
"Tennessee, Moore",TN,Moore,Tennessee,TN,republican,Donald Trump,2926,"6,293"
"Tennessee, Morgan",TN,Morgan,Tennessee,TN,democrat,Hillary Clinton,6705,"21,741"
"Tennessee, Morgan",TN,Morgan,Tennessee,TN,republican,Donald Trump,6705,"21,741"
"Tennessee, Obion",TN,Obion,Tennessee,TN,democrat,Hillary Clinton,12249,"30,547"
"Tennessee, Obion",TN,Obion,Tennessee,TN,republican,Donald Trump,12249,"30,547"
"Tennessee, Overton",TN,Overton,Tennessee,TN,democrat,Hillary Clinton,8229,"21,964"
"Tennessee, Overton",TN,Overton,Tennessee,TN,republican,Donald Trump,8229,"21,964"
"Tennessee, Perry",TN,Perry,Tennessee,TN,democrat,Hillary Clinton,2855,"7,880"
"Tennessee, Perry",TN,Perry,Tennessee,TN,republican,Donald Trump,2855,"7,880"
"Tennessee, Pickett",TN,Pickett,Tennessee,TN,democrat,Hillary Clinton,2615,"5,091"
"Tennessee, Pickett",TN,Pickett,Tennessee,TN,republican,Donald Trump,2615,"5,091"
"Tennessee, Polk",TN,Polk,Tennessee,TN,democrat,Hillary Clinton,6520,"16,794"
"Tennessee, Polk",TN,Polk,Tennessee,TN,republican,Donald Trump,6520,"16,794"
"Tennessee, Putnam",TN,Putnam,Tennessee,TN,democrat,Hillary Clinton,27212,"75,985"
"Tennessee, Putnam",TN,Putnam,Tennessee,TN,republican,Donald Trump,27212,"75,985"
"Tennessee, Rhea",TN,Rhea,Tennessee,TN,democrat,Hillary Clinton,11062,"32,474"
"Tennessee, Rhea",TN,Rhea,Tennessee,TN,republican,Donald Trump,11062,"32,474"
"Tennessee, Roane",TN,Roane,Tennessee,TN,democrat,Hillary Clinton,21669,"52,944"
"Tennessee, Roane",TN,Roane,Tennessee,TN,republican,Donald Trump,21669,"52,944"
"Tennessee, Robertson",TN,Robertson,Tennessee,TN,democrat,Hillary Clinton,27113,"69,393"
"Tennessee, Robertson",TN,Robertson,Tennessee,TN,republican,Donald Trump,27113,"69,393"
"Tennessee, Rutherford",TN,Rutherford,Tennessee,TN,democrat,Hillary Clinton,107436,"307,415"
"Tennessee, Rutherford",TN,Rutherford,Tennessee,TN,republican,Donald Trump,107436,"307,415"
"Tennessee, Scott",TN,Scott,Tennessee,TN,democrat,Hillary Clinton,7123,"21,890"
"Tennessee, Scott",TN,Scott,Tennessee,TN,republican,Donald Trump,7123,"21,890"
"Tennessee, Sequatchie",TN,Sequatchie,Tennessee,TN,democrat,Hillary Clinton,5694,"14,754"
"Tennessee, Sequatchie",TN,Sequatchie,Tennessee,TN,republican,Donald Trump,5694,"14,754"
"Tennessee, Sevier",TN,Sevier,Tennessee,TN,democrat,Hillary Clinton,36312,"96,470"
"Tennessee, Sevier",TN,Sevier,Tennessee,TN,republican,Donald Trump,36312,"96,470"
"Tennessee, Shelby",TN,Shelby,Tennessee,TN,democrat,Hillary Clinton,337383,"936,021"
"Tennessee, Shelby",TN,Shelby,Tennessee,TN,republican,Donald Trump,337383,"936,021"
"Tennessee, Smith",TN,Smith,Tennessee,TN,democrat,Hillary Clinton,7436,"19,526"
"Tennessee, Smith",TN,Smith,Tennessee,TN,republican,Donald Trump,7436,"19,526"
"Tennessee, Stewart",TN,Stewart,Tennessee,TN,democrat,Hillary Clinton,5299,"13,190"
"Tennessee, Stewart",TN,Stewart,Tennessee,TN,republican,Donald Trump,5299,"13,190"
"Tennessee, Sullivan",TN,Sullivan,Tennessee,TN,democrat,Hillary Clinton,62278,"156,182"
"Tennessee, Sullivan",TN,Sullivan,Tennessee,TN,republican,Donald Trump,62278,"156,182"
"Tennessee, Sumner",TN,Sumner,Tennessee,TN,democrat,Hillary Clinton,71505,"179,332"
"Tennessee, Sumner",TN,Sumner,Tennessee,TN,republican,Donald Trump,71505,"179,332"
"Tennessee, Tipton",TN,Tipton,Tennessee,TN,democrat,Hillary Clinton,23481,"61,223"
"Tennessee, Tipton",TN,Tipton,Tennessee,TN,republican,Donald Trump,23481,"61,223"
"Tennessee, Trousdale",TN,Trousdale,Tennessee,TN,democrat,Hillary Clinton,3160,"9,955"
"Tennessee, Trousdale",TN,Trousdale,Tennessee,TN,republican,Donald Trump,3160,"9,955"
"Tennessee, Unicoi",TN,Unicoi,Tennessee,TN,democrat,Hillary Clinton,7195,"17,737"
"Tennessee, Unicoi",TN,Unicoi,Tennessee,TN,republican,Donald Trump,7195,"17,737"
"Tennessee, Union",TN,Union,Tennessee,TN,democrat,Hillary Clinton,6247,"19,219"
"Tennessee, Union",TN,Union,Tennessee,TN,republican,Donald Trump,6247,"19,219"
"Tennessee, Van Buren",TN,Van Buren,Tennessee,TN,democrat,Hillary Clinton,2419,"5,721"
"Tennessee, Van Buren",TN,Van Buren,Tennessee,TN,republican,Donald Trump,2419,"5,721"
"Tennessee, Warren",TN,Warren,Tennessee,TN,democrat,Hillary Clinton,13612,"40,428"
"Tennessee, Warren",TN,Warren,Tennessee,TN,republican,Donald Trump,13612,"40,428"
"Tennessee, Washington",TN,Washington,Tennessee,TN,democrat,Hillary Clinton,49750,"127,247"
"Tennessee, Washington",TN,Washington,Tennessee,TN,republican,Donald Trump,49750,"127,247"
"Tennessee, Wayne",TN,Wayne,Tennessee,TN,democrat,Hillary Clinton,5857,"16,747"
"Tennessee, Wayne",TN,Wayne,Tennessee,TN,republican,Donald Trump,5857,"16,747"
"Tennessee, Weakley",TN,Weakley,Tennessee,TN,democrat,Hillary Clinton,12184,"33,610"
"Tennessee, Weakley",TN,Weakley,Tennessee,TN,republican,Donald Trump,12184,"33,610"
"Tennessee, White",TN,White,Tennessee,TN,democrat,Hillary Clinton,9825,"26,463"
"Tennessee, White",TN,White,Tennessee,TN,republican,Donald Trump,9825,"26,463"
"Tennessee, Williamson",TN,Williamson,Tennessee,TN,democrat,Hillary Clinton,106271,"218,903"
"Tennessee, Williamson",TN,Williamson,Tennessee,TN,republican,Donald Trump,106271,"218,903"
"Tennessee, Wilson",TN,Wilson,Tennessee,TN,democrat,Hillary Clinton,56734,"132,494"
"Tennessee, Wilson",TN,Wilson,Tennessee,TN,republican,Donald Trump,56734,"132,494"
"Texas, Anderson",TX,Anderson,Texas,TX,democrat,Hillary Clinton,16977,"57,526"
"Texas, Anderson",TX,Anderson,Texas,TX,republican,Donald Trump,16977,"57,526"
"Texas, Andrews",TX,Andrews,Texas,TX,democrat,Hillary Clinton,4943,"17,791"
"Texas, Andrews",TX,Andrews,Texas,TX,republican,Donald Trump,4943,"17,791"
"Texas, Angelina",TX,Angelina,Texas,TX,democrat,Hillary Clinton,29911,"87,682"
"Texas, Angelina",TX,Angelina,Texas,TX,republican,Donald Trump,29911,"87,682"
"Texas, Aransas",TX,Aransas,Texas,TX,democrat,Hillary Clinton,10512,"25,162"
"Texas, Aransas",TX,Aransas,Texas,TX,republican,Donald Trump,10512,"25,162"
"Texas, Archer",TX,Archer,Texas,TX,democrat,Hillary Clinton,4283,"8,781"
"Texas, Archer",TX,Archer,Texas,TX,republican,Donald Trump,4283,"8,781"
"Texas, Armstrong",TX,Armstrong,Texas,TX,democrat,Hillary Clinton,1021,"1,843"
"Texas, Armstrong",TX,Armstrong,Texas,TX,republican,Donald Trump,1021,"1,843"
"Texas, Atascosa",TX,Atascosa,Texas,TX,democrat,Hillary Clinton,13673,"48,720"
"Texas, Atascosa",TX,Atascosa,Texas,TX,republican,Donald Trump,13673,"48,720"
"Texas, Austin",TX,Austin,Texas,TX,democrat,Hillary Clinton,12274,"29,629"
"Texas, Austin",TX,Austin,Texas,TX,republican,Donald Trump,12274,"29,629"
"Texas, Bailey",TX,Bailey,Texas,TX,democrat,Hillary Clinton,1793,"7,196"
"Texas, Bailey",TX,Bailey,Texas,TX,republican,Donald Trump,1793,"7,196"
"Texas, Bandera",TX,Bandera,Texas,TX,democrat,Hillary Clinton,10218,"21,701"
"Texas, Bandera",TX,Bandera,Texas,TX,republican,Donald Trump,10218,"21,701"
"Texas, Bastrop",TX,Bastrop,Texas,TX,democrat,Hillary Clinton,28454,"82,591"
"Texas, Bastrop",TX,Bastrop,Texas,TX,republican,Donald Trump,28454,"82,591"
"Texas, Baylor",TX,Baylor,Texas,TX,democrat,Hillary Clinton,1499,"3,638"
"Texas, Baylor",TX,Baylor,Texas,TX,republican,Donald Trump,1499,"3,638"
"Texas, Bee",TX,Bee,Texas,TX,democrat,Hillary Clinton,8485,"32,812"
"Texas, Bee",TX,Bee,Texas,TX,republican,Donald Trump,8485,"32,812"
"Texas, Bell",TX,Bell,Texas,TX,democrat,Hillary Clinton,94994,"341,094"
"Texas, Bell",TX,Bell,Texas,TX,republican,Donald Trump,94994,"341,094"
"Texas, Bexar",TX,Bexar,Texas,TX,democrat,Hillary Clinton,589645,"1,927,651"
"Texas, Bexar",TX,Bexar,Texas,TX,republican,Donald Trump,589645,"1,927,651"
"Texas, Blanco",TX,Blanco,Texas,TX,democrat,Hillary Clinton,5685,"11,301"
"Texas, Blanco",TX,Blanco,Texas,TX,republican,Donald Trump,5685,"11,301"
"Texas, Borden",TX,Borden,Texas,TX,democrat,Hillary Clinton,365,657
"Texas, Borden",TX,Borden,Texas,TX,republican,Donald Trump,365,657
"Texas, Bosque",TX,Bosque,Texas,TX,democrat,Hillary Clinton,7838,"18,009"
"Texas, Bosque",TX,Bosque,Texas,TX,republican,Donald Trump,7838,"18,009"
"Texas, Bowie",TX,Bowie,Texas,TX,democrat,Hillary Clinton,34602,"93,424"
"Texas, Bowie",TX,Bowie,Texas,TX,republican,Donald Trump,34602,"93,424"
"Texas, Brazoria",TX,Brazoria,Texas,TX,democrat,Hillary Clinton,121181,"353,155"
"Texas, Brazoria",TX,Brazoria,Texas,TX,republican,Donald Trump,121181,"353,155"
"Texas, Brazos",TX,Brazos,Texas,TX,democrat,Hillary Clinton,67211,"219,739"
"Texas, Brazos",TX,Brazos,Texas,TX,republican,Donald Trump,67211,"219,739"
"Texas, Brewster",TX,Brewster,Texas,TX,democrat,Hillary Clinton,4252,"9,211"
"Texas, Brewster",TX,Brewster,Texas,TX,republican,Donald Trump,4252,"9,211"
"Texas, Briscoe",TX,Briscoe,Texas,TX,democrat,Hillary Clinton,736,"1,483"
"Texas, Briscoe",TX,Briscoe,Texas,TX,republican,Donald Trump,736,"1,483"
"Texas, Brooks",TX,Brooks,Texas,TX,democrat,Hillary Clinton,2596,"7,190"
"Texas, Brooks",TX,Brooks,Texas,TX,republican,Donald Trump,2596,"7,190"
"Texas, Brown",TX,Brown,Texas,TX,democrat,Hillary Clinton,14026,"38,039"
"Texas, Brown",TX,Brown,Texas,TX,republican,Donald Trump,14026,"38,039"
"Texas, Burleson",TX,Burleson,Texas,TX,democrat,Hillary Clinton,6960,"17,848"
"Texas, Burleson",TX,Burleson,Texas,TX,republican,Donald Trump,6960,"17,848"
"Texas, Burnet",TX,Burnet,Texas,TX,democrat,Hillary Clinton,19204,"45,817"
"Texas, Burnet",TX,Burnet,Texas,TX,republican,Donald Trump,19204,"45,817"
"Texas, Caldwell",TX,Caldwell,Texas,TX,democrat,Hillary Clinton,12092,"41,147"
"Texas, Caldwell",TX,Caldwell,Texas,TX,republican,Donald Trump,12092,"41,147"
"Texas, Calhoun",TX,Calhoun,Texas,TX,democrat,Hillary Clinton,6965,"21,948"
