Location,State_Code_x,County,State,State_Code_y,Party,Candidate,Total_Votes,County_Pop_2016
"Illinois, Richland",IL,Richland,Illinois,IL,democrat,Hillary Clinton,7684,"15,829"
"Illinois, Richland",IL,Richland,Illinois,IL,republican,Donald Trump,7684,"15,829"
"Illinois, Rock Island",IL,Rock Island,Illinois,IL,democrat,Hillary Clinton,63994,"144,943"
"Illinois, Rock Island",IL,Rock Island,Illinois,IL,republican,Donald Trump,63994,"144,943"
"Illinois, Saline",IL,Saline,Illinois,IL,democrat,Hillary Clinton,11384,"24,230"
"Illinois, Saline",IL,Saline,Illinois,IL,republican,Donald Trump,11384,"24,230"
"Illinois, Sangamon",IL,Sangamon,Illinois,IL,democrat,Hillary Clinton,98373,"198,026"
"Illinois, Sangamon",IL,Sangamon,Illinois,IL,republican,Donald Trump,98373,"198,026"
"Illinois, Schuyler",IL,Schuyler,Illinois,IL,democrat,Hillary Clinton,3828,"7,030"
"Illinois, Schuyler",IL,Schuyler,Illinois,IL,republican,Donald Trump,3828,"7,030"
"Illinois, Scott",IL,Scott,Illinois,IL,democrat,Hillary Clinton,2608,"5,052"
"Illinois, Scott",IL,Scott,Illinois,IL,republican,Donald Trump,2608,"5,052"
"Illinois, Shelby",IL,Shelby,Illinois,IL,democrat,Hillary Clinton,11010,"21,733"
"Illinois, Shelby",IL,Shelby,Illinois,IL,republican,Donald Trump,11010,"21,733"
"Illinois, St. Clair",IL,St. Clair,Illinois,IL,democrat,Hillary Clinton,120580,
"Illinois, St. Clair",IL,St. Clair,Illinois,IL,republican,Donald Trump,120580,
"Illinois, Stark",IL,Stark,Illinois,IL,democrat,Hillary Clinton,2743,"5,512"
"Illinois, Stark",IL,Stark,Illinois,IL,republican,Donald Trump,2743,"5,512"
"Illinois, Stephenson",IL,Stephenson,Illinois,IL,democrat,Hillary Clinton,20343,"45,503"
"Illinois, Stephenson",IL,Stephenson,Illinois,IL,republican,Donald Trump,20343,"45,503"
"Illinois, Tazewell",IL,Tazewell,Illinois,IL,democrat,Hillary Clinton,64400,"133,932"
"Illinois, Tazewell",IL,Tazewell,Illinois,IL,republican,Donald Trump,64400,"133,932"
"Illinois, Union",IL,Union,Illinois,IL,democrat,Hillary Clinton,8537,"17,105"
"Illinois, Union",IL,Union,Illinois,IL,republican,Donald Trump,8537,"17,105"
"Illinois, Vermilion",IL,Vermilion,Illinois,IL,democrat,Hillary Clinton,30570,"78,494"
"Illinois, Vermilion",IL,Vermilion,Illinois,IL,republican,Donald Trump,30570,"78,494"
"Illinois, Wabash",IL,Wabash,Illinois,IL,democrat,Hillary Clinton,5464,"11,542"
"Illinois, Wabash",IL,Wabash,Illinois,IL,republican,Donald Trump,5464,"11,542"
"Illinois, Warren",IL,Warren,Illinois,IL,democrat,Hillary Clinton,7807,"17,294"
"Illinois, Warren",IL,Warren,Illinois,IL,republican,Donald Trump,7807,"17,294"
"Illinois, Washington",IL,Washington,Illinois,IL,democrat,Hillary Clinton,7427,"14,179"
"Illinois, Washington",IL,Washington,Illinois,IL,republican,Donald Trump,7427,"14,179"
"Illinois, Wayne",IL,Wayne,Illinois,IL,democrat,Hillary Clinton,8261,"16,542"
"Illinois, Wayne",IL,Wayne,Illinois,IL,republican,Donald Trump,8261,"16,542"
"Illinois, White",IL,White,Illinois,IL,democrat,Hillary Clinton,7335,"14,079"
"Illinois, White",IL,White,Illinois,IL,republican,Donald Trump,7335,"14,079"
"Illinois, Whiteside",IL,Whiteside,Illinois,IL,democrat,Hillary Clinton,25582,"56,476"
"Illinois, Whiteside",IL,Whiteside,Illinois,IL,republican,Donald Trump,25582,"56,476"
"Illinois, Will",IL,Will,Illinois,IL,democrat,Hillary Clinton,300904,"688,328"
"Illinois, Will",IL,Will,Illinois,IL,republican,Donald Trump,300904,"688,328"
"Illinois, Williamson",IL,Williamson,Illinois,IL,democrat,Hillary Clinton,31852,"67,454"
"Illinois, Williamson",IL,Williamson,Illinois,IL,republican,Donald Trump,31852,"67,454"
"Illinois, Winnebago",IL,Winnebago,Illinois,IL,democrat,Hillary Clinton,118376,"286,065"
"Illinois, Winnebago",IL,Winnebago,Illinois,IL,republican,Donald Trump,118376,"286,065"
"Illinois, Woodford",IL,Woodford,Illinois,IL,democrat,Hillary Clinton,19864,"38,913"
"Illinois, Woodford",IL,Woodford,Illinois,IL,republican,Donald Trump,19864,"38,913"
"Indiana, Adams",IN,Adams,Indiana,IN,democrat,Hillary Clinton,13090,"35,178"
"Indiana, Adams",IN,Adams,Indiana,IN,republican,Donald Trump,13090,"35,178"
"Indiana, Allen",IN,Allen,Indiana,IN,democrat,Hillary Clinton,147137,"369,412"
"Indiana, Allen",IN,Allen,Indiana,IN,republican,Donald Trump,147137,"369,412"
"Indiana, Bartholomew",IN,Bartholomew,Indiana,IN,democrat,Hillary Clinton,32490,"82,231"
"Indiana, Bartholomew",IN,Bartholomew,Indiana,IN,republican,Donald Trump,32490,"82,231"
"Indiana, Benton",IN,Benton,Indiana,IN,democrat,Hillary Clinton,3666,"8,658"
"Indiana, Benton",IN,Benton,Indiana,IN,republican,Donald Trump,3666,"8,658"
"Indiana, Blackford",IN,Blackford,Indiana,IN,democrat,Hillary Clinton,4839,"12,115"
"Indiana, Blackford",IN,Blackford,Indiana,IN,republican,Donald Trump,4839,"12,115"
"Indiana, Boone",IN,Boone,Indiana,IN,democrat,Hillary Clinton,32178,"64,192"
"Indiana, Boone",IN,Boone,Indiana,IN,republican,Donald Trump,32178,"64,192"
"Indiana, Brown",IN,Brown,Indiana,IN,democrat,Hillary Clinton,7945,"14,996"
"Indiana, Brown",IN,Brown,Indiana,IN,republican,Donald Trump,7945,"14,996"
"Indiana, Carroll",IN,Carroll,Indiana,IN,democrat,Hillary Clinton,8643,"19,973"
"Indiana, Carroll",IN,Carroll,Indiana,IN,republican,Donald Trump,8643,"19,973"
"Indiana, Cass",IN,Cass,Indiana,IN,democrat,Hillary Clinton,14209,"37,905"
"Indiana, Cass",IN,Cass,Indiana,IN,republican,Donald Trump,14209,"37,905"
"Indiana, Clark",IN,Clark,Indiana,IN,democrat,Hillary Clinton,51147,"115,588"
"Indiana, Clark",IN,Clark,Indiana,IN,republican,Donald Trump,51147,"115,588"
"Indiana, Clay",IN,Clay,Indiana,IN,democrat,Hillary Clinton,11282,"26,210"
"Indiana, Clay",IN,Clay,Indiana,IN,republican,Donald Trump,11282,"26,210"
"Indiana, Clinton",IN,Clinton,Indiana,IN,democrat,Hillary Clinton,11936,"32,207"
"Indiana, Clinton",IN,Clinton,Indiana,IN,republican,Donald Trump,11936,"32,207"
"Indiana, Crawford",IN,Crawford,Indiana,IN,democrat,Hillary Clinton,4593,"10,583"
"Indiana, Crawford",IN,Crawford,Indiana,IN,republican,Donald Trump,4593,"10,583"
"Indiana, Daviess",IN,Daviess,Indiana,IN,democrat,Hillary Clinton,10768,"33,010"
"Indiana, Daviess",IN,Daviess,Indiana,IN,republican,Donald Trump,10768,"33,010"
"Indiana, DeKalb",IN,DeKalb,Indiana,IN,democrat,Hillary Clinton,16902,"42,652"
"Indiana, DeKalb",IN,DeKalb,Indiana,IN,republican,Donald Trump,16902,"42,652"
"Indiana, Dearborn",IN,Dearborn,Indiana,IN,democrat,Hillary Clinton,23987,"49,436"
"Indiana, Dearborn",IN,Dearborn,Indiana,IN,republican,Donald Trump,23987,"49,436"
"Indiana, Decatur",IN,Decatur,Indiana,IN,democrat,Hillary Clinton,11127,"26,565"
"Indiana, Decatur",IN,Decatur,Indiana,IN,republican,Donald Trump,11127,"26,565"
"Indiana, Delaware",IN,Delaware,Indiana,IN,democrat,Hillary Clinton,45123,"115,657"
"Indiana, Delaware",IN,Delaware,Indiana,IN,republican,Donald Trump,45123,"115,657"
"Indiana, Dubois",IN,Dubois,Indiana,IN,democrat,Hillary Clinton,19984,"42,450"
"Indiana, Dubois",IN,Dubois,Indiana,IN,republican,Donald Trump,19984,"42,450"
"Indiana, Elkhart",IN,Elkhart,Indiana,IN,democrat,Hillary Clinton,65630,"203,642"
"Indiana, Elkhart",IN,Elkhart,Indiana,IN,republican,Donald Trump,65630,"203,642"
"Indiana, Fayette",IN,Fayette,Indiana,IN,democrat,Hillary Clinton,9530,"23,252"
"Indiana, Fayette",IN,Fayette,Indiana,IN,republican,Donald Trump,9530,"23,252"
"Indiana, Floyd",IN,Floyd,Indiana,IN,democrat,Hillary Clinton,37425,"76,734"
"Indiana, Floyd",IN,Floyd,Indiana,IN,republican,Donald Trump,37425,"76,734"
"Indiana, Fountain",IN,Fountain,Indiana,IN,democrat,Hillary Clinton,7492,"16,457"
"Indiana, Fountain",IN,Fountain,Indiana,IN,republican,Donald Trump,7492,"16,457"
"Indiana, Franklin",IN,Franklin,Indiana,IN,democrat,Hillary Clinton,11013,"22,770"
"Indiana, Franklin",IN,Franklin,Indiana,IN,republican,Donald Trump,11013,"22,770"
"Indiana, Fulton",IN,Fulton,Indiana,IN,democrat,Hillary Clinton,8374,"20,118"
"Indiana, Fulton",IN,Fulton,Indiana,IN,republican,Donald Trump,8374,"20,118"
"Indiana, Gibson",IN,Gibson,Indiana,IN,democrat,Hillary Clinton,15484,"33,644"
"Indiana, Gibson",IN,Gibson,Indiana,IN,republican,Donald Trump,15484,"33,644"
"Indiana, Grant",IN,Grant,Indiana,IN,democrat,Hillary Clinton,25312,"66,669"
"Indiana, Grant",IN,Grant,Indiana,IN,republican,Donald Trump,25312,"66,669"
"Indiana, Greene",IN,Greene,Indiana,IN,democrat,Hillary Clinton,13801,"32,228"
"Indiana, Greene",IN,Greene,Indiana,IN,republican,Donald Trump,13801,"32,228"
"Indiana, Hamilton",IN,Hamilton,Indiana,IN,democrat,Hillary Clinton,154256,"315,902"
"Indiana, Hamilton",IN,Hamilton,Indiana,IN,republican,Donald Trump,154256,"315,902"
"Indiana, Hancock",IN,Hancock,Indiana,IN,democrat,Hillary Clinton,36181,"73,765"
"Indiana, Hancock",IN,Hancock,Indiana,IN,republican,Donald Trump,36181,"73,765"
"Indiana, Harrison",IN,Harrison,Indiana,IN,democrat,Hillary Clinton,18558,"39,661"
"Indiana, Harrison",IN,Harrison,Indiana,IN,republican,Donald Trump,18558,"39,661"
"Indiana, Hendricks",IN,Hendricks,Indiana,IN,democrat,Hillary Clinton,75559,"160,376"
"Indiana, Hendricks",IN,Hendricks,Indiana,IN,republican,Donald Trump,75559,"160,376"
"Indiana, Henry",IN,Henry,Indiana,IN,democrat,Hillary Clinton,20155,"48,345"
"Indiana, Henry",IN,Henry,Indiana,IN,republican,Donald Trump,20155,"48,345"
"Indiana, Howard",IN,Howard,Indiana,IN,democrat,Hillary Clinton,36843,"82,304"
"Indiana, Howard",IN,Howard,Indiana,IN,republican,Donald Trump,36843,"82,304"
"Indiana, Huntington",IN,Huntington,Indiana,IN,democrat,Hillary Clinton,16043,"36,294"
"Indiana, Huntington",IN,Huntington,Indiana,IN,republican,Donald Trump,16043,"36,294"
"Indiana, Jackson",IN,Jackson,Indiana,IN,democrat,Hillary Clinton,17573,"43,997"
"Indiana, Jackson",IN,Jackson,Indiana,IN,republican,Donald Trump,17573,"43,997"
"Indiana, Jasper",IN,Jasper,Indiana,IN,democrat,Hillary Clinton,13378,"33,405"
"Indiana, Jasper",IN,Jasper,Indiana,IN,republican,Donald Trump,13378,"33,405"
"Indiana, Jay",IN,Jay,Indiana,IN,democrat,Hillary Clinton,7986,"21,017"
"Indiana, Jay",IN,Jay,Indiana,IN,republican,Donald Trump,7986,"21,017"
"Indiana, Jefferson",IN,Jefferson,Indiana,IN,democrat,Hillary Clinton,13544,"32,230"
"Indiana, Jefferson",IN,Jefferson,Indiana,IN,republican,Donald Trump,13544,"32,230"
"Indiana, Jennings",IN,Jennings,Indiana,IN,democrat,Hillary Clinton,11150,"27,648"
"Indiana, Jennings",IN,Jennings,Indiana,IN,republican,Donald Trump,11150,"27,648"
"Indiana, Johnson",IN,Johnson,Indiana,IN,democrat,Hillary Clinton,66500,"151,540"
"Indiana, Johnson",IN,Johnson,Indiana,IN,republican,Donald Trump,66500,"151,540"
"Indiana, Knox",IN,Knox,Indiana,IN,democrat,Hillary Clinton,15516,"37,333"
"Indiana, Knox",IN,Knox,Indiana,IN,republican,Donald Trump,15516,"37,333"
"Indiana, Kosciusko",IN,Kosciusko,Indiana,IN,democrat,Hillary Clinton,32084,"78,732"
"Indiana, Kosciusko",IN,Kosciusko,Indiana,IN,republican,Donald Trump,32084,"78,732"
"Indiana, LaGrange",IN,LaGrange,Indiana,IN,democrat,Hillary Clinton,9566,"39,113"
"Indiana, LaGrange",IN,LaGrange,Indiana,IN,republican,Donald Trump,9566,"39,113"
"Indiana, LaPorte",IN,LaPorte,Indiana,IN,democrat,Hillary Clinton,45203,"110,222"
"Indiana, LaPorte",IN,LaPorte,Indiana,IN,republican,Donald Trump,45203,"110,222"
"Indiana, Lake",IN,Lake,Indiana,IN,democrat,Hillary Clinton,201205,"486,092"
"Indiana, Lake",IN,Lake,Indiana,IN,republican,Donald Trump,201205,"486,092"
"Indiana, Lawrence",IN,Lawrence,Indiana,IN,democrat,Hillary Clinton,19152,"45,578"
"Indiana, Lawrence",IN,Lawrence,Indiana,IN,republican,Donald Trump,19152,"45,578"
"Indiana, Madison",IN,Madison,Indiana,IN,democrat,Hillary Clinton,53909,"129,329"
"Indiana, Madison",IN,Madison,Indiana,IN,republican,Donald Trump,53909,"129,329"
"Indiana, Marion",IN,Marion,Indiana,IN,democrat,Hillary Clinton,362372,"945,685"
"Indiana, Marion",IN,Marion,Indiana,IN,republican,Donald Trump,362372,"945,685"
"Indiana, Marshall",IN,Marshall,Indiana,IN,democrat,Hillary Clinton,18082,"46,586"
"Indiana, Marshall",IN,Marshall,Indiana,IN,republican,Donald Trump,18082,"46,586"
"Indiana, Martin",IN,Martin,Indiana,IN,democrat,Hillary Clinton,4809,"10,190"
"Indiana, Martin",IN,Martin,Indiana,IN,republican,Donald Trump,4809,"10,190"
"Indiana, Miami",IN,Miami,Indiana,IN,democrat,Hillary Clinton,13482,"36,043"
"Indiana, Miami",IN,Miami,Indiana,IN,republican,Donald Trump,13482,"36,043"
"Indiana, Monroe",IN,Monroe,Indiana,IN,democrat,Hillary Clinton,58454,"145,757"
"Indiana, Monroe",IN,Monroe,Indiana,IN,republican,Donald Trump,58454,"145,757"
"Indiana, Montgomery",IN,Montgomery,Indiana,IN,democrat,Hillary Clinton,15156,"38,238"
"Indiana, Montgomery",IN,Montgomery,Indiana,IN,republican,Donald Trump,15156,"38,238"
"Indiana, Morgan",IN,Morgan,Indiana,IN,democrat,Hillary Clinton,31280,"69,633"
"Indiana, Morgan",IN,Morgan,Indiana,IN,republican,Donald Trump,31280,"69,633"
"Indiana, Newton",IN,Newton,Indiana,IN,democrat,Hillary Clinton,5795,"13,992"
"Indiana, Newton",IN,Newton,Indiana,IN,republican,Donald Trump,5795,"13,992"
"Indiana, Noble",IN,Noble,Indiana,IN,democrat,Hillary Clinton,16890,"47,398"
"Indiana, Noble",IN,Noble,Indiana,IN,republican,Donald Trump,16890,"47,398"
"Indiana, Ohio",IN,Ohio,Indiana,IN,democrat,Hillary Clinton,2921,"5,885"
"Indiana, Ohio",IN,Ohio,Indiana,IN,republican,Donald Trump,2921,"5,885"
"Indiana, Orange",IN,Orange,Indiana,IN,democrat,Hillary Clinton,8192,"19,473"
"Indiana, Orange",IN,Orange,Indiana,IN,republican,Donald Trump,8192,"19,473"
"Indiana, Owen",IN,Owen,Indiana,IN,democrat,Hillary Clinton,8557,"20,898"
"Indiana, Owen",IN,Owen,Indiana,IN,republican,Donald Trump,8557,"20,898"
"Indiana, Parke",IN,Parke,Indiana,IN,democrat,Hillary Clinton,6582,"16,938"
"Indiana, Parke",IN,Parke,Indiana,IN,republican,Donald Trump,6582,"16,938"
"Indiana, Perry",IN,Perry,Indiana,IN,democrat,Hillary Clinton,8055,"18,978"
"Indiana, Perry",IN,Perry,Indiana,IN,republican,Donald Trump,8055,"18,978"
"Indiana, Pike",IN,Pike,Indiana,IN,democrat,Hillary Clinton,5977,"12,391"
"Indiana, Pike",IN,Pike,Indiana,IN,republican,Donald Trump,5977,"12,391"
"Indiana, Porter",IN,Porter,Indiana,IN,democrat,Hillary Clinton,77190,"167,475"
"Indiana, Porter",IN,Porter,Indiana,IN,republican,Donald Trump,77190,"167,475"
"Indiana, Posey",IN,Posey,Indiana,IN,democrat,Hillary Clinton,12467,"25,639"
"Indiana, Posey",IN,Posey,Indiana,IN,republican,Donald Trump,12467,"25,639"
"Indiana, Pulaski",IN,Pulaski,Indiana,IN,democrat,Hillary Clinton,5459,"12,618"
"Indiana, Pulaski",IN,Pulaski,Indiana,IN,republican,Donald Trump,5459,"12,618"
"Indiana, Putnam",IN,Putnam,Indiana,IN,democrat,Hillary Clinton,14715,"37,113"
"Indiana, Putnam",IN,Putnam,Indiana,IN,republican,Donald Trump,14715,"37,113"
"Indiana, Randolph",IN,Randolph,Indiana,IN,democrat,Hillary Clinton,10458,"25,112"
"Indiana, Randolph",IN,Randolph,Indiana,IN,republican,Donald Trump,10458,"25,112"
"Indiana, Ripley",IN,Ripley,Indiana,IN,democrat,Hillary Clinton,12810,"28,381"
"Indiana, Ripley",IN,Ripley,Indiana,IN,republican,Donald Trump,12810,"28,381"
"Indiana, Rush",IN,Rush,Indiana,IN,democrat,Hillary Clinton,7214,"16,639"
"Indiana, Rush",IN,Rush,Indiana,IN,republican,Donald Trump,7214,"16,639"
"Indiana, Scott",IN,Scott,Indiana,IN,democrat,Hillary Clinton,9101,"23,687"
"Indiana, Scott",IN,Scott,Indiana,IN,republican,Donald Trump,9101,"23,687"
"Indiana, Shelby",IN,Shelby,Indiana,IN,democrat,Hillary Clinton,17994,"44,229"
"Indiana, Shelby",IN,Shelby,Indiana,IN,republican,Donald Trump,17994,"44,229"
"Indiana, Spencer",IN,Spencer,Indiana,IN,democrat,Hillary Clinton,9979,"20,491"
"Indiana, Spencer",IN,Spencer,Indiana,IN,republican,Donald Trump,9979,"20,491"
"Indiana, St. Joseph",IN,St. Joseph,Indiana,IN,democrat,Hillary Clinton,110060,
"Indiana, St. Joseph",IN,St. Joseph,Indiana,IN,republican,Donald Trump,110060,
"Indiana, Starke",IN,Starke,Indiana,IN,democrat,Hillary Clinton,9226,"23,019"
"Indiana, Starke",IN,Starke,Indiana,IN,republican,Donald Trump,9226,"23,019"
"Indiana, Steuben",IN,Steuben,Indiana,IN,democrat,Hillary Clinton,14566,"34,329"
"Indiana, Steuben",IN,Steuben,Indiana,IN,republican,Donald Trump,14566,"34,329"
"Indiana, Sullivan",IN,Sullivan,Indiana,IN,democrat,Hillary Clinton,8559,"20,710"
"Indiana, Sullivan",IN,Sullivan,Indiana,IN,republican,Donald Trump,8559,"20,710"
"Indiana, Switzerland",IN,Switzerland,Indiana,IN,democrat,Hillary Clinton,3699,"10,641"
"Indiana, Switzerland",IN,Switzerland,Indiana,IN,republican,Donald Trump,3699,"10,641"
"Indiana, Tippecanoe",IN,Tippecanoe,Indiana,IN,democrat,Hillary Clinton,62515,"190,292"
"Indiana, Tippecanoe",IN,Tippecanoe,Indiana,IN,republican,Donald Trump,62515,"190,292"
"Indiana, Tipton",IN,Tipton,Indiana,IN,democrat,Hillary Clinton,7510,"15,163"
"Indiana, Tipton",IN,Tipton,Indiana,IN,republican,Donald Trump,7510,"15,163"
"Indiana, Union",IN,Union,Indiana,IN,democrat,Hillary Clinton,3291,"7,139"
"Indiana, Union",IN,Union,Indiana,IN,republican,Donald Trump,3291,"7,139"
"Indiana, Vanderburgh",IN,Vanderburgh,Indiana,IN,democrat,Hillary Clinton,72507,"181,427"
"Indiana, Vanderburgh",IN,Vanderburgh,Indiana,IN,republican,Donald Trump,72507,"181,427"
"Indiana, Vermillion",IN,Vermillion,Indiana,IN,democrat,Hillary Clinton,6939,"15,593"
"Indiana, Vermillion",IN,Vermillion,Indiana,IN,republican,Donald Trump,6939,"15,593"
"Indiana, Vigo",IN,Vigo,Indiana,IN,democrat,Hillary Clinton,39818,"107,790"
"Indiana, Vigo",IN,Vigo,Indiana,IN,republican,Donald Trump,39818,"107,790"
"Indiana, Wabash",IN,Wabash,Indiana,IN,democrat,Hillary Clinton,13468,"31,513"
"Indiana, Wabash",IN,Wabash,Indiana,IN,republican,Donald Trump,13468,"31,513"
"Indiana, Warren",IN,Warren,Indiana,IN,democrat,Hillary Clinton,3930,"8,165"
"Indiana, Warren",IN,Warren,Indiana,IN,republican,Donald Trump,3930,"8,165"
"Indiana, Warrick",IN,Warrick,Indiana,IN,democrat,Hillary Clinton,29589,"62,005"
"Indiana, Warrick",IN,Warrick,Indiana,IN,republican,Donald Trump,29589,"62,005"
"Indiana, Washington",IN,Washington,Indiana,IN,democrat,Hillary Clinton,11382,"27,728"
"Indiana, Washington",IN,Washington,Indiana,IN,republican,Donald Trump,11382,"27,728"
"Indiana, Wayne",IN,Wayne,Indiana,IN,democrat,Hillary Clinton,25579,"66,630"
"Indiana, Wayne",IN,Wayne,Indiana,IN,republican,Donald Trump,25579,"66,630"
"Indiana, Wells",IN,Wells,Indiana,IN,democrat,Hillary Clinton,13185,"27,865"
"Indiana, Wells",IN,Wells,Indiana,IN,republican,Donald Trump,13185,"27,865"
"Indiana, White",IN,White,Indiana,IN,democrat,Hillary Clinton,10053,"24,074"
"Indiana, White",IN,White,Indiana,IN,republican,Donald Trump,10053,"24,074"
"Indiana, Whitley",IN,Whitley,Indiana,IN,democrat,Hillary Clinton,15623,"33,475"
"Indiana, Whitley",IN,Whitley,Indiana,IN,republican,Donald Trump,15623,"33,475"
"Iowa, Adair",IA,Adair,Iowa,IA,democrat,Hillary Clinton,3811,"7,005"
"Iowa, Adair",IA,Adair,Iowa,IA,republican,Donald Trump,3811,"7,005"
"Iowa, Adams",IA,Adams,Iowa,IA,democrat,Hillary Clinton,2106,"3,692"
"Iowa, Adams",IA,Adams,Iowa,IA,republican,Donald Trump,2106,"3,692"
"Iowa, Allamakee",IA,Allamakee,Iowa,IA,democrat,Hillary Clinton,6923,"13,851"
"Iowa, Allamakee",IA,Allamakee,Iowa,IA,republican,Donald Trump,6923,"13,851"
"Iowa, Appanoose",IA,Appanoose,Iowa,IA,democrat,Hillary Clinton,6136,"12,505"
"Iowa, Appanoose",IA,Appanoose,Iowa,IA,republican,Donald Trump,6136,"12,505"
"Iowa, Audubon",IA,Audubon,Iowa,IA,democrat,Hillary Clinton,3412,"5,626"
"Iowa, Audubon",IA,Audubon,Iowa,IA,republican,Donald Trump,3412,"5,626"
"Iowa, Benton",IA,Benton,Iowa,IA,democrat,Hillary Clinton,13844,"25,644"
"Iowa, Benton",IA,Benton,Iowa,IA,republican,Donald Trump,13844,"25,644"
"Iowa, Black Hawk",IA,Black Hawk,Iowa,IA,democrat,Hillary Clinton,64405,"133,077"
"Iowa, Black Hawk",IA,Black Hawk,Iowa,IA,republican,Donald Trump,64405,"133,077"
"Iowa, Boone",IA,Boone,Iowa,IA,democrat,Hillary Clinton,14196,"26,416"
"Iowa, Boone",IA,Boone,Iowa,IA,republican,Donald Trump,14196,"26,416"
"Iowa, Bremer",IA,Bremer,Iowa,IA,democrat,Hillary Clinton,13538,"24,747"
"Iowa, Bremer",IA,Bremer,Iowa,IA,republican,Donald Trump,13538,"24,747"
"Iowa, Buchanan",IA,Buchanan,Iowa,IA,democrat,Hillary Clinton,10252,"21,007"
"Iowa, Buchanan",IA,Buchanan,Iowa,IA,republican,Donald Trump,10252,"21,007"
"Iowa, Buena Vista",IA,Buena Vista,Iowa,IA,democrat,Hillary Clinton,8278,"20,325"
"Iowa, Buena Vista",IA,Buena Vista,Iowa,IA,republican,Donald Trump,8278,"20,325"
"Iowa, Butler",IA,Butler,Iowa,IA,democrat,Hillary Clinton,7513,"14,702"
"Iowa, Butler",IA,Butler,Iowa,IA,republican,Donald Trump,7513,"14,702"
"Iowa, Calhoun",IA,Calhoun,Iowa,IA,democrat,Hillary Clinton,5159,"9,811"
"Iowa, Calhoun",IA,Calhoun,Iowa,IA,republican,Donald Trump,5159,"9,811"
"Iowa, Carroll",IA,Carroll,Iowa,IA,democrat,Hillary Clinton,10544,"20,388"
"Iowa, Carroll",IA,Carroll,Iowa,IA,republican,Donald Trump,10544,"20,388"
"Iowa, Cass",IA,Cass,Iowa,IA,democrat,Hillary Clinton,7125,"13,176"
"Iowa, Cass",IA,Cass,Iowa,IA,republican,Donald Trump,7125,"13,176"
"Iowa, Cedar",IA,Cedar,Iowa,IA,democrat,Hillary Clinton,9541,"18,348"
"Iowa, Cedar",IA,Cedar,Iowa,IA,republican,Donald Trump,9541,"18,348"
"Iowa, Cerro Gordo",IA,Cerro Gordo,Iowa,IA,democrat,Hillary Clinton,22965,"43,096"
"Iowa, Cerro Gordo",IA,Cerro Gordo,Iowa,IA,republican,Donald Trump,22965,"43,096"
"Iowa, Cherokee",IA,Cherokee,Iowa,IA,democrat,Hillary Clinton,6258,"11,394"
"Iowa, Cherokee",IA,Cherokee,Iowa,IA,republican,Donald Trump,6258,"11,394"
"Iowa, Chickasaw",IA,Chickasaw,Iowa,IA,democrat,Hillary Clinton,6435,"12,094"
"Iowa, Chickasaw",IA,Chickasaw,Iowa,IA,republican,Donald Trump,6435,"12,094"
"Iowa, Clarke",IA,Clarke,Iowa,IA,democrat,Hillary Clinton,4454,"9,288"
"Iowa, Clarke",IA,Clarke,Iowa,IA,republican,Donald Trump,4454,"9,288"
"Iowa, Clay",IA,Clay,Iowa,IA,democrat,Hillary Clinton,8617,"16,295"
"Iowa, Clay",IA,Clay,Iowa,IA,republican,Donald Trump,8617,"16,295"
"Iowa, Clayton",IA,Clayton,Iowa,IA,democrat,Hillary Clinton,9129,"17,661"
"Iowa, Clayton",IA,Clayton,Iowa,IA,republican,Donald Trump,9129,"17,661"
"Iowa, Clinton",IA,Clinton,Iowa,IA,democrat,Hillary Clinton,23067,"47,248"
"Iowa, Clinton",IA,Clinton,Iowa,IA,republican,Donald Trump,23067,"47,248"
"Iowa, Crawford",IA,Crawford,Iowa,IA,democrat,Hillary Clinton,6935,"17,103"
"Iowa, Crawford",IA,Crawford,Iowa,IA,republican,Donald Trump,6935,"17,103"
"Iowa, Dallas",IA,Dallas,Iowa,IA,democrat,Hillary Clinton,38252,"84,248"
"Iowa, Dallas",IA,Dallas,Iowa,IA,republican,Donald Trump,38252,"84,248"
"Iowa, Davis",IA,Davis,Iowa,IA,democrat,Hillary Clinton,3882,"8,884"
"Iowa, Davis",IA,Davis,Iowa,IA,republican,Donald Trump,3882,"8,884"
"Iowa, Decatur",IA,Decatur,Iowa,IA,democrat,Hillary Clinton,3734,"8,053"
"Iowa, Decatur",IA,Decatur,Iowa,IA,republican,Donald Trump,3734,"8,053"
"Iowa, Delaware",IA,Delaware,Iowa,IA,democrat,Hillary Clinton,9241,"17,288"
"Iowa, Delaware",IA,Delaware,Iowa,IA,republican,Donald Trump,9241,"17,288"
"Iowa, Des Moines",IA,Des Moines,Iowa,IA,democrat,Hillary Clinton,19103,"39,613"
"Iowa, Des Moines",IA,Des Moines,Iowa,IA,republican,Donald Trump,19103,"39,613"
"Iowa, Dickinson",IA,Dickinson,Iowa,IA,democrat,Hillary Clinton,10354,"17,109"
"Iowa, Dickinson",IA,Dickinson,Iowa,IA,republican,Donald Trump,10354,"17,109"
"Iowa, Dubuque",IA,Dubuque,Iowa,IA,democrat,Hillary Clinton,49721,"96,763"
"Iowa, Dubuque",IA,Dubuque,Iowa,IA,republican,Donald Trump,49721,"96,763"
"Iowa, Emmet",IA,Emmet,Iowa,IA,democrat,Hillary Clinton,4753,"9,581"
"Iowa, Emmet",IA,Emmet,Iowa,IA,republican,Donald Trump,4753,"9,581"
